index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName
76352,58760,1,Snapchat,,"['time', 'log', 'back', 'not', 'open', 'memory', 'story', 'video', 'picture', 'message', 'come', 'delay', 'unable', 'view', 'lose', 'also', 'camera', 'not', 'switch', 'screen', 'new', 'update']",2019-03-08,147417,"Every time I log back in I can not open my memories or stories. All videos, pictures and messages are coming through delayed or unable to view and are then lost. Also my camera won't switch when I double tap the screen since the new update",1,every time i log back in i can not open my memory or story all video picture and message are coming through delayed or unable to view and are then lost also my camera will not switch when i double tap the screen since the new update,Carl Fox
76359,58767,1,Snapchat,,"['different', 'type', 'font', 'have', 'disappear', 'have', 'classic', 'big', 'text', 'finally', 'have', 'though', 'be', 'probably', 'good', 'thing', 'update']",2019-03-07,147424,"the different types of font have disappeared and i now only have classic and big text. i finally have the @ though, which is probably the only good thing in this update",2,the different type of font have disappeared and i now only have classic and big text i finally have the though which is probably the only good thing in this update,Arthur Latour
76360,58768,1,Snapchat,,"['doe', 'application', 'keep', 'say', 'update', 'time', 'log', 'back', 'come', 'fix', 'stuff']",2019-03-07,147425,why does the app keep saying updating every time I log back in? c'mon fix your stuff,3,why doe the application keep saying updating every time i log back in came on fix your stuff,Kevin Lewis
76361,58769,1,Snapchat,,"['not', 'see', 'old', 'snap', 'video', 'save', 'memory', 'none', 'load']",2019-03-08,147426,cant see any of my old snap videos. they are saved in memories but none of them load.,1,can not see any of my old snap video they are saved in memory but none of they load,amanda bandy
76362,58770,1,Snapchat,,"['do', 'not', 'like', 'new', 'update', 'not', 'use', 'eye', 'lose', 'everything']",2019-03-07,147427,"I dont like the new update, I cant use my eyes only.. plus I lost everything in there.",1,i do not like the new update i can not use my eye only plus i lost everything in there,Kylee Judith
76364,58772,1,Snapchat,,"['terrible', 'application', 'update', 'application', 'yet', 'downgraded', 'version', 'be', 'trophy', 'dark_theme']",2019-03-08,147430,"Terrible, the app updated itself to yet another downgraded version. Where is the trophies and dark theme?",1,terrible the application updated the application to yet another downgraded version where is the trophy and dark theme,Ragnar Ekre
76367,58775,1,Snapchat,,"['video', 'not', 'unload', 'order', 'story', 'be', 'really', 'start', 'get', 'nerve']",2019-03-06,147434,videos wont upload in order on my story!! and it's really starting to get on my nerves.,2,video will not unload in order on my story and it is really starting to get on my nerve,
76380,58788,1,Snapchat,,"['late', 'update', 'problem', 'ratio', 'application', 'load', 'screen']",2019-03-07,147452,After latest update it has problem with 18:9 ratio. The app only loads on 3/4 of screen,2,after latest update it has problem with ratio the application only load on of screen,Apoorv Kansal AK
76383,58791,1,Snapchat,,"['update', 'morning', 'snapshot', 'be', 'completely', 'ruin', 'bad', 'scaling', 'glitch', 'chat', 'screen', 'frustrating']",2019-03-08,147455,"updated to android pie this morning, snapchat is now completly ruined. bad scaling, glitched chat screen, very frustrating",1,updated to android pie this morning snapshot is now completely ruined bad scaling glitch chat screen very frustrating,Tom Eldridge
76390,58798,1,Snapchat,,"['use', 'love', 'snapshot', 'old', 'phone', 'galaxy_edge', 'recently', 'upgrade', 'front_camera', 'be', 'zoom', 'hardly', 'take', 'self', 'let', 'alone', 'picture', 'people', 'snapshot', 'update', 'be', 'compatible', 'phone', 'would', 'give', 'star']",2019-03-08,147462,"I used to love snapchat on my old phone (galaxy s6 edge+) but I recently upgraded to the s10+ and the front camera is so zoomed in that I can hardly take a selfie, let alone a picture with 2+ people. if snapchat updates so it is more compatible with my phone I would give 5 stars.",3,i used to love snapshot on my old phone galaxy s edge but i recently upgraded to the s and the front camera is so zoomed in that i can hardly take a self let alone a picture with people if snapshot update so it is more compatible with my phone i would give star,Alexis Fleisher
76400,58808,1,Snapchat,,"['self', 'not', 'good', 'note', 'fix', 'self', 'quality', 'camera', 'overall']",2019-03-08,147472,selfie not good on my Note 9. please fix the selfie quality!! and the camera overall!!,2,self not good on my note please fix the self quality and the camera overall,Abdulaziz Alabdulwahed
76403,58811,1,Snapchat,,"['try', 'call', 'lady', 'snapshot', 'get', 'update', 'update', 'use', 'application', 'die', 'russian', 'do', 'not', 'call', 'number', 'see', 'even', 'match', 'application', 'girl', 'be', 'cute']",2019-03-08,147476,"March 8th, after trying to call a lady Snapchat got an update..... that only updates while using the app, if i die, it was the Russians dont call numbers you see, even if the match app girl is cute..",4,march th after trying to call a lady snapshot got an update that only update while using the application if i die it was the russian do not call number you see even if the match application girl is cute,Mistogan Fernandes
76404,58812,1,Snapchat,,"['message', 'do', 'not', 'go', 'time', 'be', 'be', 'update']",2019-03-07,147477,Messages don't go through 90% of the time. since it's been updated,3,message do not go through of the time since it is been updated,Spencer Anthony
76405,58813,1,Snapchat,,"['new', 'update', 'cool', 'group', 'really', 'slow', 'take', 'minute', 'message', 'even', 'show']",2019-03-08,147478,the new updates cool but the group chats are really slow and takes a minute for the messages to even show.,2,the new update cool but the group chat are really slow and take a minute for the message to even show,Kendall Davis
76408,58816,1,Snapchat,,"['happen', 'update', 'march', 'longer', 'save', 'medium', 'send', 'chat', 'be']",2019-03-07,147481,What just happened? Since this update (March) I can no longer save media sent in chats? Is this it now?,1,what just happened since this update march i can no longer save medium sent in chat is this it now,D Pression
76410,58818,1,Snapchat,,"['update', 'not', 'send', 'friendbitmoji', 'snap', 'friendsplease', 'help', 'friendsplease', 'try', 'fix', 'soon_possible']",2019-03-08,147483,after updating I can't send friendbitmoji snaps with my friends.please help he with this and try to fix this asap.,4,after updating i can not send friendbitmoji snap with my friendsplease help my friendsplease with this and try to fix this a soon a possible,Nikhil Yadav
76411,58819,1,Snapchat,,"['not', 'add', 'private_story']",2019-03-07,147484,Can't add to my private story,1,can not add to my private story,Ephraim Lisk
76419,58827,1,Snapchat,,"['do', 'not', 'like', 'new', 'update', 'snap']",2019-03-08,147492,i don't like new update of snap,1,i do not like new update of snap,
76424,58832,1,Snapchat,,"['do', 'not', 'have', 'filter', 'show', 'kylie', 'be', 'snapshot', 'video', 'have', 'be', 'update', 'nothing', 'be', 'show']",2019-03-08,147497,y dont I have the filter with the one shown in kylie's snapchat video..I've been updating but nothing's shown 😑,1,why do not i have the filter with the one shown in kylie is snapshot video have been updating but nothing is shown,
76428,58836,1,Snapchat,,"['not', 'get', 'face', 'try', 'filter', 'fix']",2019-03-07,147502,It wont get my face when i try to out the filters on it pls fix!,5,it will not get my face when i try to out the filter on it please fix,Chi Chi
76429,58837,1,Snapchat,,"['doe', 'anyone_else', 'not', 'have', 'update', 'update', 'say', 'update', 'update', 'snapshot', 'update', 'be', 'not', 'show']",2019-03-06,147503,does anyone else not have the update. it says it updated snapchat but it isn't showing,2,doe anyone else not have the update the update say the update updated snapshot but the update is not showing,stav gobran
76432,58840,1,Snapchat,,"['not', 'transfer', 'picture', 'eye', 's', 'go']",2019-03-07,147507,"I can't transfer my pictures to my eyes only, whats going on?",1,i can not transfer my picture to my eye only whats going on,Metal Delaunois
76451,58859,1,Snapchat,,"['vibrate', 'send', 'snap']",2019-03-07,147529,Vibrates when sending snaps,1,vibrates when sending snap,Alex Carr
76458,58866,1,Snapchat,,"['samsung_galaxy', 'front_camera', 'be', 'zoom', 'ridiculously']",2019-03-07,147536,Samsung galaxy s10+ front camera is zoomed in ridiculously,1,samsung galaxy s front camera is zoomed in ridiculously,Yusuf Sen
76459,58867,1,Snapchat,,"['get', 'back', 'snapshot', 'suck', 'snapshot', 'be', 'update', 'whole', 'day', 'not', 'even', 'use', 'snapshot']",2019-03-08,147537,Just got back on Snapchat An It sucks! My snapchat has been updating for three whole days now. I cant even use it!,1,just got back on snapshot an it suck my snapshot has been updating for three whole day now i can not even use my snapshot,Sheena Spencer
76462,58870,1,Snapchat,,"['application', 'keep', 'crash', 'android', 'optimize', 'onerous']",2019-03-07,147541,app keeps crashing on android. please optimize for oneplus 6t,2,application keep crashing on android please optimize for onerous t,tavassoli123
76465,58873,1,Snapchat,,"['snap', 'do', 'not', 'allow', 'have', 'person', 'bitmojis', 'new', 'update', 'friend', 'able', 'please', 'help']",2019-03-08,147544,"My snaps don't allow me to have 2-person bitmojis after the new update, but all my friends are able to. Please help :(",3,my snap do not allow me to have person bitmojis after the new update but all my friend are able to please help,Cheyenne R.
76466,58874,1,Snapchat,,"['new', 'update', 'ruin', 'application', 'story', 'not', 'even', 'load', 'mine', 'photo']",2019-03-06,147545,"new update ruined the app, stories are not even loading on mine now unless there only photos",1,new update ruined the application story are not even loading on mine now unless there only photo,Teebs
76467,58875,1,Snapchat,,"['super', 'slow', 'crash', 'second', 'have', 'restart', 'application', 'uninstale', 'instal', 'restart', 'phone', 'nothing', 'work', 'fix', 'bug', 'use', 'application', 'goole', 'pixel']",2019-03-07,147546,"SUPER slow and crashes every 3 seconds. I've restarted the app, uninstalled and reinstalled, restarted my phone but nothing works. Please fix this bug.... Using app on Google pixel",5,super slow and crash every second i have restarted the application uninstaled and installed restarted my phone but nothing work please fix this bug using application on goole pixel,Courtney Tibball
76468,58876,1,Snapchat,,"['use', 'front_camera', 'look', 'really', 'zoomed', 'not', 'let', 'zoom']",2019-03-06,147547,When using the front camera it looks really zoomed in and won't let me zoom out any further,1,when using the front camera it look really zoomed in and will not let me zoom out any further,Michael Hayward
76477,58885,1,Snapchat,,"['snapshot', 'device', 'be', 'update', 'hour', 'not', 'let', 'do', 'anything', 'device', 'device', 'dumb', 'do', 'not', 'know', 'fix', 'device', 'go', 'device', 'clean', 'device', 'make', 'sure', 'everything', 'fine', 'device', 'still', 'slow', 'updating']",2019-03-08,147557,"so, snapchat, on my device, has been 'updating' for more than 24 hours and won't let me do anything on it. its being dumb and i dont know how to fix it, i went through my device and cleaned it and made sure everything was fine, but its still slow and 'updating'",3,so snapshot on my device has been updating for more than hour and will not let me do anything on my device my device being dumb and i do not know how to fix my device i went through my device and cleaned my device and made sure everything was fine but my device still slow and updating,Tash .Richman
76480,58888,1,Snapchat,,"['hate', 'new', 'update', 'long', 'move', 'thing', 'camera_roll', 'eye', 'select', 'lot', 'picture', 'video']",2019-03-08,147560,hate the new update i can no longer move things from my camera roll to my eyes only and select alot of pictures or videos at once,1,hate the new update i can no longer move thing from my camera roll to my eye only and select a lot of picture or video at once,
76491,58899,1,Snapchat,,"['apparently', 'be', 'bug', 'camera', 'miami', 'pocophone', 'camera', 'image', 'zoom', 'take', 'snap', 'be', 'annoying', 'not', 'take', 'perfect', 'picture', 'anymore', 'look', 'thank']",2019-03-08,147572,"Hi, apparently there's a bug with the camera on Xiaomi Pocophone F1. The camera image zoom out after I take a snap. It's annoying because I can't take the perfect picture anymore. Please look into it, thanks!",3,hi apparently there is a bug with the camera on miami pocophone f the camera image zoom out after i take a snap it is annoying because i can not take the perfect picture anymore please look into it thanks,
76492,58900,1,Snapchat,,"['new', 'random', 'update', 'have', 'android', 'not', 'even', 'save', 'story', 'snap', 'story', 'snap', 'story']",2019-03-08,147573,new random update(i have an andriod) and i can't even save my stories or snaps anymore once i post them on my story????!?,1,new random update have an android and i can not even save my story or snap anymore once i post my story or snap on my story,Mckenzie davidson
76494,58902,1,Snapchat,,"['everytime', 'try', 'open', 'snap', 'crash']",2019-03-08,147575,everytime i try to open snap it crashes,1,everytime i try to open snap it crash,ernest the god
76495,58903,1,Snapchat,,"['look', 'bug', 'have', 'be', 'fix', 'wen', 'unload', 'take', 'agent', 'actually', 'go']",2019-03-06,147576,doesnt look like the bugs have been fixed wen yu upload its takes agesss for it to actually go thru,4,doe look like the bug have been fixed wen yu unload its take agent for its to actually go thru,
76510,58918,1,Snapchat,,"['be', 'hard', 'log', 'old', 'account']",2019-03-08,147593,why is it so hard to log in old account,2,why is it so hard to log in old account,Asin vivian
76511,58919,1,Snapchat,,"['not', 'use', 'filter', 'take', 'photo', 'dog', 'cat', 'face', 'swap']",2019-03-08,147594,I just can't use the filter when I am taking photos like the dog and the cat or the face swap,3,i just can not use the filter when i am taking photo like the dog and the cat or the face swap,Ka Yan Chiu
76512,58920,1,Snapchat,,"['stop', 'freeze', 'sometimes']",2019-03-08,147596,Ok but stop and freezes sometimes,4,ok but stop and freeze sometimes,
76518,58926,1,Snapchat,,"['volume', 'control', 'long', 'work', 'new', 'application', 'update']",2019-03-07,147602,Volume controls no longer work with the new app update.,1,volume control no longer work with the new application update,
76523,58931,1,Snapchat,,"['keep', 'come', 'update', 'load', 'symbol', 'everytime', 'open', 'application', 'fix', 'urgently', 'have', 'application', 'year', 'have', 'problem']",2019-03-07,147607,keep coming up with updating loading symbol everytime I open the app. please fix urgently! have app for years now and have had no problems until now.,1,keep coming up with updating loading symbol everytime i open the application please fix urgently have application for year now and have had no problem until now,tyler judson
76537,58945,1,Snapchat,,"['new', 'update', 'be', 'terrible', 'change', 'new', 'update', 'back']",2019-03-06,147624,The new update is terrible change it back!,1,the new update is terrible change the new update back,Heather Stone-Brannon
76539,58947,1,Snapchat,,"['not', 'even', 'see', 'friend', 'doe', 'not', 'work', 'android', 'not', 'work', 'android']",2019-03-08,147626,I can not even see my friends on it it does not work on android well it doesn't work with the As on android and the Js,1,i can not even see my friend on it it doe not work on android well it doe not work with the a on android and the j,xox aylin
76542,58950,1,Snapchat,,"['new', 'update', 'be', 'horrible', 'keep', 'crash', 'open', 'chat', 'fast', 'swipe', 'see', 'story', 'new', 'update', 'be', 'trash']",2019-03-07,147631,New update is horrible. Keeps crashing for when I opens up a chat too fast or swipes over to see stories. This update is trash.,1,new update is horrible keep crashing for when i open up a chat too fast or swipe over to see story new update is trash,Matt Merk
76545,58953,1,Snapchat,,"['video', 'snap', 'have', 'be', 'unload', 'order', 'also', 'have', 'not', 'be', 'get', 'notification', 'receive', 'snap']",2019-03-06,147634,My video snaps have been uploading out of order. I also haven't been getting notifications when I recieved snaps.,3,my video snap have been unloading out of order i also have not been getting notification when i received snap,Tiana Johnson
76552,58960,1,Snapchat,,"['ever', 'new', 'update', 'couple', 'day', 'ago', 'snapshot', 'be', 'nothing', 'lag', 'unable', 'hear', 'voice', 'note', 'groupchat', 'would', 'have', 'delay', 'message', 'often', 'would', 'not', 'able', 'see', 'someone', 'be', 'message', 'groupchat', 'also', 'lately', 'have', 'realise', 'unable', 'view', 'anyone', 'private_story', 'fix', 'edge']",2019-03-06,147641,"ever since the new update a couple of days ago, my Snapchat has been nothing but lag, unable to hear some voice notes, groupchat would have delayed messages, oftenly I wouldn't be able to see someone's messages in the groupchat, also lately I've realised that I am unable to view anyones private story , fix this for s7 edge",1,ever since the new update a couple of day ago my snapshot has been nothing but lag unable to hear some voice note groupchat would have delayed message often i would not be able to see someone is message in the groupchat also lately i have realised that i am unable to view anyone private story fix this for s edge,Richard Rudaj
76556,58964,1,Snapchat,,"['never', 'problem', 'last', 'update', 'have', 'mess', 'time', 'stamp', 'wrong', 'say', 'message', 'open', 'min', 'ago', 'barely', 'send', 'mesagesecond', 'ago', 'take', 'long', 'time', 'load', 'click', 'notification', 'new', 'message', 'often', 'have', 'wait', 'min', 'message', 'show', 'chat', 'screen', 'take', 'longer', 'send', 'message', 'type', 'send', 'message', 'take', 'min', 'message', 'appear', 'chat']",2019-03-06,147645,"Never had any problems with it before but these last two updates have messed it up, my time stamps are wrong (says a message was opened 5 min ago when I barely sent the message 5 seconds ago), chats take a long time to load (click on notification of a new message and often have to wait 2 min or so until the actual message shows up on the chat screen), taking longer to send messages (will type and send a message but it takes about a min or so for the message to appear in the chat)",2,never had any problem with it before but these last two update have messed it up my time stamp are wrong say a message was opened min ago when i barely sent a mesageseconds ago chat take a long time to load click on notification of a new message and often have to wait min or so until a message show up on the chat screen taking longer to send message will type and send a message but it take about a min or so for a message to appear in the chat,Bere S
76563,58971,1,Snapchat,,"['new', 'update', 'completely', 'ruin', 'snapshot', 'new', 'update', 'fine', 'new', 'update', 'new', 'update', 'want', 'have', 'snapshot', 'last', 'update', 'give', 'snapshot', 'star']",2019-03-07,147652,"this new update has completely ruined snapchat. it was fine as it was in the last update. I want to have my snapchat as it was in the last update so i can give it 5/5 stars. until then, a 1/5.",1,this new update has completely ruined snapshot this new update was fine a this new update was in this new update i want to have snapshot a it was in the last update so i can give snapshot star until then a,Sulaiman Malik
76565,58973,1,Snapchat,,"['enjoy', 'new', 'update', 'learn', 'not', 'save', 'story', 'anymore', 'snap', 'do', 'something', 'wrong', 'fix', 'help', 'understand']",2019-03-08,147654,"I enjoyed the new update until I learned that you cannot save your stories anymore, just snaps unless I'm doing something wrong. Please fix or help us understand",1,i enjoyed the new update until i learned that you can not save your story anymore just snap unless i am doing something wrong please fix or help u understand,Kade Eitel
76568,58976,1,Snapchat,,"['open', 'application', 'application', 'tell', 'application', 'be', 'update', 'application', 'be', 'day', 'never', 'update', 'uninstaled', 'application', 'application', 'not', 'deinstall']",2019-03-07,147657,"When I open the app, it tells me the app is updating. It has been like that for 3 days but never updates. I uninstalled it, and now it won't reinstall.",3,when i open the application the application tell me the application is updating the application has been like that for day but never update i uninstaled the application and now the application will not deinstall,
76574,58982,1,Snapchat,,"['love', 'application', 'theblatest', 'update', 'not', 'cycle', 'video', 'screenshot', 'camera_roll', 'make', 'conversation', 'people', 'do', 'not', 'have', 'unsafe', 'message', 'people', 'delete', 'fix', 'thing', 'would', 'really']",2019-03-07,147664,I love this app but after theblatest update I cant cycle between videos and screenshots on my camera roll and can u make it so that in a comversation both the people dont have 2 unsave the messages for them 2 delete if u fix both these thungs id rly like it,3,i love this application but after theblatest update i can not cycle between video and screenshots on my camera roll and can you make it so that in a conversation both the people do not have unsafe the message for the people delete if you fix both these thing id really like it,Kevin Durant
76584,58992,1,Snapchat,,"['not', 'save', 'picture', 'tablet', 'new', 'update', 'new', 'feature', 'hard', 'interact', 'friend']",2019-03-06,147674,I cant ss or save a picture on my tablet due to fhe new update i like all the new features but its hard to interact with my friends,3,i can not s or save a picture on my tablet due to the new update i like all the new feature but its hard to interact with my friend,Jacqueline Cancel
76585,58993,1,Snapchat,,"['camera', 'quality', 'get', 'be', 'poor', 'use', 'snapshot', 'be', 'camera', 'new', 'update', 'chatting', 'experience', 'get', 'bad']",2019-03-06,147675,The camera quality get's too poor while using Snapchat's camera. And after the new UI update the chatting experience get worse.,3,the camera quality get is too poor while using snapshot is camera and after the new ui update the chatting experience get worse,Kathirvel Chandrasekaran
76592,59000,1,Snapchat,,"['update', 'do', 'not', 'make', 'difference', 'still', 'say', 'update', 'time', 'sign', 'inaccurate', 'time', 'open', 'snap']",2019-03-06,147682,Update on 5/3/2019 did not make any difference. Still says updating every time I sign in and inaccurate times of opening snaps.,1,update on did not make any difference still say updating every time i sign in and inaccurate time of opening snap,Sakeena K
76594,59002,1,Snapchat,,"['last', 'update', 'really', 'screw', 'application', 'not', 'even', 'send', 'mug', 'be', 'say', 'be', 'not', 'break', 'try', 'fix']",2019-03-08,147685,"This last update really screwed this app up I can't even send msgs now, there's a saying if it's not broke why try to fix it!!!",5,this last update really screwed this application up i can not even send mug now there is a saying if it is not broke why try to fix it,Angel Rodriguez Rodriguez
76602,59010,1,Snapchat,,"['bad', 'not', 'even', 'log']",2019-03-08,147693,very bad cant even log in,1,very bad can not even log in,
76603,59011,1,Snapchat,,"['doe', 'work', 'kmt', 'bludclart']",2019-03-07,147694,doesnt work kmt bludclart,1,doe work kmt bludclart,
76607,59015,1,Snapchat,,"['new', 'update', 'layout', 'change', 'be', 'horrible']",2019-03-07,147699,new update for layout change is horrible,1,new update for layout change is horrible,Tim Smith
76611,59019,1,Snapchat,,"['tired', 'beta', 'testing', 'software']",2019-03-07,147703,tired of beta twsting your software,1,tired of beta testing your software,TJ Ende
76613,59021,1,Snapchat,,"['do', 'not', 'like', 'new', 'update']",2019-03-08,147705,I don't like the new update,1,i do not like the new update,Tala Alkhatib
76618,59026,1,Snapchat,,"['update', 'be', 'bad']",2019-03-08,147712,Every update is worse than before,1,every update is worse than before,Monster Killer
76620,59028,1,Snapchat,,"['slow', 'last', 'update']",2019-03-08,147714,very slow after last update,3,very slow after last update,
76631,59039,1,Snapchat,,"['filter', 'lag', 'video', 'recording', 'fail']",2019-03-07,147729,filters lag... video recording failed,2,filter lag video recording failed,B Me
76637,59045,1,Snapchat,,"['not', 'have', 'new', 'update', 'have', 'new', 'update', 'take', 'second', 'send', 'snap', 'new', 'update', 'frustrating', 'fix', 'new', 'update', 'snapshot', 'guy', 'start', 'die', 'lot', 'people', 'really', 'mad', 'update', 'go', 'back', 'do', 'not', 'make', 'send', 'wait', 'have', 'hit', 'send', 'send', 's', 'problem', 'be', 'ton', 'friend', 'school', 'fix', 'snap']",2019-03-07,147736,you cant have a new update than have it take 3 seconds to send a snap its so fustrating please please please fix it Snapchat for you guys will start dying a lot of people are really mad with the update please!!! go back to how it was or dont make it send and than wait have when you hit send it sends thats what the problem is with tons of my friends at school so please fix it snap,1,you can not have a new update than have a new update take second to send a snap a new update so frustrating please please please fix a new update snapshot for you guy will start dying a lot of people are really mad with the update please go back to how it was or do not make how it was send and than wait have when you hit send how it was sends thats what the problem is with ton of my friend at school so please fix how it was snap,Calvin Riehl
76639,59047,1,Snapchat,,"['bad', 'update', 'ever', 'continually', 'hang', 'one', 'be', 'option', 'save', 'video', 'memory']",2019-03-08,147739,wrost update ever.... Continusly hang on one plus 6 ..there is any options to save video from memories...,1,worst update ever continually hang on one plus there is any option to save video from memory,
