id,appTitle,userName,date,score,text,Bug_report,
144632,Snapchat,Apoorva Bhatnagar,"March 13, 2019",1,new update sucks! the app has more bugs than ever. pls fix it!,1,
156732,Maps - Navigate & Explore,Mareen Anthony,"March 21, 2019",1,walking directions are just rubbish - the compass is all over the place!,1,
148806,Snapchat,,"March 9, 2019",5,its good very nice,0,
228517,Facebook,nadia saleem,"May 14, 2019",5,salman ali salman ali,0,
383511,Microsoft Outlook,A Google User,"May 23, 2019",3,"Update: Please get rid of the ""Get Outlook for Android"". Every update it resets itself and makes me look like an ass! It's invasive, knock it off! My preferred email platform and the mobile version is intuitive and easy to use. Plenty of extra features like calendar but they aren't excessively advertised. Interface is smooth, no glitches on my device.",1,
399467,Microsoft Outlook,William T Shahan,"April 19, 2019",4,"Email is tops, calendar is excellent. Let's work on contacts. They must sync in real time. Better yet install a dialer so I don't need any other contact program. I am about to give up on it.",0,
414060,Microsoft Outlook,Brian Davis,"April 4, 2019",1,please update to support android Q.,0,
142698,Snapchat,Casey I,"March 15, 2019",2,upgraded to a pixel 3 for better photo quality but snapchat ruins it. super zoomed in selfies and it brightens all my pics to ugly levels once they're taken. dislike.,1,
406896,Microsoft Outlook,Donn Jasinski,"April 20, 2019",5,Great app easy to read your mail love it.,0,
304693,Facebook,A Google User,"March 29, 2019",3,i don't like how slack youve been on hackers. I've been hit several times. almost to the point of not wanting to use FB or messenger. and when i do respond i only get a limited response. better customer service please?,1,
425921,Messenger – Text and Video Chat for Free,Kaitlyn Masters,"March 20, 2019",1,No one can view my story. Yet they can view others and I can view theirs.,1,
26956,WhatsApp Messenger,Ranjeet Kumar,"April 17, 2019",5,open nahi ho raha hai banned bata raha hai,0,
165284,Maps - Navigate & Explore,Thomas Parkison,"March 18, 2019",5,"Very accurate in Bangkok, Thailand",0,
5776,WhatsApp Messenger,,"February 14, 2019",4,nice app but the video calling always getting paused.solve this problem,1,
498321,Google,Rani Galhotra,"April 5, 2019",5,This app is thelpful to use up it always give us write answers and it also help to download sovmanyvgames and early acess games and processors.It also help to find our location and give corret route to our destination.I think larry page & serjey bin take good decision to found google and I also think that in futute so many other sponsered companies make many apps like google and google app is really useful for us in future.I really thanks to all the companies and larry page or serjey for google.♥,0,
163874,Maps - Navigate & Explore,,"March 24, 2019",1,Keeps saying gps signal lost and so i might buy a sat nav instead!!!,1,
203517,Snapchat,tik tok lover,"May 19, 2019",5,nice but tik tok is best for video,0,
167206,Maps - Navigate & Explore,Prathmesh Patil,"March 8, 2019",4,"Google maps is very helpful app doday, in many ways. Google maps timeline is the superb gift of a memorys. Thanks",0,
55172,WhatsApp Messenger,,"March 16, 2019",5,it would be better if you updated it to have live video...kindly plizz,0,
371550,Maps - Navigate & Explore,Calvin King,"May 17, 2019",5,"The best map app, ever!",0,
556285,Google,Ratna Hajela,"May 20, 2019",5,Google is a great app,0,
387137,Microsoft Outlook,A Google User,"May 23, 2019",5,I love this app as it is so easy to use 👍👍,0,
80465,Snapchat,Emily dv,"April 29, 2019",5,It's fun to call people from different countries,0,
125609,Amazon Shopping,Marry Poppins,"May 31, 2019",3,"Amazon is okay, but there has been a couple of problems with delivery as far as damaged goods or not dropped off were I specified I wanted my package to be delivered. Amazon trys to cover up reviews that I leave on products as a verified purchase customer so they wont lose money. I'm just giving my honest opinion on the products I've purchased and dabble with for a while. when I go to c if its posted I see nothing.",0,
510859,Snapchat,,"February 16, 2019",1,I got kicked out,0,
135479,Snapchat,Tomas Gonzalez,"March 26, 2019",5,it's gotten laggy and using more data since the update- can't even go to a previous version edit: it's good now :),1,
131645,Snapchat,A Google User,"March 31, 2019",1,Snapchat gives me problems when updating the app. it's so frustrating and time consuming.,0,
148651,Snapchat,,"March 8, 2019",5,I absolutely love this app!! Its amazing ❤️ and it takes a very long time to update,0,
97890,Snapchat,NatSoc Deutsche-Hrvat,"April 5, 2019",1,fix the downgrade in camera quality you jews,0,
152271,Snapchat,Monica Garcia,"March 9, 2019",5,the best the best,0,
179087,Messenger – Text and Video Chat for Free,Aizelle D.C,"May 21, 2019",4,its a very good up but sometimes when someone's calling me its a little bit chappy and when im using the video call mode its like blury or its like a poor quality so thats thy i gave 4 stars,1,
247943,Messenger – Text and Video Chat for Free,Md Qwer,"April 20, 2019",3,it doesn't work,1,
548788,Maps - Navigate & Explore,Curtis Anderson,"April 1, 2019",1,"It is extremely annoying every few hours having to re accept the setting adjustment for your location. Once you accept, you should not have to accept again unless the software updates. since you have to reset up the location you have to do then reset up your entire trip and it always seems to happen when you were in a major intersection and you need directions on which way you have to turn at that moment.",1,
466645,Microsoft Outlook,Henry Wǔ,"March 22, 2019",5,Display should be the same app outlook on Windows Phone 10,0,
514429,Snapchat,Melina Grigoratos,"February 26, 2019",1,"Not sure if anyone else is experiencing this, but I can no longer look at my saved pics/videos since the last update in my memories. As soon as I tap on a picture or video, the app just starts glitching out and then crashes. Help?",1,
279266,Google,Jitendra Kumar Jitendra kumar,"March 31, 2019",5,i hate this app,0,
179274,Messenger – Text and Video Chat for Free,John Francis Capili,"May 20, 2019",1,Why the heck It doesn't install on my phone?!?,1,
229517,Facebook,anjuman khatun,"May 9, 2019",5,personal ka koi sambandh nahin hai isiliye Mujhe 5 star dene ka mobile Kiya Hai,0,
251152,Messenger – Text and Video Chat for Free,Vega Oefelein,"April 11, 2019",4,Efficient and effective. Uses up my battery though.,1,
245351,Messenger – Text and Video Chat for Free,Adrien FOUÉRÉ,"April 21, 2019",4,calls not working but I don't need it. great orherwise.,1,
198251,Snapchat,Casey Lee,"May 30, 2019",4,how can I update snapchat on my Samsung A8??? I cant record with new filters and only take photos can anyone help,1,
546148,Maps - Navigate & Explore,Kunal Singh,"April 11, 2019",5,nic to app and very helpful,0,
509341,Snapchat,Michelle Usko,"February 17, 2019",5,It's just fun.,0,
508516,Snapchat,,"February 15, 2019",5,really fun and i get to post goofy pics with family and friends,0,
136777,Snapchat,,"March 22, 2019",5,It's a very very useful app,0,
419222,Messenger – Text and Video Chat for Free,A Google User,"March 24, 2019",1,Why I Dont Get My Dark Mood?,1,
274612,Google Play Music,Teach Gadjet,"March 4, 2019",1,GOOGLE ARE YOU KIDDING ME? AFTER THIS UDDATE I.M OPEN FROM FILE MANEGER INSIDE MP3.BUT NOT OPEN NORMAL MODE AN OPEN FULL MUSIC PLAYER AND PLAYER DO'NOT AUTO CLOSE GO BACK TO HOME SCREEN.I HATE THIS,1,
427870,Messenger – Text and Video Chat for Free,,"March 15, 2019",5,The app is extremely good,0,
517977,Snapchat,,"February 16, 2019",3,wont let lg phones update to current version,1,
102442,Amazon Shopping,Brent Schlapper,"April 23, 2019",5,can't do without for 48 hr shopping,0,
40952,WhatsApp Messenger,Diego Algara,"April 3, 2019",3,no way to disable status tab,0,
500858,Google,A Google User,"April 6, 2019",5,badohi ko New bananye me satish tiwari ka sahyog kare danybad Amit saha ji modi yogi ji badohi set lol sabha satish tiwari ko canfarm thanks,0,
42998,WhatsApp Messenger,A Google User,"March 31, 2019",4,Amazing and useful application for chatting with friends and family members,0,
187019,Messenger – Text and Video Chat for Free,Asha Pawar,"May 14, 2019",3,it's nice and I can talk to my friends,0,
42844,WhatsApp Messenger,chinthala sabithadevi,"March 28, 2019",4,all are good with group video call but we want the seperate tab that who are in online at present ....!!!!,0,
564719,WeChat,Xiaobai T,"April 18, 2019",1,"newest version stuck at least 10 times everyday on S10, other apps do not have this issue.",1,
460816,Microsoft Outlook,Zeljko Sumera,"March 29, 2019",1,"worked fine for a while then got an update, after that could get to my emails? my provider is Spectrum",1,
209584,Snapchat,WaQaS Prince,"May 12, 2019",5,geart app no. 1 app on playstore who has awesome filters i love it,0,
63638,WhatsApp Messenger,Avrajit Das,"March 2, 2019",5,"Wonderful UPI payment option..!!! Time has come to publicly launch the service and mass tie up with all commercial sites/app as payment partner, viz. Ola, Uber, Swiggy, Zomato, Ubereats, Bigbasket, Grofers etc.",0,
324260,Facebook,SAITAMA SPARKS,"March 7, 2019",1,I'M BETTER AND WORTH IT,0,
99984,Snapchat,Jayesh Thote,"April 7, 2019",1,"U must uninstall this app ri8 now.,..",1,
88400,Snapchat,Zachary shaw,"April 19, 2019",5,"really like it , good at protecting information.. ☺",0,
376130,Maps - Navigate & Explore,Amariz Ghomez,"May 11, 2019",5,"it is very useful, to help us to our destinations",0,
393115,Microsoft Outlook,Scott Matsuura,"May 9, 2019",4,"Easy to use, links well.",0,
2233,WhatsApp Messenger,TAPOBRATA DAS,"February 9, 2019",5,l am very glad for use this app.,0,
519781,Amazon Shopping,A Google User,"March 31, 2019",3,I feel pretty sorry that Amazon still not operating in Pakistan. I just use it to compare prices with Ali express,0,
63524,WhatsApp Messenger,Jenny Boshoff,"March 7, 2019",5,Die beste komunikasie ter wereld👍👌,0,
278325,Google,saeed balmaki,"March 31, 2019",5,practical. I use it as an online dictionary most of the time✌🏻,0,
432821,Messenger – Text and Video Chat for Free,Princess Crystal,"March 11, 2019",3,"I updated my messenger. I made it on a Dark Mode, which is good. The issue is when I'm tring to remove messages for everyone, but the only one that's appearing is 'Remove for You'... There's no 'Remove for Everyone'.",1,
42327,WhatsApp Messenger,A Google User,"March 31, 2019",4,I am rating 4 star because overall watsup is good but in vedio call I am not able to hear the voice from the other person clearly. So only 4star from my side.,1,
238483,Facebook,A Google User,"May 1, 2019",5,I Love it.,0,
354698,Facebook,Samir Hans,"April 5, 2019",1,"My account is disabled, Dont know the reason how it is happened, I haven't comment any bad things and never posted bad topic.",1,
54320,WhatsApp Messenger,Rob Dav,"March 18, 2019",1,freaking ads everytime hindering other programs,1,
478313,WeChat,Jeff Sky Chanel,"May 29, 2019",5,"ok, i like it",0,
35736,WhatsApp Messenger,Its Awesome,"April 14, 2019",1,what happened with WhatsApp in Pakistan?,0,
532316,Messenger – Text and Video Chat for Free,kumar manish,"February 18, 2019",4,app. is good but not sure about privacy,0,
437561,Messenger – Text and Video Chat for Free,,"March 8, 2019",5,this messenger so very cool and usefull thank you,0,
445107,Google Play Music,,"February 15, 2019",1,it's time to change the play screen look every update still the same and getting more slower 🙄🤨,1,
193528,Messenger – Text and Video Chat for Free,Valerie Romero,"May 7, 2019",1,it no longer lets me play games without logging in to Facebook. i don't want to be on Facebook all the time. app is annoying,0,
141272,Snapchat,Khalid Sa,"March 16, 2019",1,Stupid full of bugs app,1,
29841,WhatsApp Messenger,Sandip Vilekar,"April 12, 2019",4,"Nowadays i am seeing a bug, sometimes when someone forwards a file to multiple recipients or groups, and you are part of more than one group in that, then you can only download that file from the first group in which it was posted.",1,
146323,Snapchat,Řâý Mŏn'dō' D,"March 9, 2019",1,the new Snapchat is so slow can you revert back to the old one,1,
142600,Snapchat,Zia Shaikh,"March 14, 2019",5,Waste of data and time.Dont install.Poor App@evan,1,
182435,Messenger – Text and Video Chat for Free,Kapil Garg,"May 21, 2019",5,that's really a great app😊,0,
95761,Snapchat,Blue _18,"April 7, 2019",1,"whenever i try to send snap videos to my friends they tell me the screen goes completely green and glitchy but whenever they send snaps it doesnt do the same, this needs to be fixed please",1,
107535,WhatsApp Messenger,Ishita Modak,"May 26, 2019",5,Some people can't see my WhatsApp Status ...,1,
512952,Snapchat,Bernadeta Bertinzh,"February 24, 2019",5,"i can't install snapchat, i don't know whyy",1,
113718,WhatsApp Messenger,jacquelyn lucas,"May 14, 2019",4,Not at this time.,0,
250710,Messenger – Text and Video Chat for Free,Stephen M,"April 18, 2019",4,"Great, I keep in touch with my family in Japan.",0,
132683,Snapchat,Angela Carmichael,"March 31, 2019",4,I love this app but I'm having to constantly uninstall and reinstall just to have the correct amount of time of when something was opened. 3/31 still doing this. this is the 3rd time this month I've had to uninstall the app and reinstall it.,1,
196269,Snapchat,Dawid Jelen,"May 31, 2019",1,this app is clearly controlled by the government...they have your face identity and they are ready to begin the new world order.,0,
51847,WhatsApp Messenger,Millennia Aulia Susanti,"March 20, 2019",1,"When I get whatsapp call on Samsung Galaxy S10 plus, the screen doesn't turn on. Please fix it.",1,
5309,WhatsApp Messenger,Arshia Aimen,"February 8, 2019",5,Best app to stay connected with family and friends..,0,
5864,WhatsApp Messenger,Amit Kumar,"February 11, 2019",1,yr plz ye jo new imoji h inko change kr phle wale kro...ye bhut bekar plz aap telegram ki imoji na aad kro apni wali phle jo thi whatsapp me wahi rkho plz.Aur message forwark ki 5 contact se km se km 10 contact kro jisse share krne me asani ho.,0,
6941,WhatsApp Messenger,,"February 27, 2019",5,my love muum 😊😊😊,0,
30334,WhatsApp Messenger,Bishu Sarraf,"April 17, 2019",4,I liked this all very much than messanger its a nice app for communication but here it doesnot give a list of avilable person in separate,0,
240111,Messenger – Text and Video Chat for Free,shawn workman,"April 30, 2019",2,"Couple of janky things. 1. ever since i downloaded this, my phone freezes up and wont load my searches. 2. on facebook it constantly says i have 2 messages, which i dont. not at all impressed with this.",1,
64567,WhatsApp Messenger,,"March 6, 2019",5,this app is very uesfull for me of chating vidiocall and shareing of photo and allbam thanks for whats app,0,
511272,Snapchat,Pankaj Gaikwad,"February 17, 2019",1,I m not getting face swap feature,1,
505649,Amazon Shopping,Kirk Westmoreland,"February 20, 2019",1,i don't care about Amazon!!!,0,
147753,Snapchat,ProperDestiny,"March 8, 2019",3,snapchat is ruined with this new update,1,
101227,Snapchat,Falak Naz,"April 1, 2019",1,how to export more than 1 photos at once?? in the new update how to do it?,0,
451429,Google Play Music,,"February 21, 2019",5,best app for music,0,
459557,Microsoft Outlook,arshad hussain,"March 31, 2019",4,Good app must've,0,
69384,WhatsApp Messenger,helen delaney,"March 2, 2019",2,can not print a invoice from the app keep saying I have not got right app,1,
54268,WhatsApp Messenger,Paul Giattino,"March 14, 2019",2,since last update my photos of contacts does not show..blank,1,
129596,Snapchat,Christopher Baca,"March 28, 2019",1,been really buggy lately,1,
440723,Messenger – Text and Video Chat for Free,,"March 3, 2019",5,I really love the new dark mode🖤,0,
52945,WhatsApp Messenger,Vaishali Kumar,"March 16, 2019",1,Video call not good,1,
80584,Snapchat,Gnaneshwar Reddy,"April 30, 2019",3,nyc but disappoint with ads,1,
87475,Snapchat,Ivan Trejo,"April 19, 2019",4,i really don't know how to work this,0,
569956,WeChat,Jack Jong,"March 5, 2019",1,"faster update prevent freeze screen , always audio cant play , need restart phone",1,
192648,Messenger – Text and Video Chat for Free,Brock Smith,"May 5, 2019",5,Great for when you dont have a current phone number for a friend your seeking.,0,
119018,WhatsApp Messenger,Alfiya Khan,"May 9, 2019",3,i have a complain i am being seen online even when am nt online plzz help me in this,1,
400641,Microsoft Outlook,Kim Bell,"April 30, 2019",5,"slow and challenging to start but getting use to it now and finding it much easier to navigate, as I am not good with technology! 😂😂😂",0,
488072,Google,PRAVEEN KUMAR,"April 18, 2019",1,👋 👋 👋 Awesome and in the f😜mmHeyy mm,0,
19978,WhatsApp Messenger,Abhinaw Verma,"April 27, 2019",5,Verry bad Because no any sticker nd. no any last seen hider. It is fast but but we chat. Line hike is best,0,
144735,Snapchat,,"March 9, 2019",5,item overall score of Snapchat is 1 out of 9 because it has so much filters u can do wit anyone that's why uhhj enjoy Snapchat,0,
78850,Snapchat,Dylan Jahn,"April 29, 2019",1,"when I got the newest update the notifications quit working. I've had streaks as long as 3 months, and notifications quit working. no vibration ring. nothing",1,
512352,Snapchat,,"February 15, 2019",1,I am a complete idiot and I am called smeller not ella,0,
331304,Facebook,Umqir Khan,"April 30, 2019",5,good love u fb,0,
505689,Amazon Shopping,Katherine Utting,"February 20, 2019",5,always as advertised!,0,
217079,Snapchat,Marissa Sofea,"May 1, 2019",5,like it like that 😂,0,
120386,WhatsApp Messenger,Donnie Grissett,"May 1, 2019",1,i am scard for my lif e my m e,0,
184170,Messenger – Text and Video Chat for Free,Philip Lehrman,"May 13, 2019",1,Always makes my phone very laggy and slow!,1,
568569,WeChat,A Google User,"March 6, 2019",1,hello we chat team. i m from india .earlier i was using we chat and when i was finding friend by shaking then i was getting very much response from my country people but now i m not able to find single one from my country. is there any option for selecting country option in shaking ??,0,
68888,WhatsApp Messenger,jayaram navagrama,"March 3, 2019",5,Very good app but I did not used yet because orobkems,0,
380086,Maps - Navigate & Explore,IZEE Pvt Limited,"May 2, 2019",5,"Location for IZEE (pvt)Limited Islamabad is not navigating well, people suffer to find exect Location for company's Corporate office",0,
265798,Google Play Music,im kwinkwin,"March 22, 2019",5,Great app! Just hoping you'll add into the settings like editing the song information and so thank you!,0,
288804,Google,Lindy Galatz,"March 20, 2019",4,works most of the time.,1,
501844,Google,Fortnite Lol,"April 3, 2019",5,it is really useful and it can help you to see stuff or opening times and even more.,0,
512497,Snapchat,Jessica Boyd,"February 10, 2019",1,it messes up the time i send things,1,
546681,Maps - Navigate & Explore,Charles Diettrichjr,"April 5, 2019",5,"Sharing,its easy and entertaining to participate, farout!",0,
145777,Snapchat,Kala Ashton,"March 11, 2019",3,The new update took away one of my favorite snap features,0,
29577,WhatsApp Messenger,Donna Goodreid,"April 18, 2019",3,All of a sudden it just froze and stopped working i have been waiting 2 days for it to come back on but it hasnt yet i will update on here how long it takes to work other than that when it was working it was a great app.,1,
443415,Messenger – Text and Video Chat for Free,Adrian Cortezano,"March 1, 2019",4,"Much better after the updates, but now you can't see list of people that are online",1,
4061,WhatsApp Messenger,Gullipalli Prasantha,"February 18, 2019",5,face time is good,0,
142636,Snapchat,Mahipal Danu,"March 13, 2019",2,its not direct chat or Video calling option so pleas add all option,0,
503779,Amazon Shopping,,"February 10, 2019",5,I love it's the,0,
480156,Google,Jaydeep Parmar,"April 27, 2019",5,Im not getting rs 140 credit in my account,0,
533014,Messenger – Text and Video Chat for Free,Axl Siraff,"February 19, 2019",3,Make the emojii like of whatsapp.so I m rating 3 stars otherwise all is good.,0,
236247,Facebook,Samuel Lagunas,"May 4, 2019",1,new update sucks. It glitches and freezes on every other page.,1,
499045,Google,Azeem Rasheed,"April 7, 2019",5,very nice app. helpful this..,0,
6767,WhatsApp Messenger,soukaina talby,"February 27, 2019",5,it's a wonderful app,0,
511480,Snapchat,Elaf nas,"February 17, 2019",1,sometimes I receive a message of private snap and when I open I see nothing.,1,
546965,Maps - Navigate & Explore,Jamal Emiabata,"April 1, 2019",2,Maps hasn't been working since last week. No turn by turn navigation nor any route options available.,1,
225174,Facebook,Charlee Jordan,"May 14, 2019",5,learning im fast so i get punished to fast im not slow locked out because my passwords dont work strange,0,
55819,WhatsApp Messenger,,"March 16, 2019",5,Slow downloading photos and videos,1,
256099,Messenger – Text and Video Chat for Free,Pamela Donahue,"April 12, 2019",4,"it's ok, takes a lot of room on my phone but I get to my friends a little faster.",1,
456202,Google Play Music,ANJALI KAMJALGE,"May 18, 2019",1,this app don't download the music,1,
435953,Messenger – Text and Video Chat for Free,,"March 9, 2019",2,I need it to black why it doesn't work...,1,
34710,WhatsApp Messenger,Rike bormon,"April 12, 2019",5,very nice and warm 👆 the phone with you guys doing,0,
303670,Facebook,Marvin Contapay,"March 31, 2019",5,Its a great app.,0,
208900,Snapchat,Rahema Aziz,"May 12, 2019",5,it is just graet,0,
132994,Snapchat,mohammed hussain,"March 20, 2019",1,previous version was really good..!! ill give 5 stars for the previous version... new update sucks... it doent even show the streak in their profile..! and cant able to save stories! just hated this update.. ! eagerly waiting for the next update..!,1,
405484,Microsoft Outlook,Yousuf Khan,"April 18, 2019",5,I simply love it.,0,
372466,Maps - Navigate & Explore,S.M. Al-Amin,"May 17, 2019",5,It’s really helpful of our daily life,0,
380152,Maps - Navigate & Explore,Pranav Gadoya,"May 1, 2019",2,every alternate day update too much space,1,
350021,Facebook,Soyam 2.0,"April 7, 2019",5,it is very good app.,0,
286660,Google,Abby Fuhrmann,"March 10, 2019",1,"This is my favorite app because I like the customized newsfeed, however, since the last 3/1/2019, the app keeps crashing.",1,
471174,Microsoft Outlook,Billy Macomson,"March 11, 2019",5,Excellent! Great app for a mobile device.,0,
243842,Messenger – Text and Video Chat for Free,Vipin Awssthi,"April 25, 2019",1,cz in the x,0,
404889,Microsoft Outlook,Dennis Raka,"April 24, 2019",2,inconvenient app after upgrading..,1,
147021,Snapchat,,"March 13, 2019",5,bast app ever but sometimes it didn't respond 😩,1,
438481,Messenger – Text and Video Chat for Free,VelvetDawn KuhnHammondColmenero,"March 3, 2019",5,I love messanger... Its a great app.. but the nee updates wont let u add shortcuts to phone :'( pleaze fix it . :),0,
532205,Messenger – Text and Video Chat for Free,MJ Rance,"February 18, 2019",5,awesome. this app is one of the messaging app that I am using but this is the best one so far.,0,
95378,Snapchat,Daisy Palace,"April 7, 2019",5,"Great app but every update makes it slower. Ever since the last update some snaps say ""waiting to send"" for days.",1,
100423,Snapchat,rubiya otsubo,"April 7, 2019",5,its ok but i cannot install it,0,
136922,Snapchat,,"March 22, 2019",1,this app keeps telling me that something went wrong after typing my password.pls kindly fix it,1,
333653,Facebook,Marian Tamparong,"April 26, 2019",5,"The Best App for connecting & reaching peoples(Fam,Friends,Relatives&etc)..👍👍👍",0,
520218,Amazon Shopping,Elijah Binyaminov,"March 31, 2019",5,The best thing ever,0,
94058,Snapchat,Dan&dad Scholl,"April 12, 2019",5,I LOVE IT SOOO MUCH I GOT A BOYFRIEND FROM IT!!!😘😘,0,
382647,Microsoft Outlook,Blaine Mills,"May 31, 2019",2,"unclear why I want the focused or how to control it, or turn it off, so only 4 stars. Everything else I like. -- 2 year update: Microsoft decided to install the crappy app - Launcher - to my new Android phone. After a complete rebuild of that phone, I no longer use any Microsoft product except Windows on my PC. Outlook is nice, but dated. Google products are superior. Much easier integration with all my PCs and Android products.",1,
8783,WhatsApp Messenger,,"February 20, 2019",5,I think it's necessary to develop log out option also,0,
97915,Snapchat,A Google User,"April 5, 2019",5,I love it so much,0,
369784,Maps - Navigate & Explore,Aslam Shaikh,"May 24, 2019",5,very good and helpful app,0,
124261,WhatsApp Messenger,Ashu,"May 1, 2019",5,Dark mode kb la raho ho?,0,
69532,WhatsApp Messenger,ganesh smart,"March 2, 2019",5,please add crop option for video status,0,
135103,Snapchat,NEEL CHAUHAN,"March 25, 2019",1,"I just hate it there are so many bugs sometimes it when i open video it just closes and will not me allow to open that video, so everytime i need to uninstall and reinstall it, now am frustrated of it i just hate this version they removed to hide phots from gallery",1,
402910,Microsoft Outlook,Janine Mitchell,"April 26, 2019",5,Very easy to use,0,
177100,Messenger – Text and Video Chat for Free,A Google User,"May 26, 2019",5,একদিন হয়তো থাকবো না আমি। থাকবে না আমার ভালোবাসা! থাকবে না আমার বন্ধুবান্ধব। শুধু থাকবে স্মৃতি হয়ে ডায়রির পাতা?,0,
388549,Microsoft Outlook,Stef Milloy,"May 18, 2019",5,works like it should no problems,0,
353544,Facebook,April Irie bukam way tv,"April 5, 2019",1,i cant see any photos exsept for profile photo includind my own,1,
41305,WhatsApp Messenger,মোঃ রনি শেখ,"April 3, 2019",4,"ভালো কাজ করে , তবে ভিডিও কলে কথা বলা একটু সমস্যা",0,
118867,WhatsApp Messenger,aniket das,"May 8, 2019",4,very good fr binding relation,0,
175186,Messenger – Text and Video Chat for Free,Dallas Grantham,"May 31, 2019",3,your upgrade made this app suck,1,
120481,WhatsApp Messenger,gokul g barath,"May 8, 2019",1,worst app ever why u ban gbwhatsapp u r worst of worst ...dont be foolish make your app better than them then people will use yours better than their app..silly peoples ...you will never come up in your life,1,
382963,Microsoft Outlook,ERNEST OVIA,"May 30, 2019",4,So far so good. Easy navigation between accounts,0,
523810,Messenger – Text and Video Chat for Free,,"February 10, 2019",3,why the stickers kept on saving in my gallery and im keeping on deleting it and suddenly it saves again its so disgusting,1,
309793,Facebook,Kickster Cools,"March 24, 2019",4,y'all need to bring back marketplace,0,
570876,WeChat,,"March 5, 2019",4,When it comes to chat. Its great but a lot of people nearby is like a prostitute woman. Showing there body parts,0,
178734,Messenger – Text and Video Chat for Free,ky ohm,"May 20, 2019",2,"since the newest update may 16'19, it loads slow, messages take too long to deliver, pics not visible, lots of glitches, sound not able to control volume, not able to use my own sound for notices to communicate, going back to facebook, ugh!",1,
504574,Amazon Shopping,David Hu,"February 24, 2019",3,"Functional but needs polish. Almost all essential functions are packed in the app. but the overall polish is just not there. The drawer menu is not adhesive to the left edge, the app icon is not adaptive (still legacy), app is a mix of native and web interface (which failed multiple time during my usage), the app functions are categorize in a weird way. This app is working, but that's about it. Could be better Amazon, considering you are not a small company anymore.",0,
5239,WhatsApp Messenger,Deochand Raj,"February 16, 2019",4,nice emojis but i think its time we could use some 'more dramatic' emojis.,0,
267193,Google Play Music,Haseeb Khalid,"March 15, 2019",2,"Please update design of Play music ui which is very ugly. Follow Samsung, MIUI and Apple music players as an aesthetic example.",0,
3645,WhatsApp Messenger,Abdolreza Ansari,"February 18, 2019",5,It is critical for Iranian people to use whatsapp to stay connected with each others in the case of Telegram filtering.,0,
391703,Microsoft Outlook,karthick Ganesan,"May 13, 2019",3,Need improvement in IMAP accounts. Mail will not be in correct order whenever i login,1,
331655,Facebook,Udimbahadur Limbu,"April 27, 2019",5,It's really exciting to recollect friends of far & near.,0,
38934,WhatsApp Messenger,Shree Adhav,"April 5, 2019",3,very bad video call service,1,
516920,Snapchat,Chirag Arora,"February 18, 2019",1,Poor Country so poor Ratings. But Our country have new filter for CEO nd tht filter is MIDDLE FINGER 💦,1,
426666,Messenger – Text and Video Chat for Free,,"March 18, 2019",5,a$3wet repair the damage is a 3343,0,
234034,Facebook,Dan Brinkley,"May 4, 2019",1,"extremely biased. hates conservative viewpoints. far left leaning, and supports sharia law",0,
89960,Snapchat,Jumnije Tale,"April 18, 2019",1,this is the worst app why because if my phone is rooted this app doesn't not let me log in 😑😑,1,
308217,Facebook,Ria Elisa Cornico,"March 24, 2019",1,who said i want an upgrade? the app isnt useful anymore..it keeps on rolling rhe whole time.. i want to downgrade..,1,
324999,Facebook,,"March 8, 2019",5,top of the line,0,
155615,Snapchat,Frankie Waites,"March 2, 2019",5,I may need a Snapchat intervention!,0,
