index,Unnamed: 0,id,appTitle,userName,date,score,text,original_text,Bug_report,comment,margins
70217,72656,147345,Snapchat,Nick Purcell,"March 13, 2019",4,new update for android has helped performance a significant amount from typing to camera integration,New update for Android has helped performance a significant amount from typing to camera integration,0,"['new', 'update', 'android', 'help', 'performance', 'significant', 'amount', 'type', 'camera', 'integration']",0.000262304131493
150537,156034,95996,Snapchat,A Google User,"April 11, 2019",4,i love it i can talk to all my friend i recommend this to anyone i just think snap map should be able to be used on any phone can you fix that,i love it i can talk to all my freinds i reccomend this to anyone 💜👍👍👍I just think snap map should be able to be used on any phone can you fix that,1,"['love', 'talk', 'friend', 'recommend', 'anyone', 'think', 'snap', 'map', 'able', 'use', 'phone', 'fix']",0.000266053494125
48953,50687,419305,Messenger – Text and Video Chat for Free,Kelly Hanson,"March 21, 2019",1,have you ever had a conversation then the next day find an ad on face-on for the very same thing you had a conversation about it is a miracle right no this application is listening to and recording everything you say this application is worse than the phone company declaration that a conversation is being recorded for quality assurance court,"Have you ever had a conversation, then the next day find an ad on Facebook for the VERY same thing you had a conversation about? It's a miracle, right? Nah. This app is listening to and recording everything you say. It's worse than the phone companies' declaration that a conversation is being recorded for ""quality assurance"" (court).",0,"['have', 'ever', 'conversation', 'next', 'day', 'find', 'ad', 'face', 'thing', 'conversation', 'be', 'miracle', 'right', 'application', 'be', 'listen', 'record', 'everything', 'say', 'application', 'be', 'bad', 'phone', 'company', 'declaration', 'conversation', 'be', 'record', 'quality', 'assurance', 'court']",0.000301284120882
240556,249464,512265,Snapchat,Chahat Jagiya,"February 17, 2019",1,if there will option of giving no star i will give that because i email giving no star my phone has reset all my data recover except snap from snapshot giving no star did not reply me yet and how can pic can be deleted if you have saved in memory disjointed,if there will option of giving no star I will give that because I email them my phone has reset.. all my data recover except snaps from snapchat they didn't reply me yet.. and how can pics can be deleted if u have saved in memories... DISPPOINTED!!!!!!,1,"['option', 'give', 'star', 'give', 'email', 'give', 'star', 'phone', 'reset', 'datum', 'recover', 'snap', 'snapshot', 'give', 'star', 'do', 'not', 'reply', 'yet', 'pic', 'delete', 'have', 'save', 'memory', 'disjoint']",0.000304020575501
177754,184505,238166,Facebook,Anthony Rowe,"May 1, 2019",2,blinded by the new update layout,blinded by the new update layout,1,"['blind', 'new', 'update', 'layout']",0.000309546673106
12048,12597,312255,Facebook,rockstar gaming #24,"March 15, 2019",1,i am writing this a one star right now because i got a message saying that face-on is being deleted then open backed up tomorrow march th of saying that you will have to pay for face-on developer can you tell me is that true thank you and i appreciate it if you can and if it is a scam i will i will rate it is a scam back up to a five-star,I'm writing this as one star right now because I got a message saying that Facebook is being deleted then open backed up tomorrow March 16th of 2019 saying that you will have to pay for Facebook developer can you tell me is that true thank you and I appreciate it if you can and if it's a scam I'll I will rate it back up to a five-star,1,"['write', 'star', 'right', 'get', 'message', 'say', 'face', 'be', 'delete', 'open', 'back', 'tomorrow', 'say', 'have', 'pay', 'face', 'developer', 'tell', 'be', 'true', 'thank', 'appreciate', 'be', 'scam', 'rate', 'be', 'scam', 'back', 'five_star']",0.000315391636942
4385,4663,320367,Facebook,Lee Ling Boutique,"March 8, 2019",1,my right to fredomof speech are violated and my right to fredomof speech is pathetic that face-on defend muslim but aloud muslim to attack u and u suppose token u mouth shut pathetic,my right to freedom.of speech are violated and it's pathetic that Facebook defend Muslims but aloud Muslims to attack us and we suppose to.keep our mouth shut! pathetic!,0,"['right', 'fredomof', 'speech', 'violate', 'right', 'fredomof', 'speech', 'be', 'pathetic', 'face', 'defend', 'muslim', 'aloud', 'muslim', 'attack', 'suppose', 'token', 'mouth', 'shut', 'pathetic']",0.000316575563916
131967,136798,250349,Messenger – Text and Video Chat for Free,Lewnidas Gewrgiou,"April 19, 2019",3,pop ups switching can not exit video,"Pop ups glitching, can't exit video.",1,"['pop_up', 'switch', 'not', 'exit', 'video']",0.000336444224281
82753,85623,62171,WhatsApp Messenger,,"March 9, 2019",1,abe download key nh hot be,abe download keu nhi hota be 😠😠😠,0,"['download', 'key', 'hot']",0.000341554053126
145148,150441,86955,Snapchat,vinay kumar,"April 21, 2019",1,idiot bloody bugger,Idiot. Bloody bugger,0,"['idiot', 'bloody', 'bugger']",0.000372733229627
230752,239329,450638,Google Play Music,Vitte Into,"February 21, 2019",3,i have bought a subscription but service want me to buy track when i try to download only one track however a subscription allows me to download the whole album for free was a subscription made on purpose or i am just to stupid to get the sacred meaning of this innovative feature,I have bought a subscription but service wants me to buy tracks when I try to download only one track. However it allows me to download the whole album for free. Was it made on purpurse or I am just to stupid to get the sacred meaning of this innovative feature?,0,"['have', 'buy', 'subscription', 'service', 'want', 'buy', 'track', 'try', 'download', 'track', 'however', 'subscription', 'allow', 'download', 'whole', 'album', 'free', 'subscription', 'make', 'purpose', 'stupid', 'get', 'sacred', 'meaning', 'innovative', 'feature']",0.000377869626547
230380,238942,449313,Google Play Music,Max Shashkov,"February 21, 2019",3,i have bought a subscription but service want me to buy track when i try to download only one track however a subscription allows me to download the whole album for free was a subscription made on purpose or i am just to stupid to get the sacred meaning of this innovative feature,I have bought a subscription but service wants me to buy tracks when I try to download only one track. However it allows me to download the whole album for free. Was it made on purpurse or I am just to stupid to get the sacred meaning of this innovative feature?,0,"['have', 'buy', 'subscription', 'service', 'want', 'buy', 'track', 'try', 'download', 'track', 'however', 'subscription', 'allow', 'download', 'whole', 'album', 'free', 'subscription', 'make', 'purpose', 'stupid', 'get', 'sacred', 'meaning', 'innovative', 'feature']",0.000377869626547
10750,11241,310709,Facebook,Viễn Luân,"March 20, 2019",1,please wait a minute to set up the tv wait until half an hour v and then the session has expired v when it is fixed it will give star v,"Please wait a minute to set up the TV, wait until half an hour: v and then the session has expired: v when it is fixed, it will give 5 stars: v",0,"['wait', 'minute', 'set', 'tv', 'wait', 'half', 'hour', 'session_expire', 'be', 'fix', 'give', 'star']",0.000383483204954
67220,69539,143714,Snapchat,,"March 15, 2019",1,extremely admitting i do not recommend,extremely addicting i do not reccomend,0,"['extremely', 'admit', 'do', 'not', 'recommend']",0.000389978414348
214626,222652,198778,Snapchat,unique anderson,"May 30, 2019",1,i like it a little but it a nice application,i like it a little but its a nice app,0,"['little', 'nice', 'application']",0.000403793654852
214875,222909,199322,Snapchat,Ruben Espinoza,"May 25, 2019",4,i like it but at the same time i do not i had and account for about year and thing are changing that i do not really like and about this year it will not let me call or video chat my friend in this application,"I like it but at the same time I don't I had and account for about 3 years and things are changing that I don't really like, and about this year it won't let me call or video chat my friends in this app",0,"['time', 'do', 'not', 'account', 'year', 'thing', 'change', 'do', 'not', 'really', 'year', 'not', 'let', 'call', 'video', 'chat', 'friend', 'application']",0.000405692215371
101439,105121,334571,Facebook,A Google User,"April 27, 2019",2,please add the choice that let u to limit the past post by one click because i limit the past post by mistake thanks please do not ignore,"Please, add the choice that let us to "" unlimit the past posts "" by one click because I limit the past posts by mistake . Thanks.. Please, don't ignore..",0,"['add', 'choice', 'let', 'limit', 'past', 'post', 'click', 'limit', 'past', 'post', 'mistake', 'thank', 'do', 'not', 'ignore']",0.000406742241115
20998,21790,276561,Google,A Google User,"March 23, 2019",3,find quick answer explore your interest and stay up to date with discover the goole application keep you in the know about thing that matter to you find quick answer explore your interest and stay up to date with discover the more you use the goole application the better the get search and browse nearby shop and restaurant live sport score and schedule movie time cast and review video and image news stock information and more anything you find on the web get pers,"Find quick answers, explore your interests, and stay up to date with Discover. The Google app keeps you in the know about things that matter to you. Find quick answers, explore your interests, and stay up to date with Discover. The more you use the Google app, the better it gets. Search and browse: - Nearby shops and restaurants - Live sports scores and schedules - Movies times, casts, and reviews - Videos and images - News, stock information, and more - Anything you’d find on the web Get pers",0,"['find', 'quick', 'answer', 'explore', 'interest', 'stay', 'date', 'discover', 'goole', 'application', 'keep', 'know', 'thing', 'matter', 'find', 'quick', 'answer', 'explore', 'interest', 'stay', 'date', 'discover', 'use', 'goole', 'application', 'better', 'get', 'search', 'browse', 'nearby', 'shop', 'restaurant', 'live', 'sport', 'score', 'schedule', 'movie', 'time', 'cast', 'review', 'video', 'image', 'news', 'stock', 'information', 'anything', 'find', 'web', 'get', 'per']",0.000410229616245
23414,24278,284330,Google,,"March 23, 2019",3,find quick answer explore your interest and stay up to date with discover the goole application keep you in the know about thing that matter to you find quick answer explore your interest and stay up to date with discover the more you use the goole application the better the get search and browse nearby shop and restaurant live sport score and schedule movie time cast and review video and image news stock information and more anything you find on the web get pers,"Find quick answers, explore your interests, and stay up to date with Discover. The Google app keeps you in the know about things that matter to you. Find quick answers, explore your interests, and stay up to date with Discover. The more you use the Google app, the better it gets. Search and browse: - Nearby shops and restaurants - Live sports scores and schedules - Movies times, casts, and reviews - Videos and images - News, stock information, and more - Anything you’d find on the web Get pers",0,"['find', 'quick', 'answer', 'explore', 'interest', 'stay', 'date', 'discover', 'goole', 'application', 'keep', 'know', 'thing', 'matter', 'find', 'quick', 'answer', 'explore', 'interest', 'stay', 'date', 'discover', 'use', 'goole', 'application', 'better', 'get', 'search', 'browse', 'nearby', 'shop', 'restaurant', 'live', 'sport', 'score', 'schedule', 'movie', 'time', 'cast', 'review', 'video', 'image', 'news', 'stock', 'information', 'anything', 'find', 'web', 'get', 'per']",0.000410229616245
242328,251296,514672,Snapchat,Pandapoopie1,"February 22, 2019",1,i am using a goole pixel xl the phone has arguably the best camera every placed in a phone photo look amazing on instagam and terrible on snapshot fix this please doe apple pay wheal or something,I'm using a Google Pixel 3XL. The phone has arguably the best camera every placed in a phone. Photos look amazing on Instagam and terrible on Snapchat. Fix this please. Does Apple pay y'all or something?,1,"['use', 'goole', 'phone', 'arguably', 'good', 'camera', 'place', 'phone', 'photo', 'look', 'amazing', 'instagam', 'terrible', 'snapshot', 'fix', 'apple', 'pay', 'wheal', 'something']",0.000419842183874
33779,34935,170166,Maps - Navigate & Explore,Scott Mouat,"March 1, 2019",4,mostly good though on my s i can not see the start driving button when in landscape mode after selecting the destination display fine in portrait mode seems to be a recent issue for me,"Mostly good, though on my s8+ i can't see the ""start driving"" button when in landscape mode after selecting the destination. Displays fine in portrait mode. Seems to be a recent issue for me.",1,"['mostly', 'good', 'though', 'not', 'see', 'start', 'drive', 'button', 'landscape_mode', 'select', 'destination', 'display', 'fine', 'seem', 'recent', 'issue']",0.000428530301551
132693,137549,251493,Messenger – Text and Video Chat for Free,Gacha Treasure,"April 18, 2019",1,i love this application i can easily peacetime with my friend since we are far away edit star i faceted my friend again and it ended we call for no reason i am very disappointed,I love this app! I can easily facetime with my friends! Since we are far away edit: 1 star! I facetimed my friend again and it ended our calls for no reason! I AM VERY DISAPPOINTED!,1,"['love', 'application', 'easily', 'peacetime', 'friend', 'edit', 'star', 'facete', 'friend', 'end', 'call', 'reason', 'disappointed']",0.000433008419456
207006,214739,395837,Microsoft Outlook,Charry Rakhra,"May 4, 2019",4,attaching file from different source can be easier,attaching files from different sources can be easier.,0,"['attach', 'file', 'different', 'source', 'easy']",0.000433572715017
100665,104318,333601,Facebook,LaSasha SSR23,"April 24, 2019",3,hate all the unneeded update,Hate all the unneeded updates,0,"['hate', 'unneede', 'update']",0.000459337918275
200074,207636,174329,Messenger – Text and Video Chat for Free,11 Limbu,"May 31, 2019",1,how to remove messenger message,How to remove messenger message,0,"['remove', 'messenger', 'message']",0.00046015619952
181811,188697,558380,Google,GUJRATI GAMING,"May 9, 2019",1,i arnot getting goal play credit,im not geting ₹140 googal play creadit,0,"['arnot', 'get', 'goal', 'play_credit']",0.000469055423578
243159,252155,516041,Snapchat,Emma Herrero,"February 18, 2019",4,i love this application this application is great for taking picture but neatly the filter have been crashing,i love this app it is great for taking pictures but leatly the filters have been crashing.,1,"['love', 'application', 'application', 'be', 'great', 'take', 'picture', 'neatly', 'filter', 'have', 'be', 'crash']",0.000483298714186
11566,12092,311683,Facebook,Madhurya Mandit Saikia,"March 22, 2019",5,new update is not working on my network provider vodafone india,New update is not working on my network provider (vodafone india),0,"['new', 'update', 'be', 'not', 'work', 'network', 'provider', 'vodafone', 'india']",0.000488247524342
98424,101982,355182,Facebook,Madhurya Mandit Saikia,"April 6, 2019",5,new update is not working on my network provider vodafone india,New update is not working on my network provider (vodafone india),0,"['new', 'update', 'be', 'not', 'work', 'network', 'provider', 'vodafone', 'india']",0.000488247524342
48209,49897,417333,Messenger – Text and Video Chat for Free,A Google User,"March 30, 2019",4,nice i like it but i am not giving it star because i am still disappointed with video call quality,nice i like it but I am not giving it 5 star because i am still disappointed with videos calls quality,1,"['nice', 'not', 'give', 'star', 'still', 'disappointed', 'video', 'call', 'quality']",0.000495860930392
112805,116912,582251,Google Play Music,Joe Gates,"April 30, 2019",1,garbage goggle application rooted to block and remove from phone,garbage goggle app.. rooted to block and remove from phone.,0,"['garbage', 'goggle', 'application', 'root', 'block', 'remove', 'phone']",0.000497945446922
135450,140368,412366,Microsoft Outlook,Mark Montoya,"April 2, 2019",1,garbage the update removed all my other account,"GARBAGE, THE UPDATE REMOVED ALL MY OTHER ACCOUNT!!",1,"['garbage', 'update', 'remove', 'account']",0.000499461478932
196232,203670,184071,Messenger – Text and Video Chat for Free,Michael Parre,"May 13, 2019",3,my gallery keep getting full of emosi and sticker on file why,my gallery keeps getting full of emoji and stickers on files... Why?,1,"['gallery', 'keep', 'get', 'full', 'emosi', 'sticker', 'file']",0.000525697556242
103445,107217,340315,Facebook,Kim Kim,"April 18, 2019",1,why was i blocked from liking post without any form of notice,why was i blocked from liking post without any form of notice?,1,"['block', 'like', 'post', 'form', 'notice']",0.000540292235581
15885,16567,286389,Google,Mike Poole,"March 21, 2019",1,discover stopped working completely has been my goto news feed for over a year now it say no card to display,"Discover stopped working completely. Has been my go-to news feed for over a year now it says ""no cards to display"".",0,"['discover', 'stopped_working', 'completely', 'be', 'goto', 'news_feed', 'year', 'say', 'card', 'display']",0.000563638127242
13674,14288,314142,Facebook,Regina Kelley,"March 17, 2019",1,it disappeared for no reason any idea,"It disappeared for no reason, any ideas?",1,"['disappear', 'reason', 'idea']",0.000568063904676
133648,138530,408407,Microsoft Outlook,Christos Lightling,"April 18, 2019",5,work a advertised no issue,"Works as advertised, no issues.",0,"['work', 'advertise', 'issue']",0.000576655888138
237498,246324,507268,Snapchat,Edrin Molla,"February 17, 2019",4,its been year now since i started using snapshot last year i joined beta and now it seems like i allowing more feature than getting also when i try to get out of beta and alpha the application push another update inside the application and get me back to them besides that amazing application,Its been 2 years now since i started using snapchat. last year i joined beta and now it seems like im losing more features than getting. Also when I try to get out of beta and alpha the app pushes another update inside the app and gets me back to them. Besides that amazing app!,0,"['be', 'year', 'start', 'use', 'snapshot', 'last', 'year', 'join', 'beta', 'seem', 'allow', 'feature', 'get', 'also', 'try', 'get', 'beta', 'alpha', 'application', 'push', 'update', 'application', 'get', 'back', 'amazing', 'application']",0.000583047214165
13479,14091,313929,Facebook,mohd ahsan,"March 22, 2019",1,add are showing again n againplease block it,adds are showing again n again...please bLock it,0,"['add', 'show', 'againplease', 'block']",0.000590660940241
197138,204594,187101,Messenger – Text and Video Chat for Free,Qi Yan Liew,"May 8, 2019",1,star for requiring a separate application for face-on message,1 star for requiring a separate app for fb messages.,0,"['star', 'require', 'separate', 'application', 'face', 'message']",0.000615025717216
245540,254651,288,WhatsApp Messenger,Zhe Han Chan,"February 12, 2019",4,hi recently i can no longer send excel or word file on whatsit web but whatsit web will auto change to zip file after attaching whatsit web is this part of the update or any setting should i amend,Hi recently i can no longer send excel or word file on whatsapp web but it will auto change to zip file after attaching it. Is this part of the updates or any settings should i amend?,0,"['recently', 'longer', 'send', 'excel', 'word', 'file', 'web', 'web', 'auto', 'change', 'zip', 'file', 'attach', 'web', 'be', 'part', 'update', 'set', 'amend']",0.000623308385119
140161,145262,403854,Microsoft Outlook,Nitin Verma,"April 23, 2019",4,keep me updated and organized i like the application and use to use core,keeps me updated and organized. I like the app and use to its core,0,"['keep', 'update', 'organized', 'application', 'use', 'use', 'core']",0.000637625178422
110820,114844,484184,Google,smruti rekha panda,"April 20, 2019",1,this application is showing unwanted seductive thing which should not come you should suddenly ban this application this application is very much affecting the child those who are using their parent mobile for their entertainment so please kindly stop this application this application should be banned a soon a possible,"This application is showing unwanted seductive things which should not come, you should suddenly Ban it, it is very much affecting the children those who are using their parents mobile for their entertainment. So please kindly stop it. It should be banned as soon as possible.",0,"['application', 'be', 'show', 'unwanted', 'seductive', 'thing', 'not', 'come', 'suddenly', 'ban', 'application', 'application', 'be', 'much', 'affect', 'child', 'use', 'parent', 'mobile', 'entertainment', 'kindly', 'stop', 'application', 'application', 'ban', 'soon_possible']",0.00064454338552
165009,171123,21833,WhatsApp Messenger,Imo. saifi,"April 28, 2019",3,status should be met,status should be 1 mnt,0,"['status', 'meet']",0.000648665117114
63009,65188,154494,Snapchat,,"March 2, 2019",3,i like this application but something i do not like first application keep log out by him self,I like this app but something I don't like first:this app keep log out by him self :^| 👌👌👌👴👴👴,1,"['application', 'something', 'do', 'not', 'like', 'first', 'application', 'keep', 'log', 'self']",0.000652319806592
39353,40709,442355,Messenger – Text and Video Chat for Free,,"March 2, 2019",3,my day option is not visible in my id did a lot of installation and uninstalation did not help,My Day option is not visible in my ID. Did alot of installation and uninstallation. didn't Help,1,"['day', 'option', 'be', 'not', 'visible', 'would', 'do', 'lot', 'installation', 'uninstalation', 'do', 'not', 'help']",0.000652970315717
122649,127095,254594,Messenger – Text and Video Chat for Free,shido itsuka,"April 14, 2019",3,i can not find mayday on messenger,I can't find Myday on messenger,1,"['not', 'find', 'mayday', 'messenger']",0.000654836366058
20087,20862,297867,Google,Monjurul Islam,"March 5, 2019",3,it is vary important application store,It is varry important app store.,0,"['be', 'vary', 'important', 'application', 'store']",0.000704043774146
204910,212610,391762,Microsoft Outlook,Raghavan cool,"May 13, 2019",2,in application there is not any option for junk mail at desktop version junk version is there how to get that option in application,in app there is not any option for junk mail. at desktop version junk version is there. how to get that option in app,0,"['application', 'be', 'not', 'option', 'junk', 'mail', 'desktop', 'version', 'junk', 'version', 'be', 'get', 'option', 'application']",0.000713292792281
198165,205648,190595,Messenger – Text and Video Chat for Free,Fernando Mena,"May 8, 2019",1,message on face-on call video live in application open fernandomena angel aa karol grin mireyita lopez julia lara corona message to me on fernando angel aa karol grin rate this,MESSAGE ON FACEBOOK CALL VIDEOS LIVE IN APP OPEN FERNANDOMENA ANUEL AA KAROL G MIREYITA LOPEZ JULIA LARA CORONA MESSAGE TO ME ON FERNANDO ANUEL AA KAROL G RATE THIS,0,"['message', 'face', 'call', 'video', 'live', 'application', 'open', 'fernandomena', 'angel', 'karol', 'grin', 'lopez', 'julia', 'lara', 'corona', 'message', 'fernando', 'angel', 'karol', 'grin', 'rate']",0.000717855405013
146099,151421,88910,Snapchat,hrimandev singh,"April 15, 2019",4,still waiting for triple lens camerasuport for mate professional for better picture quality otherwise no issue,Still waiting for triple lens camerasupport for mate 20 pro for better picture quality. otherwise no issues,0,"['still', 'wait', 'triple', 'lens', 'camerasuport', 'mate_professional', 'well', 'picture', 'quality', 'otherwise', 'issue']",0.000723401668617
241169,250094,513164,Snapchat,Alexia Sewell,"February 28, 2019",3,i love this application but since the update i can not find the sticker that you could save or trophy the rest of the update seems really good apart from those two thing please in the update bring back the trophy and ability to save the sticker i would use those all the time cause of how cool the sticker looked and the sticker expanded your variety of choice,"I love this app. but since the update, I can't find the stickers that you could save or trophies. the rest of the update seems really good apart from those two things. please in the next update bring back the trophies and ability to save the stickers, I would use those all the time cause of how cool they looked and it expanded your variety of choice",1,"['love', 'application', 'update', 'not', 'find', 'sticker', 'could', 'save', 'trophy', 'rest', 'update', 'seem', 'really', 'good', 'apart', 'thing', 'update', 'bring_back', 'trophy', 'ability', 'save', 'sticker', 'would', 'use', 'time', 'cause', 'cool', 'sticker', 'look', 'sticker', 'expand', 'variety', 'choice']",0.000744380206886
