index,Unnamed: 0,id,appTitle,userName,date,score,text,original_text,Bug_report,comment,margins
81318,82306,53699,WhatsApp Messenger,,"March 22, 2019",4,we need next update on only share with for profile picture,we need next update on only share with for profile picture,0,"['need', 'next', 'update', 'share', 'profile', 'picture']",0.000172147175413
55787,56540,469791,Microsoft Outlook,Rohit Kumar,"March 12, 2019",3,please include basic functionality of bold italic underline while drafting new mail or editing existing,"Please include basic functionality of BOLD, ITALIC, UNDERLINE, while drafting new mail or editing existing.",0,"['include', 'basic_functionality', 'bold_italic', 'underline', 'draft', 'new', 'mail', 'edit', 'exist']",0.000173195201795
144567,146343,404988,Microsoft Outlook,Meme Jabateh,"April 16, 2019",3,it is very good the only issue i have is that it freeze a lot please work on that aspect,"It's very good, the only issue I have is that it freezes a lot. pls work on that aspect.",1,"['be', 'good', 'issue', 'have', 'be', 'freeze', 'lot', 'work', 'aspect']",0.000184494206643
176903,179230,225439,Facebook,jerrin mathew Mathew,"May 14, 2019",4,face-on not always face-on,FB not always fb,0,"['face', 'not', 'always', 'face']",0.00023338347011
244159,247174,508392,Snapchat,tareq alghamdi,"February 13, 2019",4,quality in phone better than other phone,quality in iPhone better than other phones,0,"['quality', 'phone', 'well', 'phone']",0.000352656732589
1698,1849,521624,Amazon Shopping,Becca Bickford,"March 1, 2019",4,this order got backed up from being delivered by day i usually receive this order by the first date but this one is late,"This order got backed up from being delivered by 3 days. I usually receive them by the first date, but this one is late..",0,"['order', 'get', 'back', 'deliver', 'day', 'usually', 'receive', 'order', 'first', 'date', 'one', 'be', 'late']",0.000411381823311
143982,145744,404359,Microsoft Outlook,Ravikrishna Chatti,"April 7, 2019",3,application is good but i have to frequently instal and deinstall accordingly a device status show not in compliance in between,App is good but I have to frequently uninstall and reinstall accordingly as device status shows not in compliance in between.,1,"['application', 'be', 'good', 'have', 'frequently', 'instal', 'deinstall', 'accordingly', 'device', 'status', 'show', 'not', 'compliance']",0.000429168353033
223394,226214,206263,Snapchat,Mother Mickelson,"May 21, 2019",3,well its snapshot,"Well, its Snapchat. 🤷🤷",0,"['well', 'snapshot']",0.000438626804314
179932,182275,234306,Facebook,Salamander StreamS,"May 6, 2019",4,recently i have not been able to comment on my own load my own load say that content has been removed by the unloaded but i never deleted my own load otherwise an amazing application also please bring back the feature where we could share an unload from a page in multiple group at once,"Recently I've not been able to comment on my own uploads. It says that content has been removed by the uploader, but i never deleted it. Otherwise, an amazing app. Also please bring back the feature where we could share an upload from a page in multiple groups at once.",1,"['recently', 'have', 'not', 'be', 'able', 'comment', 'load', 'load', 'say', 'content', 'be', 'remove', 'unload', 'never', 'delete', 'load', 'otherwise', 'amazing', 'application', 'also', 'bring_back', 'feature', 'could', 'share', 'unload', 'page', 'multiple', 'group']",0.000439928776505
251691,254802,444,WhatsApp Messenger,,"February 8, 2019",4,i can keep in contact with my family and it is clear of the time,I can keep in contact with my family and it's clear 85% of the time,0,"['keep', 'contact', 'family', 'be', 'clear', 'time']",0.000465267538824
181158,183508,235813,Facebook,Hector Ho,"May 3, 2019",3,i amusing android device in malaysia when can i finally able to use face-on dating function i have updated my aps to the latest update,"im using android device in Malaysia, when can i finally able to use Facebook Dating function?? i have uodated my apps to the latest updates.",0,"['amusing', 'android', 'device', 'malaysia', 'finally', 'able', 'use', 'face', 'date', 'function', 'have', 'update', 'ap', 'latest', 'update']",0.000493011220559
212818,215511,382906,Microsoft Outlook,Ernesto Cassavia,"May 31, 2019",4,the and mode miss some feature,The DND mode miss some features.,1,"['mode', 'miss', 'feature']",0.00053263855336
35549,36013,156405,Maps - Navigate & Explore,Mr. Moe,"March 26, 2019",3,when calculating eta please considerate of weather condition en route like fog etc which impact the result of eta during normal weather condition it would be beneficial for user a well who can schedule their trip,"When calculating ETA, please considerate of weather conditions en route like fog etc which impacts the resulta of ETA during normal weather conditions. It would be beneficial for users as well who can schedule their trip.",0,"['calculating', 'eta', 'considerate', 'weather', 'condition', 'route', 'fog', 'impact', 'result', 'eta', 'normal', 'weather', 'condition', 'would', 'beneficial', 'user', 'well', 'schedule', 'trip']",0.000556314521677
103251,104585,333950,Facebook,milagros carrasco,"April 30, 2019",3,no qu fear la animation de la reaction la interior ran major s,"noo qué feas las animaciones de las reacciones, las anteriores eran mejor :s",0,"['fear', 'animation', 'reaction', 'interior', 'run', 'major']",0.000579874995588
189316,191758,455547,Google Play Music,Sandeep Kumar,"May 14, 2019",3,dor ccc dr d cv aaa be to,dor ccc Dr d çcccv aaa be to,0,"['dor', 'ccc', 'cv', 'aaa']",0.000589434923721
43423,44001,424674,Messenger – Text and Video Chat for Free,,"March 20, 2019",4,messenger is great most of the time messenger work quite well except when i come to sending and receiving picture sending and receiving picture come out very blurry and that should be fixed,"Messenger is great, most of the times it works quite well. except when I comes to sending and receiving pictures. they come out very blurry😐 and that should be fixed",1,"['messenger', 'be', 'great', 'time', 'messenger', 'work', 'quite', 'well', 'come', 'send', 'receive', 'picture', 'send', 'receive', 'picture', 'come', 'blurry', 'fix']",0.000615277141427
224528,227355,476165,WeChat,David Machov,"May 15, 2019",3,work great a a chat application but let is face it you are probably only using what because you are talking to people in china or are visiting china and american what pay feel like some kind of sick joke it is practically a requirement to get around in china and it is pretty much impossible to access a a foreigner please accept other payment method besides chinese issued bank card and allow foreign card goole pay papal cash deposit in store crypt anything,"Works great as a chat app, but let's face it: you're probably only using wechat because you're talking to people in china or are visiting China, and American WeChat Pay feels like some kind of sick joke. It's practically a requirement to get around in China and it's pretty much impossible to access as a foreigner! Please accept other payment methods besides Chinese issued bank cards and allow foreign cards, Google pay, PayPal, cash deposits in stores, crypto, anything!",0,"['work', 'great', 'chat', 'application', 'let', 'be', 'face', 'probably', 'use', 'talk', 'people', 'china', 'visit', 'china', 'american', 'pay', 'feel', 'kind', 'sick', 'joke', 'be', 'practically', 'requirement', 'get', 'china', 'be', 'pretty', 'much', 'impossible', 'access', 'foreigner', 'accept', 'payment_method', 'chinese', 'issue', 'bank_card', 'allow', 'foreign', 'card', 'goole', 'pay', 'papal', 'cash', 'deposit', 'store', 'crypt', 'anything']",0.000680554137302
168742,170830,21470,WhatsApp Messenger,Sabah Al-Jenaby,"April 27, 2019",4,it is good till the last update which is limited forwarding only to friend before that was unlimited numberenow i have problem i cant send file more than friend think that whatsit fixed number of forwarding only till,"It is good till the last update which is limited forwarding only to 20 friends, before that was unlimited numbere.Now I have probleme, I ca'nt send files more than 5 friends.I think that WhatsApp fixed number of forwarding only till 5.",1,"['be', 'good', 'last', 'update', 'be', 'limit', 'forward', 'friend', 'unlimited', 'numberenow', 'have', 'problem', 'can', 'not', 'send', 'file', 'friend', 'think', 'fix', 'number', 'forward']",0.000688767053419
171146,173266,26788,WhatsApp Messenger,Vaseem G,"April 18, 2019",3,please add whatsit logo sticker sir agar me kiszko image send karma hu to wo day auto delete ho cati he please solution,"plz add whatsapp logo stickers, Sir agar me kisiko image send karta hu to wo 2day auto delete ho jati he plz solution",0,"['add', 'logo', 'sticker', 'sir', 'agar', 'kiszko', 'image', 'send', 'karma', 'hu', 'wo', 'day', 'auto', 'delete', 'solution']",0.000768988667555
176324,178649,223552,Facebook,Tabish Sayyed,"May 21, 2019",4,someone reported my account for no reason my account is disabled due to violation of rule and regulation i have never violated any of the rule i am unable to login pub a i logged pub with face-on account please get me my account back pub an humble request to the face-on team,someone reported my account for no reason ...... my account is disabled due to violation of rules and regulations ...... I've never violated any of the rules ..... I'm unable to login Pubg as I logged it with fb account ..... plz get me my account back .... its an humble request to the Facebook team 😥😥,0,"['someone', 'report', 'account', 'reason', 'account', 'be', 'disable', 'due', 'violation', 'rule', 'regulation', 'have', 'never', 'violate', 'rule', 'unable', 'login', 'pub', 'log', 'pub', 'face', 'account', 'get', 'account', 'back', 'pub', 'humble_request', 'face', 'team']",0.000772422171574
153223,155083,94693,Snapchat,jamie barr,"April 13, 2019",3,love this but it is no loading up anymore,love this but it's no loading up anymore,1,"['love', 'be', 'load', 'anymore']",0.000783999699361
102477,103805,333038,Facebook,Richard Roop,"April 29, 2019",3,i want to open my other account,I want to open my other account,0,"['want', 'open', 'account']",0.000784979304261
92830,93936,52134,WhatsApp Messenger,Raquel Cruz,"March 13, 2019",1,i have not been able to proud photo or video even when i have a perfect wife signal i have already restarted my phone uninstaled and installed whatsit and nothing,"I haven't been able to uploud photos or videos, even when I have a perfect wifi signal. I've already restarted my phone, uninstalled and re-installed whatsApp... and nothing :(",1,"['have', 'not', 'be', 'able', 'proud', 'photo', 'video', 'even', 'have', 'perfect', 'wife', 'signal', 'have', 'already', 'restart', 'phone', 'uninstale', 'instal', 'nothing']",0.000785738939136
152851,154709,93868,Snapchat,mohammed bader,"April 13, 2019",4,keep going with the update,keep going witht the updates,0,"['keep', 'go', 'update']",0.000788372463335
113940,115362,486095,Google,haziq luqman,"April 19, 2019",4,please notification for all web sex in my phone,pls unnotification for all web sex in my phone,0,"['notification', 'web', 'sex', 'phone']",0.000823355760298
228044,230901,119300,WhatsApp Messenger,muhammed sey,"May 3, 2019",4,extend the time to unload a video to minute instead of min,Extend the time to upload a video to 5 minutes instead of 2:50mins,0,"['extend', 'time', 'unload', 'video', 'minute', 'instead', 'min']",0.000848083177262
136074,137712,251707,Messenger – Text and Video Chat for Free,KUNU AMITAV,"April 18, 2019",3,everything is godot i think we should need deleting feature like whatsit,everything is good...bt i think we should need deleting features like Whatsapp.,0,"['everything', 'be', 'godot', 'think', 'need', 'deleting', 'feature']",0.000851608482301
225642,228476,478589,WeChat,taufiq tuhin,"May 20, 2019",3,it is so helpful to communicate,It's so helpful to communicate,0,"['be', 'helpful', 'communicate']",0.000886453538953
203231,205840,191094,Messenger – Text and Video Chat for Free,Justin Marc Vinluan,"May 6, 2019",3,its a great aplicationot gon na lie but since the latest update its got a bit buggy can not receive nor send text message the application freeze but not that oftenand its lag a lot come on facebokfix this,"Its a great app....not gonna lie. But since the latest update, it got a bit buggy. Can't receive nor send text messages, the app freezes, but not that often.....and it lags a lot. Come on Facebook.....fix this!",1,"['great', 'aplicationot', 'gon_na', 'lie', 'late', 'update', 'get', 'bit', 'buggy', 'not', 'receive', 'send', 'text', 'message', 'application', 'freeze', 'not', 'oftenand', 'lag', 'lot', 'come', 'facebokfix']",0.000889229010691
170891,173004,26498,WhatsApp Messenger,Eleh Reginald,"April 20, 2019",3,please could you make it possible to post a recorded audio a status update,please could you make it possible to post a recorded audio as status update?,0,"['could', 'make', 'possible', 'post', 'record', 'audio', 'status', 'update']",0.000899579416862
147183,148977,100299,Snapchat,Misty Ray,"April 4, 2019",4,my screen just has line going diagonal when i video chat someone,my screen just has lines going diagonal when I video chat someone,1,"['screen', 'line', 'go', 'diagonal', 'video', 'chat', 'someone']",0.000928611867013
93668,94786,53080,WhatsApp Messenger,Shadia Mawad,"March 19, 2019",3,ya he echo do copy de seguridad de los chat dice aparecer en my drive why al momento de install la application en otto dispositive apiece que no hay lingua copra,"Ya he hecho dos copias de seguridad de los chats, dice aparecer en my drive y al momento de instalar la app en otro dispositivo, aparece que no hay ninguna copia.",0,"['echo', 'do', 'copy', 'dice', 'aparecer', 'drive', 'application', 'otto', 'dispositive', 'apiece', 'que', 'hay', 'lingua', 'copra']",0.000985200188179
80325,81302,68002,WhatsApp Messenger,balaji sakthivel,"March 3, 2019",4,android whatsit finger print option missing,android WhatsApp fingar print options missing.,0,"['android', 'finger_print', 'option', 'miss']",0.001005161454859
43233,43803,424250,Messenger – Text and Video Chat for Free,,"March 24, 2019",4,the emosi are coming back to the old one,the emojis are coming back to the old one !!!!,0,"['emosi', 'come', 'back', 'old']",0.001012899525188
104909,106276,337211,Facebook,hamza ramzan lateef,"April 21, 2019",5,not responding not work please change the version,not responding not work plz change the version,1,"['not', 'respond', 'not', 'work', 'change', 'version']",0.001066208786845
249730,252804,517250,Snapchat,,"February 20, 2019",4,i can not download,i cant download,1,"['not', 'download']",0.001099161138908
82779,83790,56249,WhatsApp Messenger,Ummi Anas,"March 16, 2019",4,i can not download it,I cant download it 😔,1,"['not', 'download']",0.001099161138908
250013,253092,571349,WeChat,SBRN. IFF,"February 11, 2019",4,i can not download this,I can't download this,1,"['not', 'download']",0.001099161138908
92673,93776,51954,WhatsApp Messenger,Oshad N Kumarasinghe,"March 21, 2019",4,doe this application have a problem when this application been used on landscape on samsung galaxy galaxy s plus,does this app have a problem when its been used on landscape on Samsung Galaxy Galaxy s10 plus,1,"['doe', 'application', 'have', 'problem', 'application', 'be', 'use', 'landscape', 'samsung_galaxy', 'galaxy_plus']",0.00110178243232
124930,126425,252568,Messenger – Text and Video Chat for Free,A Google User,"April 14, 2019",4,i can not go to the dark model my emosi is are not updatedbut i have updated my messenger can i have a solution,i Can't go to the dark mode..also my emoji's are not updated..but i've updated my messenger.. can i have a solution 🙁,1,"['not', 'go', 'dark', 'model', 'emosi', 'be', 'not', 'updatedbut', 'have', 'update', 'messenger', 'have', 'solution']",0.00110793625968
161516,163452,29879,WhatsApp Messenger,hit movies or trending,"April 20, 2019",3,it is difficult to sent for more than people or group could you please increase the number,it is difficult to sent for more than 5 people or group. Could u pls increase the number,1,"['be', 'difficult', 'send', 'people', 'group', 'could', 'please', 'increase', 'number']",0.001110414367662
91917,93005,51063,WhatsApp Messenger,Sumit Gupta,"March 24, 2019",2,when i backup my mug and picture phone switch off so what to do i amusing nokia plus,when I backup my msgs and pictures....my phone switches off. So what to do?. Im using NOKIA 6.1 PLUS,1,"['backup', 'picture', 'phone', 'switch', 'do', 'amusing', 'nokia_plus']",0.001130324587134
117274,118713,585809,Google Play Music,Charles Curtiss,"April 17, 2019",4,for the last year i have been using the service i have enjoyed the service however since goole has been on a migrationcancelation crusade i fear my time with play is coming to a close not perfect but still a great service not a refined a specify or slacker thus it could have been a little cheaper to stay competitive,"For the last 3 years I've been using the service, I've enjoyed it however since Google has been on a migration/cancellation crusade I fear my time with Play is coming to a close. Not perfect but still a great service. Not as refined as Spotify or Slacker thus it could've been a little cheaper to stay competitive.",0,"['last', 'year', 'have', 'be', 'use', 'service', 'have', 'enjoy', 'service', 'however', 'goole', 'be', 'crusade', 'fear', 'time', 'play', 'be', 'come', 'close', 'not', 'perfect', 'still', 'great', 'service', 'not', 'refine', 'specify', 'slacker', 'thus', 'could', 'have', 'be', 'little', 'cheap', 'stay', 'competitive']",0.001143518552996
89908,90978,46532,WhatsApp Messenger,Petro Fourie,"March 28, 2019",4,why can not we putt n animation pic on we profile pic,Why can't we putt n animation pic on our profile pic??,0,"['not', 'putt', 'animation', 'pic', 'profile_pic']",0.00114626193012
57306,58073,473146,Microsoft Outlook,Steve B,"March 5, 2019",4,easy to use but do not like that when you mark a message read you have to check a message again to move a message or delete a message a message assumes you have finished with the email on the first action,"Easy to use, but don't like that when you mark a message ""read"" you have to check it ✅ again to move it or delete it. It assumes you've finished with the email on the first action.",0,"['easy', 'use', 'do', 'not', 'like', 'mark', 'message', 'read', 'have', 'check', 'message', 'move', 'message', 'delete', 'message', 'message', 'assume', 'have', 'finish', 'email', 'first', 'action']",0.001150660615018
244634,247655,509060,Snapchat,,"February 9, 2019",4,i love this application but i would like this application to act to the same with phone and android so please fix this,I love this app but I would like it to act to the same with iphones and androids. So plz fix this 💛👍,0,"['love', 'application', 'would', 'like', 'application', 'act', 'phone', 'android', 'fix']",0.00115212053823
86596,87637,64914,WhatsApp Messenger,Jai Kumar,"March 4, 2019",4,in group chat the info option is difficult to see change the info option a swipe left side the info message in chat fix the update in next time,In group chats the info option is difficult to see change the option as swipe left side the info message in chat fix the update in next time,0,"['group', 'chat', 'info', 'option', 'be', 'difficult', 'see', 'change', 'info', 'option', 'swipe_left', 'side', 'info', 'message', 'chat', 'fix', 'update', 'next', 'time']",0.001155367944252
140672,142363,399181,Microsoft Outlook,Jacob Burritt,"April 18, 2019",4,i can not stand the fact that outlook has not figured out how to swipe to the next email it make looking through email feel like it is the application is quick and look like it is but no easy way to go from one email to the next is ridiculous edited thanks for fixing this flaw,"I can't stand the fact that outlook hasn't figured out how to swipe to the next email. It makes looking through emails feel like it's 2007. The app is quick and looks like it's 2017, but no easy way to go from one email to the next is ridiculous. *edited - thanks for fixing this flaw!",0,"['not', 'stand', 'fact', 'outlook', 'not', 'figured', 'swipe', 'next', 'email', 'make', 'look', 'email', 'feel', 'be', 'application', 'be', 'quick', 'look', 'be', 'easy', 'way', 'go', 'email', 'next', 'be', 'ridiculous', 'edit', 'thank', 'fix', 'flaw']",0.001162708220538
143338,145087,403668,Microsoft Outlook,Rodders9969,"April 16, 2019",1,why is there now a limit of mb for sending file i will soon be looking for another email domain outlook used to be good but now you can not do sendopen receipt also spend le time with the gadget and get the gadget working a an email domain or i am gone,Why is there now a limit of 33mb for sending files?!! I will soon be looking for another email domain. Outlook used to be good but now you can't do send/open receipts also. Spend less time with the gadgets and get it working as an email domain or I'm gone!!#,1,"['be', 'limit', 'mb', 'send', 'file', 'soon', 'look', 'email', 'domain', 'outlook', 'use', 'good', 'not', 'do', 'sendopen', 'receipt', 'also', 'spend', 'time', 'gadget', 'get', 'gadget', 'work', 'email', 'domain', 'go']",0.001163994618936
213361,216060,383956,Microsoft Outlook,Drew Hales,"May 26, 2019",4,surprisingly decent but setting menu is not immediately obvious to navigate,Surprisingly decent but settings menu isn't immediately obvious to navigate,0,"['surprisingly', 'decent', 'setting', 'menu', 'be', 'not', 'immediately', 'obvious', 'navigate']",0.001220774492586
86500,87541,64802,WhatsApp Messenger,Raj Kumar,"March 9, 2019",4,did not use filter mode in camera,didn't use filter mode in camera,0,"['do', 'not', 'use', 'filter', 'mode', 'camera']",0.001226726493196
228259,231119,119551,WhatsApp Messenger,kuldeep Bijarniya,"May 6, 2019",3,add an option to pin the contact like we can pin the group please i am facing a big problem solve it a early a possible,add an option to pin the contact. like we can pin the groups... please i am facing a big problem solve it.. as early as possible...,0,"['add', 'option', 'pin', 'contact', 'pin', 'group', 'face', 'big', 'problem', 'solve', 'early', 'possible']",0.001251267659801
190416,192878,458465,Google Play Music,Shivprasad Barude,"May 4, 2019",3,there should be option for rename the song in list,There should be option for rename the song in list,0,"['option', 'rename', 'song', 'list']",0.001278300223568
198754,201332,176155,Messenger – Text and Video Chat for Free,sudip rajput,"May 26, 2019",3,need fast net other wise no working properly,need fast net other wise no working properly,0,"['need', 'fast', 'net', 'wise', 'working_properly']",0.001307341305615
164963,166961,38992,WhatsApp Messenger,Aisa Desh Hai Mera,"April 6, 2019",4,every thing is fine but i found that message is not sent to everyone from broadcast list,"every thing is fine , but i found that message is not sent to everyone from broadcast list...!!",1,"['thing', 'be', 'fine', 'find', 'message', 'be', 'not', 'send', 'everyone', 'broadcast_list']",0.00132715781889
250201,253282,571732,WeChat,Sue Yi,"February 3, 2019",4,why can not see the dropping emotion,why cant see the dropping emoticon,1,"['not', 'see', 'drop', 'emotion']",0.001333423186408
249248,252315,516319,Snapchat,,"February 19, 2019",4,very very slow on android need a better camera too,very very slow on Android needs a better camera too,1,"['slow', 'android', 'need', 'well', 'camera']",0.001339742466442
249365,252435,516539,Snapchat,Kuldeep Chandan,"February 18, 2019",1,mr ceo india is the country having second largest telecom user so please have some knowledge and say something if you think that india is poor than you are illiterate because you do not have knowledge that you can earn trillion only from indian stupid fellow i think we indian should boycott it like i am doing,Mr. Ceo. India is the country having second largest telecom users so please have some knowledge and say something. If you think that India is poor than you are illiterate. Because you don't have knowledge that you can earn trillions only from Indians. Stupid fellow. I think we Indians should boycott it like I am doing.,0,"['india', 'be', 'country', 'have', 'second', 'large', 'telecom', 'user', 'have', 'knowledge', 'say', 'something', 'think', 'india', 'be', 'poor', 'illiterate', 'do', 'not', 'have', 'knowledge', 'earn', 'indian', 'stupid', 'fellow', 'think', 'indian', 'boycott', 'do']",0.001349417248215
213924,216629,208703,Snapchat,Shivam Dhama,"May 13, 2019",3,it is cool snapshot eh,it's cool Snapchat eh,0,"['be', 'cool', 'snapshot']",0.001359540875856
15622,15929,303399,Facebook,Dennis Githongo,"March 30, 2019",4,of bug why hurt v fry,of bug y hurt v Friy,0,"['bug', 'hurt', 'fry']",0.001388192697481
138908,140572,412591,Microsoft Outlook,MC Ren,"April 6, 2019",3,application is great however new icon suck,"App is great, however new icon sucks :(",0,"['application', 'be', 'great', 'however', 'new', 'icon', 'suck']",0.001419885131001
163536,165512,34832,WhatsApp Messenger,Marc Duvall,"April 14, 2019",3,very reliable no more to say,very relyable no more to say,0,"['reliable', 'say']",0.001456045560063
57894,58669,474290,Microsoft Outlook,Chad Heese,"March 4, 2019",3,lack feature it is cool that m is building the application for android now but a an outlook user the application for android will not allow me to snooze an appointment the application for android also doe not sync to do list need more parity samsung is application used to this for me until my company turned on a feature in office that requires me to be in the usa to login to my email their application doe not work with a feature in office that requires me to be in the usa to login to my email now i am stuck with this application that is crippled hopefully their include more sync option in the future,"lacks features. it's cool that MS is building the app for Android now but as an Outlook user, this app will not allow me to snooze an appointment. it also doesn't sync to do list. needs more parity. Samsung's app used to this for me until my company turned on a feature in office 365 that requires me to be in the USA to login to my email. their app doesn't work with that feature, now I'm stuck with this app that is crippled. hopefully they include more sync options in the future.",0,"['lack', 'feature', 'be', 'cool', 'be', 'build', 'application', 'android', 'outlook', 'user', 'application', 'android', 'not', 'allow', 'snooze', 'appointment', 'application', 'android', 'also', 'doe', 'not', 'sync', 'do', 'list', 'need', 'parity', 'samsung', 'be', 'application', 'use', 'company', 'turn', 'feature', 'office', 'require', 'usa', 'login', 'email', 'application', 'doe', 'not', 'work', 'feature', 'office', 'require', 'usa', 'login', 'email', 'stick', 'application', 'be', 'cripple', 'hopefully', 'include', 'sync', 'option', 'future']",0.001456666542326
89643,90713,46057,WhatsApp Messenger,A Google User,"March 28, 2019",3,video call is so rule,video call is soooo dule,0,"['video', 'call', 'be', 'rule']",0.001458948951257
177662,179989,228320,Facebook,Jaime Jr. Javier,"May 14, 2019",5,sometimes slow to open,sometimes slow to open,1,"['sometimes', 'slow', 'open']",0.001463416258594
158589,160502,84319,Snapchat,Ruthann Hamilton,"April 26, 2019",3,snapshot was doing fine before but now when i go in to snapchatsnapchat just go on homescren,"snapchat was doing fine before but now when I go in to it,it just goes on homescreen",1,"['snapshot', 'do', 'fine', 'go', 'in', 'go', 'homescren']",0.001505203942866
51184,51880,461786,Microsoft Outlook,Brian Haines,"March 29, 2019",4,i love the application but absolutely hate the new icon logo updated on please change the application back,"I love the app, but absolutely hate the new icon logo updated on 3/29/19. Please change it back.",0,"['love', 'application', 'absolutely', 'hate', 'new', 'icon', 'logo', 'update', 'change', 'application', 'back']",0.001511234318014
33949,34393,169422,Maps - Navigate & Explore,Carlo Z,"March 2, 2019",3,why did you change the address copy feature previously you could press and hold the address of a place to automatically copy the address to paste the address into another application with the most recent update this feature no longer exists and not prompt to share the address into another application why do this when there is already a dedicated share button please revert back this feature and auto copy instead,"Why did you change the address copy feature? Previously, you could press and hold the address of a place to automatically copy the address to paste it into another application. With the most recent update, this feature no longer exists and not prompts to share the address into another app. why do this when there's already a dedicated share button. Please revert back this feature and auto copy instead.",0,"['do', 'change', 'address', 'copy', 'feature', 'previously', 'could', 'press', 'hold', 'address', 'place', 'automatically', 'copy', 'address', 'paste', 'address', 'application', 'recent', 'update', 'feature', 'longer', 'exist', 'not', 'prompt', 'share', 'address', 'application', 'do', 'be', 'already', 'dedicate', 'share', 'button', 'revert', 'feature', 'auto', 'copy', 'instead']",0.001548025555185
154305,156179,96250,Snapchat,Dionirka Tejada,"April 7, 2019",4,i have been trying to move picture from my camara roll to my eye only but it doe not even give me the option of my eye only,"I have been trying to move pictures from my Camara roll to my eyes only, but it doesn't even give me the option of my eyes only.",1,"['have', 'be', 'try', 'move', 'picture', 'camara', 'roll', 'eye', 'doe', 'not', 'even', 'give', 'option', 'eye']",0.00156842415415
13717,14009,313827,Facebook,,"March 19, 2019",4,stop sending requestsplease l have an account,stop sending requests...please l have an account,0,"['stop', 'send', 'requestsplease', 'have', 'account']",0.001576439109088
173000,175304,29076,WhatsApp Messenger,Priyanga Udhaya Baskaran,"April 14, 2019",4,facing problem in status after updating the application this time sound appears for the first status alone for the next status we need to load the nd one a first to get the volume,Facing problem in status after updating the App this time.. sound appears for the first Status alone for the next status we need to load the 2nd one as first to get the volume..,1,"['face', 'problem', 'status', 'update', 'application', 'time', 'sound', 'appear', 'first', 'status', 'alone', 'next', 'status', 'need', 'load', 'one', 'first', 'get', 'volume']",0.001580256729856
