index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
261457,243865,1,WeChat,,"['sign', 'unable', 'login', 'chat', 'block', 'account', 'system', 'think', 'amusing', 'plug', 'something', 'problem', 'be', 'want', 'make', 'problem', 'back', 'activate', 'need', 'find', 'people', 'recommendation', 'also', 'have', 'account', 'really', 'application', 'developer', 'not', 'police', 'find', 'person', 'activate', 'account', 'people', 'use', 'chat', 'indonesian', 'nobody', 'use', 'chat', 'around']",2019-02-14,571072,"after signup unable to login again and we chat just block my account because system think im using plugin or something like that, the problem is if you want to make it back activate . you need to find people recomendation around me who also have we chat account, really? you are an app developer not a police? and how can i find a person that can activate my account? just few people using we chat in indonesia.and nobody using we chat around me. ???",1,after sign unable to login again and we chat just block my account because system think i amusing plug-in or something like that the problem is if you want to make the problem back activate you need to find people recommendation around me who also have we chat account really you are an application developer not a police and how can i find a person that can activate my account just few people using we chat in indonesian nobody using we chat around me,Fikri Wildan Nugraha,,
261458,243866,1,WeChat,,"['bit', 'disappointed', 'late', 'update', 'husband', 'work', 'basement', 'hospital', 'husband', 'doe', 'not', 'have', 'cell', 'receptiononly', 'wife', 'recent', 'update', 'longer', 'receive', 'notification', 'someone', 'message', 'husband', 'rely', 'application', 'communication', 'day', 'not', 'know', 'someone', 'message', 'be', 'quite', 'inconvenient']",2019-02-04,571074,"I'm a bit disappointed with the latest update. my husband works in the basement of a hospital, so he does not have cell reception...only wifi. Since the most recent update, I no longer receive notifications when someone has messaged me. my husband and I rely on this app for communication during the day, so to not know when he has messaged me is quite inconvenient.",1,i am a bit disappointed with the latest update my husband work in the basement of a hospital so my husband doe not have cell receptiononly wife since the most recent update i no longer receive notification when someone has message me my husband and i rely on this application for communication during the day so to not know when someone has message me is quite inconvenient,Jessica w,,
261460,243868,1,WeChat,,"['good', 'application', 'recently', 'be', 'experience', 'big', 'issue', 'receive', 'notification', 'message', 'call', 'go', 'set', 'phone', 'application', 'work', 'hour', 'back', 'notification', 'basic', 'have', 'enter', 'application', 'refresh', 'application', 'content', 'opera', 'even', 'content', 'opera', 'call', 'need', 'solution', 'be', 'way', 'keep', 'contact', 'important', 'person', 'important', 'person', 'fail', 'reach']",2019-02-01,571076,"It.s a very good app. But recently i ve been experiencing a very big issue: I don t recieve any notification for messages or calls. I went through settings for both phone and app. they work for 1 hour than it s back to no notification. Basicly, i have to enter app and refresh it for the content to appera even if its just a call. I need a solution as this is the way I m keeping contact with important persons and they fail reaching out on me.",3,its a very good application but recently i ve been experiencing a very big issue i don t receive any notification for message or call i went through setting for both phone and application they work for hour than it s back to no notification basic i have to enter application and refresh application for the content to opera even if the content to opera just a call i need a solution a this is the way i m keeping contact with important person and important person fail reaching out on me,,,
261461,243869,1,WeChat,,"['be', 'network', 'issue', 'experience', 'application', 'open', 'be', 'message', 'network', 'unavailable', 'pop', 'top', 'second', 'disappear', 'be', 'cause', 'miss', 'message', 'notification', 'also', 'carry', 'phone', 'fix']",2019-02-04,571078,"there's a network issue that I am experiencing with this app only. when I open WeChat, there's a message ""Network Unavailable"" that pops up on top for about a second, then disappears. this is causing me to miss message notifications. also, it had carried over to my phone. please fix this!!!",2,there is a network issue that i am experiencing with this application only when i open what there is a message network unavailable that pop up on top for about a second then disappears this is causing me to miss message notification also this had carried over to my phone please fix this,Roberto S,,
261462,243870,1,WeChat,,"['not', 'work', 'new', 'be', 'bore', 'not', 'get', 'notification', 'even', 'someone', 'send', 'message', 'secondly', 'not', 'see', 'people_nearby', 'mostly', 'use', 'business', 'right', 'business', 'be', 'go', 'new', 'update', 'team', 'work', 'issue', 'issue', 'get', 'late', 'have', 'lose', 'much', 'money', 'start', 'use', 'year', 'rate', 'star', 'thank']",2019-02-13,571079,"Wechat not working like before, this new wechat is so boring. i cant get any notifications even when someone send me message, secondly i cant see people nearby. i mostly use wechat for business right now my business is going down because of this new update. wechat team pls work on this issue before it gets too late. i have lose so much money because of this. i started using wechat for the past eight years now. I rate 5 star for the previous wechat Thanks...",5,what not working like before this new what is so boring i can not get any notification even when someone send me message secondly i can not see people nearby i mostly use what for business right now my business is going down because of this new update what team please work on this issue before this issue get too late i have lose so much money because of this i started using what for the past eight year now i rate star for what thanks,,,
261464,243872,1,WeChat,,"['want', 'warn', 'people', 'be', 'really', 'sick', 'could', 'not', 'even', 'manage', 'get', 'account', 'week', 'account', 'get', 'block', 'day', 'registering', 'account', 'do', 'not', 'respond', 'mail', 'freeze', 'account', 'reason', 'get', 'annoy', 'much', 'be', 'really', 'tricky', 'application', 'do', 'not', 'waste', 'time', 'download', 'tricky', 'application']",2019-02-01,571081,"Hello, I just want to warn all people that WeChat is really sick. I couldn’t even manage to get an account for a week. My account got blocked 3 days after registering it. They don’t respond my mails, they freeze accounts without any reason and they are getting annoying, very much. WeChat is really tricky app. Don't waste your time downloading this app!!!!!!!",1,hello i just want to warn all people that what is really sick i couldnt even manage to get an account for a week an account got blocked day after registering an account they do not respond my mail they freeze account without any reason and they are getting annoying very much what is really tricky application do not waste your time downloading tricky application,Mohammed Awal Amadu,,
261467,243875,1,WeChat,,"['create', 'account', 'application', 'talk', 'friend', 'account', 'immediately', 'block', 'account', 'thinking', 'bot', 'be', 'good', 'way', 'recover', 'account', 'have', 'verify', 'account', 'time', 'be', 'probably', 'worst', 'implement', 'application', 'have', 'ever', 'use']",2019-02-16,571084,I created an account on this app to talk to my friend and it immediately blocked my account thinking I'm a bot. There is no good way to recover it I've verified it a million times. This is probably the worst implemented app I've ever used.,1,i created an account on this application to talk to my friend and an account immediately blocked my account thinking i am a bot there is no good way to recover an account i have verified an account a million time this is probably the worst implemented application i have ever used,Victoria Wheatley,,
261468,243876,1,WeChat,,"['verification', 'be', 'complicate', 'even_though', 'already', 'have', 'account', 'log', 'have', 'verify', 'friend', 'application', 'be', 'place', 'application', 'use', 'game', 'really', 'really', 'bad', 'hope', 'application', 'quickly']",2019-02-18,571085,"Verification is very complicated, even though you already have an account. But when logged in you have to verify through a friend who has the Wechat application. Hello, there is no one in my place who uses your application. I use this because of the game. Really really bad. Hope your application dies quickly 👎👎👎",1,verification is very complicated even though you already have an account but when logged in you have to verify through a friend who has the what application hello there is no one in my place who us the what application i use this because of the game really really bad hope the what application dy quickly,Muhammad Mafazi Asyraf R Fauza,,
261469,243877,1,WeChat,,"['video', 'moment', 'horrible', 'regardless', 'connect', 'wife', 'integrin', 'story', 'doe', 'not', 'work', 'well', 'usa', 'link', 'send', 'friend', 'do', 'not', 'open', 'seem', 'block', 'be', 'server', 'be', 'china', 'everything', 'be', 'screen']",2019-02-11,571087,"Videos on moments are horrible. Regardless if you are connected via WiFi or lte/4g. ""Stories"" doesn't work well in USA. Links sent by friends don't open. Seems to be blocked. it's like the server is in China and everything is screened...",1,video on moment are horrible regardless if you are connected via wife or integrin story doe not work well in usa link sent by friend do not open seems to be blocked it is like the server is in china and everything is screened,Kar-Wing Louie,,
261470,243878,1,WeChat,,"['new', 'vision', 'message', 'pop', 'notification', 'have', 'click', 'pop', 'message', 'keep', 'appear', 'network', 'error', 'feedback', 'chat', 'team', 'even', 'email', 'nobody', 'respond', 'reply', 'notification', 'new', 'update', 'still', 'do', 'not', 'fix', 'bug', 'keep', 'update', 'useless', 'thing']",2019-02-15,571086,Why your new visions 7.0.3 until now no msg pop up no notification have to click in then Will pop up msg.. Keep appearing NETWORK ERROR!!!!! Feedback to we chat team & even email NOBODY RESPOND? WHO CAN REPLY ME???? WHY NO NOTIFICATION? WHY NEW UPDATE STILL DIDN'T FIX THE BUGS? KEEP UPDATING USELESS THINGS,1,why your new vision until now no message pop up no notification have to click in then will pop up message keep appearing network error feedback to we chat team and even email nobody respond who can reply me why no notification why new update still did not fix the bug keep updating useless thing,,,
261471,243879,1,WeChat,,"['realise', 'be', 'not', 'have', 'issue', 'push_notification', 'have', 'keep', 'open', 'application', 'time', 'someone', 'call', 'doe', 'not', 'ring', 'send', 'miss', 'call', 'notification', 'later', 'fix', 'issue']",2019-02-09,571088,Just realised that i wasnt the only one having this issue - no push notifications any more and i have to keep opening this app all the time? If someone calls it doesn't ring and it sends out a miss call notificatin later on..... Please fix this issue!,1,just realised that i wasnt the only one having this issue no push notification any more and i have to keep opening this application all the time if someone call it doe not ring and it sends out a miss call notification later on please fix this issue,Iris Bai,,
261473,243881,1,WeChat,,"['wonder', 'not', 'find', 'option', 'change', 'notification', 'sound', 'really', 'anoyingjust', 'phone', 'hopefully', 'solve', 'next', 'come', 'update']",2019-02-11,571092,"Wonder why can't find any option to change notification sound! Really annoying,just like iPhone, hopefully will solve this in next coming update.",2,wonder why can not find any option to change notification sound really anoyingjust like phone hopefully will solve this in next coming update,cyk cyk,,
261474,243882,1,WeChat,,"['ever', 'try', 'log', 'account', 'block', 'do', 'not', 'know', 'hate', 'log', 'expire', 'thing', 'do', 'expire', 'password', 'enter', 'know', 'be', 'correct', 'ever', 'say', 'block', 'neh', 'tired', 'need', 'unblocked', 'term', 'condition', 'not', 'easy']",2019-02-10,571091,"when ever I'm trying to log in my account, I'm just blocked I don't know why. I hate your log in expiring things. why do it has to expire and the password that I enter I know is correct but you are ever saying blocked. neeh I'm tired, I need to unblocked it but the terms and conditions are not easy",1,when ever i am trying to log in my account i am just blocked i do not know why i hate your log in expiring thing why do it has to expire and the password that i enter i know is correct but you are ever saying blocked neh i am tired i need to unblocked it but the term and condition are not easy,Letisia Nikodemus,,
261475,243883,1,WeChat,,"['bad', 'application', 'good', 'application', 'good', 'application', 'become', 'bad', 'application', 'verification_process', 'would', 'give', 'even', 'have', 'verify', 'identity', 'friend', 'authorize', 'verification_process', 'account', 'block', 'lose', 'friend', 'important', 'file']",2019-02-17,571093,Worst app of 2019... Before WeChat was best app now it Became worst app due to the verification process. I would give u 0/100. Even I have verified my identity and my friend authorized me in New verification process and my account was blocked and lost all my friends and some important files.,1,worst application of before what was best application now what was best application became worst application due to the verification process i would give you even i have verified my identity and my friend authorized me in the verification process and my account was blocked and lost all my friend and some important file,Jawed R,,
261476,243884,1,WeChat,,"['not', 'receive', 'message', 'notification', 'open', 'application', 'open', 'application', 'say', 'network', 'unavailable', 'open', 'application', 'second', 'later', 'message', 'miss', 'video', 'call', 'miss', 'voice', 'call', 'come', 'be', 'point', 'application', 'never', 'answer', 'call', 'parent', 'be', 'overseas', 'have', 'check', 'do', 'not', 'disturb', 'notification', 'set', 'notification', 'fix', 'soon_possible', 'use', 'love', 'application', 'application', 'be', 'pain', 'fix', 'soon_possible']",2019-02-06,571095,I can't receive message or notification from WeChat! unless I open the app. and it will say network unavailable when I open app. few seconds later all the messages/ missed video calls /missed voice calls will come out. what is the point for this app! I can never answer calls from my parents who is overseas. I have checked all do not disturb or notification settings. all notifications are on. please please fix this asap. I used to love this app. now it's a pain! please fix asap!,1,i can not receive message or notification from what unless i open the application and i open the application will say network unavailable when i open application few second later all the message missed video call missed voice call will come out what is the point for this application i can never answer call from my parent who is overseas i have checked all do not disturb or notification setting all notification are on please please fix this a soon a possible i used to love this application now this application is a pain please fix a soon a possible,Yvette He,,
261477,243885,1,WeChat,,"['be', 'major_flaw', 'product', 'sync', 'phone', 'application', 'desktop', 'application', 'doe', 'not', 'work', 'delete', 'message', 'chat', 'place', 'happen', 'application', 'be', 'must', 'doe', 'much', 'well', 'job', 'sync']",2019-02-17,571096,"There is a major flaw in the product. The sync between the phone App and desktop app does not work. If one deletes messages or chats in one place, the same should happen in the synced app. This is a must. WhatsApp does a much better job of sync.",1,there is a major flaw in the product the sync between the phone application and desktop application doe not work if one deletes message or chat in one place the same should happen in the since application this is a must whatsit doe a much better job of sync,Jaideep Krishna,,
261480,243888,1,WeChat,,"['notification', 'not', 'work', 'need', 'keep', 'log', 'log', 'check', 'message', 'notification', 'do', 'not', 'pop', 'completely', 'close', 'reopen', 'application', 'also', 'open', 'application', 'keep', 'tell', 'network', 'be', 'unavailable', 'phone', 'doe', 'have', 'connection']",2019-02-05,571100,"Notifications are not working, I need to keep on logging out and logging in to check for messages, and they do not pop up unless u completely close and reopen the app. Also when you open the app it keeps on telling you that network is unavailable when your phone does have connections.",1,notification are not working i need to keep on logging out and logging in to check for message and notification do not pop up unless you completely close and reopen the application also when you open the application it keep on telling you that network is unavailable when your phone doe have connection,Tracy Cheung,,
261481,243889,1,WeChat,,"['recent', 'update', 'people_nearby', 'function', 'be', 'longer', 'work', 'see', 'other', 'other', 'not', 'see', 'try', 'instal', 'application', 'be', 'still', 'problem']",2019-02-08,571101,after the recent updates the People Nearby function is no longer working. I can see others but others cant see me. I tried reinstalling this app but it's still the same problem,1,after the recent update the people nearby function is no longer working i can see others but others can not see me i tried installing this application but it is still the same problem,Di Ng,,
261485,243893,1,WeChat,,"['garbage', 'application', 'not', 'activate', 'number', 'be', 'block', 'frozen', 'even', 'first', 'use', 'unable', 'fix', 'use', 'document', 'step', 'horrible', 'user', 'experience', 'right', 'start']",2019-02-09,571105,Garbage app. Can't activate and my number is blocked or frozen before even my first use. Was unable to fix using documented steps. Horrible user experience right from the start.,1,garbage application can not activate and my number is blocked or frozen before even my first use was unable to fix using documented step horrible user experience right from the start,Douglas Scharmann,,
261486,243894,1,WeChat,,"['shake', 'be', 'not', 'working_properly', 'get', 'chinese', 'contact', 'shake', 'believe', 'contactsit', 'not', 'option', 'set', 'get', 'real', 'contact', 'shakeplease', 'help']",2019-02-17,571106,shake is not working properly....am only getting chinese contacts in shake i believe n no other contacts.....its not like this before...is there any option in settings i can get real contacts in shake....pls help,1,shake is not working properly only getting chinese contact in shake i believe n no other contactsits not like this before there any option in setting i can get real contact in shakeplease help,Arun Kumar,,
261493,243901,1,WeChat,,"['bad', 'message', 'bottle', 'feature', 'be', 'disabled', 'bad', 'message', 'bottle', 'feature', 'great', 'way', 'make', 'friend', 'world', 'voice', 'call', 'video', 'call', 'do', 'not', 'work', 'be', 'use', 'application']",2019-02-11,571113,"Too bad the ""Message in a Bottle"" feature is now disabled. It was a great way to make friends from all over the world. Voice Calls and Video Calls don't work for me either. What's the use of this app",1,too bad the message in a bottle feature is now disabled too bad the message in a bottle feature was a great way to make friend from all over the world voice call and video call do not work for me either what is the use of this application,M S,,
261494,243902,1,WeChat,,"['goddamn', 'touch', 'notification', 'do', 'not', 'king', 'work', 'get', 'late', 'reply', 'be', 'absurdly', 'annoying', 'girlfriend', 'barely', 'even', 'communicate', 'application', 'fix', 'awful', 'developer', 'be']",2019-02-09,571114,THE GODDAMN TOUCH NOTIFICATIONS DONT F**KING WORK!! AND GETTING LATE REPLIES IS ABSURDLY ANNOYING!! ME AND MY GIRLFRIEND CAN BARELY EVEN COMMUNICATE WITH THIS APP!! FIX THIS YOU AWFUL DEVELOPER'S!!!!!,1,the goddamn touch notification do not king work and getting late reply is absurdly annoying me and my girlfriend can barely even communicate with this application fix this you awful developer is,Xzanion Star,,
261495,243903,1,WeChat,,"['have', 'not', 'use', 'application', 'month', 'would', 'like', 'use', 'communicate', 'client', 'account', 'lock', 'inactivity', 'ask', 'friend', 'help', 'verify', 'encountered', 'error', 'help']",2019-02-08,571115,Have not used this app for 6 months and now would like to use to communicate with my client but my account was locked due to inactivity. Asked my friends to help me verify but encountered error! help,1,have not used this application for month and now would like to use to communicate with my client but my account was locked due to inactivity asked my friend to help me verify but encountered error help,Victor Lo,,
261496,243904,1,WeChat,,"['have', 'problem', 'hebrew', 'language', 'setting', 'text', 'box', 'do', 'not', 'show', 'not', 'write', 'use', 'chat', 'advise', 'thank']",2019-02-06,571116,You have a problem with the Hebrow language settings. The text box Dosnt show and we can't write or use any chat. Please advise. Thanks.,1,you have a problem with the hebrew language setting the text box dont show and we can not write or use any chat please advise thanks,Sara Chitrik,,
261497,243905,1,WeChat,,"['be', 'good', 'aps', 'bad', 'problem', 'be', 'use', 'shake', 'find', 'people', 'china', 'plan', 'do', 'something']",2019-02-06,571118,"before this, wechat is the best apps.. but now wechat very bad.. the problem is when we use shake, why only found people from china?? what are you planning doing something like that??",1,before this what is the best aps but now what very bad the problem is when we use shake why only found people from china what are you planning doing something like that,Muhammad Fitri Idris,,
261499,243907,1,WeChat,,"['read', 'many', 'feedback', 'know', 'not', 'person', 'problem', 'use', 'year', 'never', 'problem', 'last', 'update', 'do', 'not', 'get', 'message', 'notification', 'message', 'delay', 'say', 'network', 'unavailable', 'even_though', 'internet', 'signal', 'be', 'pretty', 'good', 'ap', 'work', 'normally', 'fix', 'problem', 'get', 'impatient', 'not', 'get', 'notification', 'open', 'application', 'wait', 'second', 'get']",2019-02-06,571120,"after reading many of feedback I know I'm not the only person who has a problem. I'm using WeChat since 2 years and I never had a problem with it but after the last update, I dont get message notifications, my all messages are delayed and it says ""network unavailable"" even though my internet signal is pretty good and other apps working normally. please fix this problem because I'm getting impatient that I can't get any notifications until i open the app and wait for few seconds to get them.",1,after reading many of feedback i know i am not the only person who has a problem i am using what since year and i never had a problem with it but after the last update i do not get message notification my all message are delayed and it say network unavailable even though my internet signal is pretty good and other aps working normally please fix a problem with it because i am getting impatient that i can not get any notification until i open the application and wait for few second to get them,maryam aziz,,
261500,243908,1,WeChat,,"['synchronization', 'notification', 'be', 'not', 'working_properly', 'use', 'kiss', 'keep', 'everything', 'original', 'root', 'unlock', 'friend', 'send', 'message', 'minute_ago', 'even', 'be', 'notification', 'appear', 'have', 'reopen', 'receive', 'message', 'manually', 'fix']",2019-02-03,571121,"Synchronization of notifications is not working properly. I am using 5X and keep everything original, no root no unlock. Friends sent me messages few minutes ago or even one hour ago, there is no notifications appear. I have to reopen wechat to receive messages manually. Please fix it.",3,synchronization of notification is not working properly i am using kiss and keep everything original no root no unlock friend sent me message few minute ago or even one hour ago there is no notification appear i have to reopen what to receive message manually please fix what,Zhourui Wei,,
261501,243909,1,WeChat,,"['do', 'not', 'update', 'application', 'late', 'version', 'not', 'see', 'profile_pic', 'friend', 'something', 'wrong', 'fix']",2019-02-16,571122,"do not update the app... in the latest version, i cannot see the profile pics of myself and my friends... something very wrong... please fix it...",1,do not update the application in the latest version i can not see the profile pic of myself and my friend something very wrong please fix it,Anson Chua,,
261502,243910,1,WeChat,,"['help', 'download', 'not', 'see', 'people_nearby', 'see', 'people', 'see', 'chinese', 'people', 'not', 'see', 'people', 'around', 'do', 'fix', 'problem', 'help', 'instal', 'several', 'time', 'could', 'not', 'get', 'problem', 'seriously', 'help', 'thank', 'support']",2019-02-16,571124,"can you please help me ? i downloaded it and i can not see the people nearby, i see them but i see only chinese people and i can not see the people around me. What can i do to fix this problem please ? can you help me ? i reinstalled it several times but i could not gey the problem seriously. Please help me about this. Thanks for your support.",3,can you please help me i downloaded it and i can not see the people nearby i see the people but i see only chinese people and i can not see the people around me what can i do to fix this problem please can you help me i installed it several time but i could not get this problem seriously please help me about this thanks for your support,,,
261504,243912,1,WeChat,,"['late', 'update', 'be', 'worst', 'even', 'much', 'bad', 'be', 'response', 'many', 'complaint', 'notification', 'great', 'customer_service']",2019-02-16,571125,"This latest update is the worst, and even much worse that there is no any response from wechat for so many complaints about no notification for this v7.0.0. What a great customer service.",1,this latest update is the worst and even much worse that there is no any response from what for so many complaint about no notification for this v what a great customer service,Jason Wu,,
261505,243913,1,WeChat,,"['still', 'experience', 'delay', 'notification', 'notification', 'see', 'lot', 'people', 'lodge', 'complaint', 'issue', 'obviously', 'have', 'intention', 'solve', 'problem']",2019-02-13,571126,Am I the only one who're still experiencing the delay in notification or no notification at all? I saw a lot of peoples lodge a complaint about this issue but obviously wechat have no intention to solve the problem.,1,am i the only one who are still experiencing the delay in notification or no notification at all i saw a lot of people lodge a complaint about this issue but obviously what have no intention to solve the problem,Way K,,
261506,243914,1,WeChat,,"['be', 'month', 'could', 'not', 'use', 'people_nearby', 'management', 'seriously', 'useless', 'not', 'even', 'solve', 'prob', 'hell', 'ask', 'report', 'prob', 'not', 'solve']",2019-02-02,571127,"Well it's 3 month over i couldn't use people nearby! and management seriously useless, can't even solve my prob then why the hell asking us to report to u any prob in wechat if u can't solve??",1,well it is month over i could not use people nearby and management seriously useless can not even solve my prob then why the hell asking u to report to you any prob in what if you can not solve,ScOrpiO Lady,,
261507,243915,1,WeChat,,"['not', 'good', 'application', 'have', 'buy', 'new', 'fon', 'sim', 'not', 'open', 'chatstupid', 'rule', 'put', 'say', 'counsel', 'still', 'not', 'open', 'chatto', 'hell', 'application']",2019-02-16,571128,not good this app i have bought new fon and same sim kad and I can't open up my we chat.....stupid rules there put there say nounsen for security.....till now I still cannot open my we chat....go to hell for this app...,1,not good this application i have bought new fon and same sim had and i can not open up my we chatstupid rule there put there say counsel for securitytil now i still can not open my we chatto to hell for this application,Aya Wawa,,
261508,243916,1,WeChat,,"['lately', 'have', 'not', 'be', 'receive', 'mug', 'have', 'open', 'application', 'come', 'point', 'be', 'annoying', 'do', 'not', 'know', 'update', 'have', 'do', 'lately', 'application', 'be', 'bad']",2019-02-16,571129,"so here lately I have not been receiving my mssgs, I have to open the app and all my mssgs come through at that point. this is annoying. I don't know what updates you have done, but lately this app is the worst.",1,so here lately i have not been receiving my mug i have to open the application and all my mug come through at that point this is annoying i do not know what update you have done but lately the application is the worst,txrngr13,,
261510,243918,1,WeChat,,"['bad', 'stupid', 'design', 'android', 'feature', 'quick', 'reply', 'application', 'shortcut', 'use', 'much', 'memory', 'storage_space', 'battery', 'life', 'cloud', 'message', 'storage', 'backup', 'application', 'be', 'garbage']",2019-02-06,571131,So bad Stupid iOS design no Android features such as quick reply app and shortcut use too much memory storage space and battery life No cloud message storage and backups This app is garbage!,1,so bad stupid io design no android feature such a quick reply application and shortcut use too much memory storage space and battery life no cloud message storage and backup this application is garbage,Hue Huang,,
261511,243919,1,WeChat,,"['moment', 'account', 'do', 'not', 'update', 'day', 'already', 'whenever', 'want', 'send', 'message', 'message', 'always', 'remain', 'send', 'keep', 'check', 'update', 'application', 'update', 'application', 'use', 'use', 'application', 'year_ago', 'application', 'be', 'bad', 'application', 'really', 'upset']",2019-02-01,571132,"The moment in my WeChat account didn't update for 14 days already. Whenever I want to send a message through WeChat, it always remain sending. I kept on checking whether should I update this app but there are no updates for this app. I used to use this app a few years ago and now it is very worst, it really upsets me.",1,the moment in my what account did not update for day already whenever i want to send a message through what a message always remain sending i kept on checking whether should i update this application but there are no update for this application i used to use this application a few year ago and now this application is very worst this application really upset me,,,
261512,243920,1,WeChat,,"['click', 'change', 'notification', 'sound', 'not', 'change', 'notification', 'sound', 'happen', 'bad', 'update']",2019-02-06,571133,Where can I click to change the notification sound ? can't change wechat notification sound. what happen? bad updates,2,where can i click to change the notification sound can not change what notification sound what happen bad update,Miss Clumsy,,
261513,243921,1,WeChat,,"['be', 'get', 'bad', 'day', 'day', 'be', 'nobody', 'people_nearby', 'bottle', 'do', 'not', 'get', 'bottle', 'really', 'really', 'get', 'bad', 'day']",2019-02-05,571134,WeChat is getting worst day by day. there is nobody in people nearby. and in bottle i dont get any bottle. really really getting worst every day.,1,what is getting worst day by day there is nobody in people nearby and in bottle i do not get any bottle really really getting worst every day,Suru Kadam,,
