index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
173828,156236,1,WeChat,,"['not', 'see', 'nearby', 'fix', 'nearby']",2019-04-29,564290,they can't see me in nearby how to fix it,1,they can not see me in nearby how to fix nearby,Ina Ethel Cervales,,
173830,156238,1,WeChat,,"['instal', 'be', 'say', 'update']",2019-04-29,564296,am installing it and it's saying updating.,1,am installing it and it is saying updating,zin kazama,,
173831,156239,1,WeChat,,"['doe', 'work', 'turkish', 'language']",2019-04-29,564299,doesnt work with turkish language!!,1,doe work with turkish language,Levent Kayikci,,
173833,156241,1,WeChat,,"['not', 'use', 'people_nearby', 'account', 'not', 'find', 'nearby', 'also', 'send', 'greet', 'not', 'use']",2019-04-29,564304,i cant use my people nearby.. my 2 account cant found in nearby.. also sending greetings i cant use,1,i can not use my people nearby my account can not found in nearby also sending greeting i can not use,mia remorin,,
173834,156242,1,WeChat,,"['photo', 'not', 'send', 'properly', 'wait', 'several', 'minute', 'send', 'bad', 'experience']",2019-04-29,564306,photos are not sending properly. it waits several minutes for sending.. very worst experience.,1,photo are not sending properly it wait several minute for sending very worst experience,Petrol Rock,,
173836,156244,1,WeChat,,"['be', 'dull', 'application', 'take', 'many', 'time', 'log', 'sing']",2019-04-29,564309,this is a dull app. it take so many time to log in or sing in.,1,this is a dull application this take so many time to log in or sing in,Spidy at hunt,,
173841,156249,1,WeChat,,"['security', 'be', 'not', 'even', 'security', 'unblocked', 'strange', 'long', 'be', 'old', 'account', 'stupid', 'security', 'doe', 'not', 'even', 'let', 'unblock', 'even', 'real', 'owner', 'account']",2019-04-28,564315,"About Security, It is not even a security to be unblocked by strangers as long as it is six month old account , stupid security. Doesn't even let you unblock by your own even when you are the real owner of the account.",1,about security it is not even a security to be unblocked by stranger a long a it is six month old account stupid security doe not even let you unblock by your own even when you are the real owner of the account,A Google User,,
173842,156250,1,WeChat,,"['not', 'log', 'do', 'application', 'suck', 'not', 'log', 'protection']",2019-04-28,564319,cant log in did app sucks i cant log in now beacause of that protection,1,can not log in did application suck i can not log in now because of that protection,try to kill me,,
173843,156251,1,WeChat,,"['fake', 'application', 'do', 'not', 'download', 'application']",2019-04-28,564321,fake app. please don't download this app,1,fake application please do not download this application,NARCOTIC IS A DIRTY BUSINESS,,
173846,156254,1,WeChat,,"['not', 'work', 'wife', 'fix']",2019-04-21,564326,not working on WiFi. please fix.,1,not working on wife please fix,Sa O,,
173847,156255,1,WeChat,,"['uninstale', 'keep', 'get', 'text', 'message', 'give', 'code', 'get', 'back', 'in', 'application']",2019-04-21,564327,"after uninstalling, i keep getting text messages giving me codes to get back in to this app",1,after uninstaling i keep getting text message giving me code to get back in to this application,clinton williams,,
173850,156258,1,WeChat,,"['not', 'delete', 'status']",2019-04-21,564334,Why wechat now cannot delete status?,1,why what now can not delete status,Xiiaoyi8132 xiiaoyi8132,,
173851,156259,1,WeChat,,"['people', 'not', 'see', 'people_nearby', 'fix']",2019-04-21,564336,why people cannot see me at people nearby ? please fix it,1,why people can not see me at people nearby please fix it,KING LULU,,
173853,156261,1,WeChat,,"['doe', 'not', 'allow', 'multiple', 'mobile', 'device', 'online', 'time', 'even', 'phone', 'tablet']",2019-04-21,564337,"Doesn't allow multiple mobile devices to be online at the same time, even if they are a phone and a tablet.",1,doe not allow multiple mobile device to be online at the same time even if they are a phone and a tablet,Doris L. Clark,,
173855,156263,1,WeChat,,"['unfortunately', 'not', 'log', 'try', 'many', 'time', 'log', 'always', 'fail', 'even', 'not', 'retrieve', 'password', 'enter', 'system', 'have', 'write', 'message', 'team', 'team', 'do', 'not', 'try', 'respond']",2019-04-21,564340,Unfortunately I cannot log in on the wechat. I tried many times to log in but I always failed with it. Can even not retrieve my password for entering the system. I have written a message to wechat team but they don't try to respond to me either.,3,unfortunately i can not log in on the what i tried many time to log in but i always failed with it can even not retrieve my password for entering the system i have written a message to what team but what team do not try to respond to me either,Olga Mukhina,,
173856,156264,1,WeChat,,"['harass', 'application', 'old', 'phone', 'night', 'around', 'get', 'text', 'do', 'not', 'stop', 'come', 'different', 'number', 'time', 'reply', 'stop', 'keep', 'come', 'would', 'stay', 'clear']",2019-04-21,564342,harassing. this app was on old phone... but now every night around 2am I get text from we chat and the do not stop. The come from different numbers every time and when replying stop they keep coming. I would stay clear.,1,harassing this application was on old phone but now every night around am i get text from we chat and the do not stop the come from different number every time and when replying stop they keep coming i would stay clear,Logan Onstad,,
173857,156265,1,WeChat,,"['not', 'log', 'sign', 'new', 'acounthey', 'demand', 'unusual', 'thing', 'security', 'purpose']",2019-04-21,564344,i can't log in & signed up for new account..they demand unusual things for security purposes!,1,i can not log in and signed up for new acounthey demand unusual thing for security purpose,Mohammed Mohi,,
173859,156267,1,WeChat,,"['ever', 'download', 'application', 'do', 'not', 'receive', 'greeting', 'message']",2019-04-21,564354,Ever since downloaded this app I dont recive any greeting nor messages.,1,ever since downloaded this application i do not receive any greeting nor message,Pinky Mofane,,
173860,156268,1,WeChat,,"['bad', 'hate', 'time', 'try', 'lose', 'make', 'story', 'ask', 'make', 'person', 'register', 'well']",2019-04-21,564355,"Very bad, hate it... Every time try loging in, it makes up a story and asks me to make another person register as well",1,very bad hate it every time try losing in it make up a story and asks me to make another person register a well,Safe Hasan,,
173861,156269,1,WeChat,,"['make', 'bug', 'fix', 'samsung_galaxy', 'mine', 'open', 'picture', 'chat', 'get', 'lie', 'try', 'zoom', 'bug', 'fix', 'samsung_galaxy', 'mine', 'open', 'picture', 'also', 'open', 'pic', 'gallery', 'bug', 'fix', 'samsung_galaxy', 'mine', 'open', 'picture', 'chat', 'come', 'picture', 'do', 'not', 'press', 'make', 'update', 'fix', 'bug', 'soon_possible', 'thank']",2019-04-21,564358,Pls make a bug fix for the Samsung Galaxy S10+ for mine when i open picture in chat will will get laggy when i try to zoom into it n also when i open the pic galery inside the chat it will come out another picture that i did not press. Pls make an update to fix this bug ASAP thx,4,please make a bug fix for the samsung galaxy s for mine when i open picture in chat will will get lay when i try to zoom into a bug fix for the samsung galaxy s for mine when i open picture in chat n also when i open the pic gallery inside the chat a bug fix for the samsung galaxy s for mine when i open picture in chat will come out another picture that i did not press please make an update to fix this bug a soon a possible thanks,Adrian Choong,,
173863,156271,1,WeChat,,"['dint', 'even', 'show', 'notification', 'receive', 'message']",2019-04-23,564366,Didnt even show notifications when receive msg,1,dint even show notification when receive message,A Google User,,
173864,156272,1,WeChat,,"['much', 'bad', 'application', 'friend', 'help', 'register', 'much', 'bad', 'application', 'doe', 'not', 'accept', 'security', 'check', 'much', 'dissatisfied', 'urge', 'everyone', 'not', 'install', 'much', 'bad', 'application']",2019-04-23,564367,Sooooo much bad app My friend help me to register but this app doesn't accept any sercurity check soo much dissatisfied i urge everyone not to install this app,1,so much bad application my friend help me to register but so much bad application doe not accept any security check so much dissatisfied i urge everyone not to install so much bad application,Jawad Ahmad,,
173866,156274,1,WeChat,,"['login', 'problem', 'find', 'fix', 'soon_possible']",2019-04-23,564372,login problem found.. Fix this asap..,1,login problem found fix this a soon a possible,hasan joy,,
173869,156277,1,WeChat,,"['waste', 'application', 'do', 'not', 'load']",2019-04-23,564376,waste app don't down load,1,waste application do not down load,kr kumar,,
173871,156279,1,WeChat,,"['difficult', 'sign', 'sign', 'everything', 'complicate', 'try', 'use', 'different', 'luck']",2019-04-23,564379,"difficult to sign in, sign up, everything. too complicated. tried using 3 different no., no luck.",1,difficult to sign in sign up everything too complicated tried using different no no luck,Random Me,,
173877,156285,1,WeChat,,"['have', 'problem', 'login']",2019-04-22,564394,but I'm having a problem of LOGIN,3,but i am having a problem of login,ibrahim galadanchi,,
173878,156286,1,WeChat,,"['not', 'see', 'people_nearby', 'almost', 'month', 'not', 'send', 'request', 'people_nearby', 'someone', 'explain', 's', 'happen']",2019-04-22,564396,cant see me in people nearby almost 3 months .. and cant send a request to them can someone explain about whats happening,1,can not see me in people nearby almost month and can not send a request to people nearby can someone explain about whats happening,Kylie Beautiful Angel,,
173879,156287,1,WeChat,,"['be', 'good', 'do', 'not', 'download', 'block', 'number', 'sign', 'use', 'application']",2019-04-22,564397,This wechat is up to no good please don't download it it will block your number if you sign up to use the app,1,this what is up to no good please do not download this what this what will block your number if you sign up to use the application,Abigail Venter,,
173886,156294,1,WeChat,,"['constantly', 'sing', 'step', 'background', 'even', 'plain', 'disabled', 'poor', 'photo', 'quality', 'moment', 'android', 'phone', 'edit', 'be', 'try', 'skip', 'goole', 'play_store', 'update', 'stop', 'shady', 'thing']",2019-04-25,564416,Constantly syncing steps in the background even with all plug-ins disabled. Poor photo quality in moments from Android phones. Edit: Now it's trying to skip Google play store and update to 7.04 by itself. Stop those shady things!,1,constantly singing step in the background even with all plain disabled poor photo quality in moment from android phone edit now it is trying to skip goole play store and update to by it stop those shady thing,Dayu Zhang,,
173892,156300,1,WeChat,,"['instal', 'phone', 'start', 'freeze', 'couple', 'second', 'minute', 'uninstale', 'problem', 'be', 'go', 'problem', 'be', 'clearly', 'application', 'cause', 'application', 'need', 'get', 'touch', 'person', 'do', 'not', 'want', 'chinese', 'spare', 'phone', 'privacy', 'be', 'important', 'do', 'not', 'ever', 'download', 'spare', 'android']",2019-04-25,564428,"after installing my phone started to freeze for couple of seconds every few minutes. after uninstalling the problem is gone, so it is clearly this app was causing it. just needed to get in touch with one person, but I don't want chinese spyware on my phone.. if privavy is important for you, do not ever download this spyware for android please",1,after installing my phone started to freeze for couple of second every few minute after uninstaling the problem is gone so the problem is clearly this application was causing this application just needed to get in touch with one person but i do not want chinese spare on my phone if privacy is important for you do not ever download this spare for android please,Bálint Szabó,,
173893,156301,1,WeChat,,"['application', 'think', 'application', 'upgrade', 'application', 'doe', 'not', 'show', 'someone', 'be', 'online', 'online', 'message', 'read', 'give', 'application', 'star']",2019-04-25,564429,I like the app but I think it should be upgraded because it doesn't show when someone is online or offline and when your messages are read..So am giving it three star,3,i like the application but i think the application should be upgraded because the application doe not show when someone is online or online and when your message are read am giving the application three star,Ajumebor Hillary,,
