tweet-id,timestamp,likes,replies,retweets,Bug_report,text
1.11856157719042e+18,2019-04-17 17:07:16,1,2,0,,i think the main thing i learned in the last few year is not to hang out with people who use snapshot other lesson
1.11854772457038e+18,2019-04-17 16:12:13,0,2,0,,scroll to the bottom where it asks need help with something else click yes a text box will open for you to enter detail of the issue hope this help
1.11854586307121e+18,2019-04-17 16:04:49,0,0,0,,bug report for you not a programmer no idea what could be causing it or how to fix it but snapshot seems to be the center of most of my crash on uncover no tweak installed affecting snap but of my crash happen when randomly sending a snap or opening a story
1.11854562663831e+18,2019-04-17 16:03:53,0,1,0,,none of these link direct me to report the issue the issue just s bunch of multiple choice can someone just email me so i can make a report thank you
1.11854475417267e+18,2019-04-17 16:00:25,0,0,0,,hey there there are a few reason your account could be locked learn more here url team snapshot is unable to unlock your account during this time if you are seeing an generic login error message check out this link url
1.11852608446138e+18,2019-04-17 14:46:14,2835,71,101,,i would not be doing this if i had done something to provoke his action but remember that guy who broke the barstow mic his snapshot is seanparanihi a couple dick pic never hurt a homophobia right grudgedonurl
1.11851564179801e+18,2019-04-17 14:04:44,0,1,0,,atuser made a private story and selected friend who are allowed to view atuser my private story is then viewed by other snapchater so who is this other snapchater that viewed my private story is this a bug is this a privacy and/or security breach
1.1185147803425e+18,2019-04-17 14:01:19,2,1,0,,at first i thought it was a filter of snapshot what the fuck i feel so bad now i did not want to
1.11851034460597e+18,2019-04-17 13:43:41,2,0,0,,surprisingly snapshot growth has halted check out how the messenger plan to tackle the messenger revenue problem url atlantis snapshot application information-technology
1.11851013801968e+18,2019-04-17 13:42:52,2,1,0,,i woke up in a bad fucking mood today and this bitch has the audacity to just snapshot me all normal like this bitch doe leave me on seen every fucking day
1.11850960949112e+18,2019-04-17 13:40:46,1,0,0,,conor like to use this snapshot filter because it turn conor into a bad bitch url
1.11850729187409e+18,2019-04-17 13:31:33,6,2,0,,got broken up with once over snapshot at pm the night before we were supposed to go on a flight to miami to meet my parent
1.11849852558154e+18,2019-04-17 12:56:43,1,0,0,,have you seen the autism awareness month filterstickerthing on snapshot people have been using it a a joke to say people friend are autistic it actually horrible
1.11849431689533e+18,2019-04-17 12:40:00,0,0,0,,hey there are a few reason your account could be locked learn more here url team snapshot is unable to unlock your account during this time if you are seeing an generic login error message check out this link url
1.1184906577929e+18,2019-04-17 12:25:28,0,1,0,,hi there thanks for reaching out well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11848585213973e+18,2019-04-17 12:06:22,1,1,0,,try this url my snapshot is not working other at the bottom of the form select yes you will then be given an opportunity to provide more information about the issue you are experiencing to send in to our team
1.11848564226521e+18,2019-04-17 12:05:32,0,1,0,,atuser hi i think i accidentally reported hit flag my son story was trying to pause video by holding the video got smaller screen and i though hit flag my son story was to save like email but i it was a mom user error can you help to make sure he not flagged for nothing
1.11848116342794e+18,2019-04-17 11:47:44,0,0,1,,snapshot update is just to bad
1.1184785506239e+18,2019-04-17 11:37:21,1,1,0,,i mean heck i got snapshot in the first place to make a streak with my thengirlfriend and only just decided to stop it today six month after we broke up we are on okay term but i have decided i do not need to see what my ex is up to every day for some reason call me selfish
1.11847756240401e+18,2019-04-17 11:33:25,0,1,0,,real process to sobriety and because of that i masking for a separation all of that make me the bad guy just because i had a moment of mental weakness and vented on snapshot that at this point a divorce would be best and a divorce sister in law run to make sure a divorce okay without
1.11846801812265e+18,2019-04-17 10:55:30,0,0,0,,atuser you might need to fix your application
1.11846755455565e+18,2019-04-17 10:53:39,0,2,0,,the pic quality taken with snapshot camera in phone x max is so trash like what the fuck apple or snapshot you guy need to fix this shit atuser atuser atuser atuser phone iphonexsmax snapchatfixthishit apple
1.11846310453332e+18,2019-04-17 10:35:58,0,0,0,,head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11846179737423e+18,2019-04-17 10:30:47,1,1,0,,how bad of a mistake was that i have not used snapshot in age but i kind of want to get back on it because it is random a fuck
1.1184576506799e+18,2019-04-17 10:14:18,0,1,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11845692392024e+18,2019-04-17 10:11:25,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11845691011681e+18,2019-04-17 10:11:21,0,1,0,,atuser atuser how in the hell you put a critical communication icon next to the exit icon thats a very bad interface design some of people now make accident call when some of people exit url
1.11845546626532e+18,2019-04-17 10:05:37,1,1,0,,yo imagine atuser your tour wave check made it to snapshot story no such thing a bad publicity
1.11845488488032e+18,2019-04-17 10:03:19,0,1,0,,atuser are ya ever going to fix so that i can watch the story where i stopped and not have to watch from the beginning
1.11844995427038e+18,2019-04-17 09:43:43,0,0,0,,so i finally decided to be a bad bitch and remove a bitch on snapshot who pissed me off so much only to find out a bitch removed me first like what the actual fuck url
1.11844822836462e+18,2019-04-17 09:36:52,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11844739186948e+18,2019-04-17 09:33:32,0,1,0,,its bad mine use to be fine and then its bad mine updated its and now i can not use its its so zoomed in on my face i can not even fit people in the frame
1.11844332786986e+18,2019-04-17 09:17:23,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.118441451162e+18,2019-04-17 09:09:56,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.1184352611326e+18,2019-04-17 08:45:20,6,2,0,,too many people seem to be hating on it tina bad b nh tha did not have the pretentiousness of instal or the toxicity of face-on just denis indulging in unadulterated and often funny self expression bake immoral content instal snapshot etc pr koi km hai ya url
1.11842861238503e+18,2019-04-17 08:18:55,0,1,0,,atuser i can no longer access my snapshot trophy case what can i do to fix this url
1.11842433400201e+18,2019-04-17 08:01:55,0,1,0,,fired by who when the employer are into this kindly stay away when the elder are misusing important matter affecting the societytake this joke to face-on and snapshot
1.11841644478875e+18,2019-04-17 07:30:34,2,1,0,,you know its becoming a growing problem when someone is using the snapshot map to constantly ask what you are doing and who you are with
1.11841592313478e+18,2019-04-17 07:28:29,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11841447371334e+18,2019-04-17 07:22:44,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11840779818498e+18,2019-04-17 06:56:12,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11840599401339e+18,2019-04-17 06:49:02,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11840575526526e+18,2019-04-17 06:48:05,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11840575520661e+18,2019-04-17 06:48:05,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11840575492978e+18,2019-04-17 06:48:05,0,1,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11839736869158e+18,2019-04-17 06:14:46,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11839665210313e+18,2019-04-17 06:11:55,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.1183961697959e+18,2019-04-17 06:10:00,0,0,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11839545171423e+18,2019-04-17 06:07:09,0,1,0,,i have done all of these it continues to crash i can show you a screen recording of what it doe if you like
1.1183907303791e+18,2019-04-17 05:48:23,2,2,0,,fixing to start breaking people heart
1.1183900996188e+18,2019-04-17 05:45:53,2,1,0,,snapshot need to fix this before i start asking everyone who i added who they are
1.11838964530018e+18,2019-04-17 05:44:04,3,0,0,,someone on my snapshot anyone want to hang out me yeah can you happen to pick me up anyone leaf me on read ever since i got sick i now see who my real friend are
1.1183863383179e+18,2019-04-17 05:30:56,1,1,0,,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11838506642045e+18,2019-04-17 05:25:53,0,0,0,,i had a dream that i was on lab rat and mr davenport newest robot creation turned bad and started setting thing on fire and snapshot put the fire on snap map to show where i was on lab rat and mr davenport newest robot creation was spreading and i was in charge of evacuating my h but nobody was listening
1.11837817490628e+18,2019-04-17 04:58:30,0,0,0,,this is how platform die when they try to fix something that is not broken atuser ie snapshot url
1.1183777849912e+18,2019-04-17 04:56:57,2,1,0,,hey snap support whenever i try to view my snapshot story my snapshot story always boot me out to the home screen i tried to unload a snap with my nd account and adding a snap and viewing a snap with my nd account and a snap with my nd account worked how do i fix this
1.11837063364416e+18,2019-04-17 04:28:32,0,0,0,,oh yea by the way i send my snapshot streak a short typed speech to motivate them followed by inspirational quote by previous world leader good and bad and ill be posting those quote on here a well
1.11836849246874e+18,2019-04-17 04:20:01,1,0,0,,i have a friend who so bad at social medium she sends me meme asking if she should post it on she snapshot story for she crush to see
1.11836779359291e+18,2019-04-17 04:17:14,0,1,0,,yesterday everything came back to normal but just now i facing the same problem again
1.11836474146494e+18,2019-04-17 04:05:07,1,0,0,,i am having the same problem help i can see my snap but when i click the eye to see who looked application crash
1.11836183604534e+18,2019-04-17 03:53:34,0,0,0,,there a new snapshot glitch going around that you can screenshot without the person knowing not like i need to screen shot anything url
1.11836015538778e+18,2019-04-17 03:46:53,3,0,0,,problem with snapshot go to twitter cause thank the lord i paint the only one with an issue
1.11835537989572e+18,2019-04-17 03:27:55,2,1,0,,i was watching my snapshot memory from year ago i would record myself talking about how my day was or memory that came to mind and there was a specific one i watched and i was such in a bad place mentally i was so hurt and people dint realize how the thing people say
1.11835180348838e+18,2019-04-17 03:13:42,6,1,0,,sometimes snapshot mess make me shaking my head and sometimes snapshot mess remind me how stupidly fun it was to hang out w jordi every day
1.11834973835983e+18,2019-04-17 03:05:30,0,0,0,,that food i had on my snapshot with the vegetable and shit that food was nasty i hate i broke everything to eat shrimp again and shrimp were even cooked all the way
1.11834797920989e+18,2019-04-17 02:58:30,6,2,0,,why doe snapshot always have to bug out i am going to just stick to ig story this is ridiculous
1.11834749887833e+18,2019-04-17 02:56:36,66,11,0,,so to the real home who sent my snapshot hacker money thinking i was in trouble ya some loyal friend next time i amin jail ill definitely call you guy to bail me out first inky
1.11834734032943e+18,2019-04-17 02:55:58,0,1,0,,okay well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11834387836357e+18,2019-04-17 02:42:13,1,0,0,,its a shame how ya are quick to post all your money on snapshot but even quicker to say your broke if a friend need help
1.11834292442363e+18,2019-04-17 02:38:25,0,0,0,,story time so my in real life befriend cutting people off bla bla posted something on snapshot directed at someone may other people can know but so my in real life befriend cutting people off bla bla will not tell me i hate people so much and people ask me why i do not talk to people so freaking frustrating
1.11834012100537e+18,2019-04-17 02:27:17,5,0,0,,when you use a filter to cover-up the crazy lady hair but then a filter end up filtering the song too which make a filter a marillion time funnier too bad her royal highness dint seem too amused laugh out loud gofygirl fishinginthedark atuser dogmomproblems url
1.11832464970684e+18,2019-04-17 01:25:48,0,0,0,,hey james sorry to hear you are having an issue with game please try a different connection if you are using data try switching to wife or vice versa let u know if that help
1.11832359566573e+18,2019-04-17 01:21:37,0,1,0,,atuser how on earth can you subscribe from a friend story i have clicked the manage subscription i have unchecked the little bookmark flag i have tried it all please please please fix this issue the only option this issue give me is to friend not subscribe
1.11831439582054e+18,2019-04-17 00:45:03,1,0,0,,you paint a basic bitch until you put a creepy snapshot filter on the bible of being a basic bitch can not wait to read this bad boy atuser nextlevelbasic basicbitchinception nextlevelbasichalengeurl
1.118310799876e+18,2019-04-17 00:30:46,1,0,0,,now i have no choice but to cancel it like i did snapshot twitter please do not fail me
1.11830969250425e+18,2019-04-17 00:26:22,0,0,0,,i hope this int me commenting on everyone is snapshot story i just like to support my follower here a song for you bug a boo town screwed mix by destiny is child url
1.11830967344103e+18,2019-04-17 00:26:17,1,1,0,,um i do not see your problem because you literally are short literally cute skinny reincarnation of ariana moral is you should stop flexing your good look on snapshot because snapshot depressing to look at
1.11830658604322e+18,2019-04-17 00:14:01,2,1,0,,atuser is there an issue with map mine doe seem to be working
1.11576318674826e+18,2019-04-09 23:47:28,0,0,0,,bout to take a break from all social medium my only problem is going to be snapshot
1.11576138514378e+18,2019-04-09 23:40:18,35,0,1,,i have become that lazy i do not even type message to the girl on snapshot anymore literally video my self speaking just to explain something every time without fail
1.11575574557484e+18,2019-04-09 23:17:54,5,2,0,,ya think getting flashback on snapshot of you and your significant other is bad i mover here pissed i used to get barred out on snap like that can not even understand half the shit i was saying such
1.11575324589553e+18,2019-04-09 23:07:58,2,0,0,,georgia teen who drove mph used snapshot in crash that killed friend is going to prison url
1.11575172757008e+18,2019-04-09 23:01:56,6,0,1,,georgia teen who drove mph used snapshot in crash that killed friend is going to prison url
1.11574891198833e+18,2019-04-09 22:50:44,0,1,0,,the use of core is still horrible seemingly over processed compared to the normal camera this is on pixel
1.11574681985685e+18,2019-04-09 22:42:26,0,1,0,,now w face-on twitter snapshot etc its and kid do not have an escape to say that protecting kid from bullying creates mental fragility completely ignores the problem we need to teach kid kindness and ward off this bad behavior before this bad behavior too late
1.1157452881642e+18,2019-04-09 22:36:20,1,1,0,,i went right back to my first saved snapshot memory n oh my god i remember i wanted one of those wall with band pic on it from tumble so bad printed out a shit ton of pic n stuck those wall to my wardrobe url
1.11574418541865e+18,2019-04-09 22:31:57,2,2,0,,ok sad story before bedtime i used my grandma car today my grandma car is broken ill bring my grandma car to the shop tomorrow and i took a really cute pic in my grandma car with snapshot and i forgot to save a really cute pic in my memory
1.11574355727956e+18,2019-04-09 22:29:28,0,0,0,,its been a while since i have seen a video of someone driving around and listening to their music on snapshot ill fix that for ya
1.11574184639375e+18,2019-04-09 22:22:40,1,0,1,,teen who drove mph used snapshot in crash that killed friend is going to prison screw sctwets url
1.1157401077206e+18,2019-04-09 22:15:45,1,0,1,,teen who drove mph used snapshot in crash that killed friend is going to prison url
1.11573381917104e+18,2019-04-09 21:50:46,1,0,0,,a guy came up to me at school today and asked for my name and snapshot and i gave it to a guy because i felt too bad to say no a nightmare a literal nightmare
1.1157330771443e+18,2019-04-09 21:47:49,0,0,0,,yes i thought it was just me or some way to fix it shaking my head freaking hate it
1.11573213973413e+18,2019-04-09 21:44:06,0,0,0,,thanks for reaching out this morning snapshot rolled out a brand new version of the application for android get up to date and reach back out if the problem persists
1.11573149722966e+18,2019-04-09 21:41:32,0,1,0,,snapshot for android is big broke my guy i can not post to my story at all n they deleted my private fuck ya atuser atuser
1.1157272762415e+18,2019-04-09 21:24:46,0,0,0,,snapshot is facing growth problem over the past month which the day go slowly the reason is because of the lack of international expansion compared to face-on and instagram snapshot has more than of the american user twetsurl
1.11572633700257e+18,2019-04-09 21:21:02,0,0,0,,it was our second month dating this batty cheerleader showed a year old snapshot of me glaring at batty to my boyfriend the next day this batty cheerleader broke up with me because i arnot outgoing enough
1.11572457339832e+18,2019-04-09 21:14:02,1,0,3,,all this time people have been complaining about android camera on snap and it was a snapshot coding error that took people year to fix
1.11571948840031e+18,2019-04-09 20:53:49,0,0,0,,the application is made for phone the application doe not matter what type of android you have the quality will still be the same after the update my story doe play the update at once my story duplicate the same snap over and over and will have blank screen snap chat need to fix this pain tae
1.11571784648969e+18,2019-04-09 20:47:18,9,1,0,,i just broke someone heart and i have only spoken sentence to them jesus fucking christ ya someone really posted up at my job for hour to wait for me to get off of work found me on face-on instagram snapshot linked url
1.11571689741114e+18,2019-04-09 20:43:32,1,0,0,,do i complain to snapshot and send in hela ugly series of me to show the problem
1.1157140500407e+18,2019-04-09 20:32:13,0,0,0,,seeing his name on my snapshot make my heart go and i do not even have the courage to ask his to hang out
1.11571388903822e+18,2019-04-09 20:31:34,0,0,0,,so atuser when did we start promoting people who make fake apology about racial remark possible incest behaviour if they are related do not care enough to do research also people who try and come for atuser but thats a different issue do not stan hun xx url
1.11570474922198e+18,2019-04-09 19:55:15,0,0,0,,and the white kick like van dam cumin through the city in cab i have paid so much fare to the cab man shot want to bug me on snapshot seng vibe got the dotty in the rucksack m got the see the bulge in the man bag twenty five bell plus more you can have that
1.11570347493352e+18,2019-04-09 19:50:11,0,1,0,,atuser i have not used the snapcamera for a while now and i updated the snapcamera to try the snapcamera out again well a lot of the filter are not lining up right and ruining the whole point of the filter laugh out loud is there a way to fix this i know other is having this problem a well url
1.11569631349511e+18,2019-04-09 19:21:44,4,0,0,,they have been arguing over snapshot for the last hour he is being way out of line th and so she is typed up they entire argument printed it out and is analysing it to see if there is any point he is made that she is missed that she can fix you can tell she is studying law
1.11569617252874e+18,2019-04-09 19:21:10,8,1,0,,powerful on lewis and harris on he line affecting home according to sse mobile signal usually last about min after power go off atuser worried about her ability to do her streak on snapshot stworldproblems
1.11569435205815e+18,2019-04-09 19:13:56,15,2,1,,fix the snapshot to android camera api no one care about the other update
1.11569175224822e+18,2019-04-09 19:03:36,0,0,0,,i feel the same about show featuring fake social medium site clearly meant to be face-on snapshot just pay the money the money objectively bad when you call something outface or chumhum
1.11569036409299e+18,2019-04-09 18:58:05,0,0,0,,too bad the application is useless to social outcast
1.11569027706124e+18,2019-04-09 18:57:45,0,0,1,,i get not wanting to be physically involved might be afraid they will be confused w a bad guy that said i am always disgusted how people can just stand there andshove camera in someone is face while the person is being attacked call or scream for help not take a snapshot
1.11568954634637e+18,2019-04-09 18:54:51,166,1,1,,i hate to break it to you but that argument has not applied for the last year the camera api solves this problem for some reason they refuse to use this problem while every other camera application doe
1.11568698347972e+18,2019-04-09 18:44:39,0,0,0,,congratulation your pile of crap application now suck le you have still got a long long way to go and until you fix the disaster of a way you use camera screenshots the application is still going to garbage
1.11568429977517e+18,2019-04-09 18:34:00,0,0,0,,shaking my head ill be the first person to shake my as to it on snapshot for you could rp and act like you got all the bad bitch a groupie
1.11567500766812e+18,2019-04-09 17:57:04,2,1,0,,ex boyfriend i broke up w him bc him accidentally forgot to add me back on snapshot
1.11567160390651e+18,2019-04-09 17:43:33,0,1,0,,that was our next suggestion checking display resolution setting if those do not fix the issue please go here url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end
1.11567101255587e+18,2019-04-09 17:41:12,0,1,0,,connection is not a problem the story load just fine i think because i am using a tablet the story doe not load the story to my correct resolution any other possible solution
1.11566877048206e+18,2019-04-09 17:32:17,0,1,0,,quality of your screen time is what really matter kid and adult let is stop worry about the generalized fear that all tech is bad what is bad is how an application like atuser continues to focus on hooking in atuser user majority are under year of age heavy teen usage
1.11565843399324e+18,2019-04-09 16:51:13,0,1,0,,if a kid has red flag they will not disappear by fixing they twitter profile same kid with all those listed can be smoking on snapshot but agree to disagree
1.11565219848512e+18,2019-04-09 16:26:26,0,0,0,,i really just got asked by a snapshot follower to say donkey aha so i did and a snapshot follower said i made a snapshot follower bad morning better aw howcute laugh out loud i already to be famous now laugh out loud
1.11564872693946e+18,2019-04-09 16:12:38,0,0,0,,damn snapshot and driving is bad enough but at mph she need airtime to set an example to others textingandrivng official teen was snapchating driving mph before senior skip day crash that killed friend url via atuser
1.11564447406612e+18,2019-04-09 15:55:44,0,0,0,,hey there well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11564280535793e+18,2019-04-09 15:49:07,29,5,17,,the problem with most of indian including my close relative is we can easily use face-on instagram twitter tinder snapshot and what not but when it come to banking we will not even try to use the add and will curse the banker and the banking system
1.11564109734108e+18,2019-04-09 15:42:19,2,1,0,,bekaa broke our snapshot streak again i think bekaa time to block bekaa
1.11564094494926e+18,2019-04-09 15:41:43,4,0,0,,throwback to the time a dude that went to the same yung gravy concert found my instagram and snapshot and started talking to me and asked me if i wanted to hang w him and then dint reply to me when i replied with epic to something him said sjfjdk
1.1156373185122e+18,2019-04-09 15:27:18,0,0,0,,night be hoping in bitch dm just to get flexed on and get called a broke nigra only to realize he put the bitch in that position from buying the bitch premium snapshot and content take that fat l url
1.1156345935946e+18,2019-04-09 15:16:29,0,0,0,,got an ex that say he gone leave he new bitch whenever i call got an ex that say everytime he see me its gone be problem got an ex thats on he homeboy snapshot trying to stalk me now got an ex that miss me so bad he probably praying for he now
1.1156327205862e+18,2019-04-09 15:09:02,0,1,0,,hey there did you receive an email from u or are you seeing an error message when you try to log in
1.11562863212966e+18,2019-04-09 14:52:47,0,0,0,,atuser is the camera zoom issue going to be fixed on the phone xr
1.1156275277987e+18,2019-04-09 14:48:24,25,5,0,,anyone else get frustrated that snapshot make your face smaller and rounder in almost every filter it need to stop that
1.11562181917882e+18,2019-04-09 14:25:43,0,0,0,,atuser hello stream i facing an issue since mine snapshot get update automatically after that my navigation bar is not going down because of an issue i am not able to chat or able to use other feature of snapshot please fixed this bug a soon a possible button always pop up url
1.11561769342675e+18,2019-04-09 14:09:19,0,0,0,,hi there well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.11561676132238e+18,2019-04-09 14:05:37,0,1,0,,doe anyone else have this problem with atuser i have to delete and download it all the time because it will not go to the size of my screen and then map crash url
1.11561635799393e+18,2019-04-09 14:04:01,43,1,3,,i among have to delete snapshot ya think bc the message go away you can be wilding at am i arnot here for it take your dick pic and your we should hang out message that i havent responded to elsewhere or i altering my dad
1.11561468965497e+18,2019-04-09 13:57:23,3,0,0,,thought my snapshot was broken when my snapshot keep saying everyone replaying my snap just realised i have had my snapshot set to second
1.11560453995078e+18,2019-04-09 13:17:03,1,1,0,,hey noah thanks for reaching out well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
1.115601263608e+18,2019-04-09 13:04:02,0,0,0,,snapshot has found an answer to the revenue problem stemming from its halted growth its will show its ad in other aps with the launch of snapshot ad kit and the snapshot audience network url
1.11560011000243e+18,2019-04-09 12:59:27,8,0,0,,bad bitch bus down has made it to snapshot
1.11559918117376e+18,2019-04-09 12:55:46,2,1,0,,atuser after the last update the frontal camera from the s it is very zoomed in impossible to use in every third party aps snapshot instagram i hope you will fix this soon the same it is happening to all s plus
1.1155974791588e+18,2019-04-09 12:49:00,0,2,0,,hey joan if you see an error message when attempting to login please reach out to u here url then select my account login i see an error message when i log in select yes to submit a support ticket
1.11559361797478e+18,2019-04-09 12:33:39,1,1,0,,why is the quality of imaging in the android system bad you have to find a solution and take care of u snapforandroid
1.11559319820468e+18,2019-04-09 12:31:59,1,0,0,,oh my god katrina i also sorry sweetheart to read this to bad i havent got snapshot how can people be so feigen cruel f seriously people this family has enough problem without this crap url
1.11558524572898e+18,2019-04-09 12:00:23,0,0,0,,rt atuser social medium giant like snapshot must do more to help the police bring troll who harass people on the internet to justice chloe story show why minister must act on this problem urgently url
1.11557143020739e+18,2019-04-09 11:05:29,0,1,0,,that dick bad black has posted on snapshot has ruined my day i want to curl up and die snapshot like a sewing needle url
1.11557049783888e+18,2019-04-09 11:01:47,8,1,0,,husband bragged about how well i did in my danish exam to husband family on our snapshot group they all congratulated me and i replied to thank them all just suddenly thought about what id said and there was a massive error i cringing
1.11556522936513e+18,2019-04-09 10:40:51,1,0,0,,my mom just sent me a yong snapshot edit to cheer me up before the sat the simulation broke
1.11556212558845e+18,2019-04-09 10:28:31,1,0,0,,i made plan to go hiking bc my snapshot memory made me feel bad but snapshot and i do not know if snapshot gon na happen
