level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
350,263910,246318,1,Whatsapp,,"['late', 'update', 'lot', 'bug', 'fix', 'be', 'impossible', 'talk', 'phone', 'instead', 'get', 'well', 'guy', 'go', 'back']",2019-02-12,1181,the latest update has a lot of bug can you fix it is impossible to talk on the phone instead to get better you guys go back!!!,3,the latest update has a lot of bug can you fix it is impossible to talk on the phone instead to get better you guy go back,Rossanna Levine,,,"[0.035021415973796925, 0.022675736961451243, 0.022675736961451243, 0.027966742252456534, 0.022675736961451243, 0.022675736961451243, 0.024439405391786337, 0.035021415973796925, 0.022675736961451243, 0.024439405391786337, 0.022675736961451243, 0.024439405391786337, 0.03854875283446711, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.035021415973796925, 0.0526581002771479, 0.022675736961451243, 0.0456034265558075, 0.03854875283446712, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.024439405391786337, 0.022675736961451243, 0.022675736961451243, 0.056185437137818095, 0.022675736961451243, 0.03854875283446712, 0.026203073822121437, 0.022675736961451243, 0.03854875283446712, 0.026203073822121434]"
351,263915,246323,1,Whatsapp,,"['send', 'picture', 'take', 'picture', 'image', 'be', 'blur']",2019-02-16,1186,When I send my pictures or taking picture by whatssap the image is blur,1,when i send my picture or taking picture by whatsit the image is blur,AdieFredy AF,,,"[0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.06435786435786439, 0.036075036075036086, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.034054834054834074, 0.025974025974025983, 0.042135642135642144, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03001443001443003, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03203463203463205, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.03001443001443003, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983]"
352,263918,246326,1,Whatsapp,,"['have', 'update', 'application', 'emotion', 'not', 'available', 'version']",2019-02-16,1190,I have updated the app but some of the emoticons are not available in this version,3,i have updated the application but some of the emotion are not available in this version,nikki khush,,,"[0.025510204081632633, 0.025510204081632633, 0.03344671201814056, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.031462585034013585, 0.025510204081632633, 0.025510204081632633, 0.0294784580498866, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.031462585034013585, 0.027494331065759617, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.0294784580498866, 0.025510204081632633, 0.027494331065759617, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.045351473922902466, 0.025510204081632633, 0.029478458049886597, 0.03939909297052152, 0.025510204081632633]"
353,263924,246332,1,Whatsapp,,"['receive', 'message', 's', 'application', 'not', 'record', 'blue', 'mark', 'adjust']",2019-02-17,1198,received messwge by whats app are not recorded by blue mark how i am adjust,1,received message by whats application are not recorded by blue mark how i am adjust,,,,"[0.02506265664160401, 0.027011974380395435, 0.0406571985519354, 0.02701197438039543, 0.02701197438039543, 0.03870788081314396, 0.02506265664160401, 0.027011974380395435, 0.02506265664160401, 0.027011974380395435, 0.03480924533556113, 0.02506265664160401, 0.027011974380395435, 0.02506265664160401, 0.04065719855193539, 0.038707880813143976, 0.02506265664160401, 0.02701197438039543, 0.02701197438039543, 0.02506265664160401, 0.02701197438039543, 0.02506265664160401, 0.027011974380395435, 0.03675856307435255, 0.036758563074352546, 0.02506265664160401, 0.02506265664160401, 0.028961292119186858, 0.02506265664160401, 0.03091060985797828, 0.02506265664160401, 0.02506265664160401, 0.02506265664160401, 0.02506265664160401, 0.02701197438039543]"
354,263928,246336,1,Whatsapp,,"['contact', 'allow', 'send', 'message', 'compare', 'early', 'version']",2019-02-18,1205,why only 5 contacts allowed to send message compare to 20 with earlier version,1,why only contact allowed to send message compare to with earlier version,JASWANT KAUR,,,"[0.027994227994228005, 0.025974025974025986, 0.03405483405483407, 0.025974025974025986, 0.025974025974025986, 0.02799422799422801, 0.030014430014430032, 0.025974025974025986, 0.025974025974025986, 0.027994227994228005, 0.02799422799422801, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.02799422799422801, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.03405483405483407, 0.027994227994228005, 0.025974025974025986, 0.025974025974025986, 0.034054834054834074, 0.025974025974025986, 0.050216450216450235, 0.05223665223665225]"
355,263934,246342,1,Whatsapp,,"['blue', 'line', 'not', 'show', 'person', 'be', 'see', 'message', 'not', 'satisfied']",2019-02-13,1211,blues line will not showw if person is seeing my message i am not statusfied,1,blue line will not show if person is seeing my message i am not satisfied,,,,"[0.02551020408163263, 0.03543083900226754, 0.043367346938775475, 0.03146258503401358, 0.02551020408163263, 0.027494331065759613, 0.037414965986394516, 0.029478458049886597, 0.04138321995464849, 0.02551020408163263, 0.029478458049886597, 0.027494331065759613, 0.027494331065759617, 0.02551020408163263, 0.02551020408163263, 0.02551020408163263, 0.02551020408163263, 0.027494331065759613, 0.02551020408163263, 0.02551020408163263, 0.02551020408163263, 0.027494331065759613, 0.02551020408163263, 0.027494331065759617, 0.02551020408163263, 0.02551020408163263, 0.02551020408163263, 0.02551020408163263, 0.02551020408163263, 0.03344671201814057, 0.02551020408163263, 0.02551020408163263, 0.02551020408163263, 0.043367346938775475, 0.02551020408163263]"
356,263939,246347,1,Whatsapp,,"['not', 'use', 'samsung_galaxy', 'note', 'gold']",2019-02-13,1217,I can't use WhatsApp on my Samsung galaxy note 8in gold,2,i can not use whatsit on my samsung galaxy note in gold,rosie butcher,,,"[0.025974025974025986, 0.03405483405483407, 0.025974025974025986, 0.027994227994228005, 0.025974025974025986, 0.042135642135642144, 0.046176046176046204, 0.025974025974025986, 0.03203463203463205, 0.03607503607503609, 0.025974025974025986, 0.025974025974025986, 0.04213564213564215, 0.027994227994228005, 0.027994227994228005, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.02799422799422801, 0.027994227994228005, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.025974025974025986, 0.030014430014430032]"
357,263941,246349,1,Whatsapp,,"['longer', 'swipe', 'camera', 'screen', 'see', 'gallery']",2019-02-11,1219,i can no longer swipe up on the camera screen to see my gallery,3,i can no longer swipe up on the camera screen to see my gallery,Louie R,,,"[0.025510204081632633, 0.025510204081632633, 0.03939909297052152, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.031462585034013585, 0.025510204081632633, 0.025510204081632633, 0.041383219954648505, 0.025510204081632633, 0.029478458049886597, 0.027494331065759617, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.031462585034013585, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.025510204081632633, 0.04336734693877548, 0.031462585034013585, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.03741496598639454, 0.025510204081632633, 0.045351473922902466, 0.025510204081632633]"
358,263964,246372,1,Whatsapp,,"['doe', 'not', 'want', 'do', 'update']",2019-02-16,1247,does not want to do update,1,doe not want to do update,coetie Coetzer,,,"[0.026954177897574125, 0.026954177897574125, 0.029050613956274337, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04162923030847559, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.029050613956274333, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
359,263966,246374,1,Whatsapp,,"['must', 'always', 'update']",2019-02-18,1250,why must i always update my whatsapp,1,why must i always update my whatsit,,,,"[0.02695417789757413, 0.04162923030847561, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02905061395627434, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.031147050014974552, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.041629230308475595, 0.02695417789757413, 0.045822102425876025, 0.029050613956274337, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413]"
360,263968,246376,1,Whatsapp,,"['terrible', 'experience', 'customer', 'support', 'doe', 'not', 'read', 'email', 'keep', 'give', 'standard', 'reply', 'unable', 'setup', 'even_though', 'have', 'insert', 'phone', 'error', 'have', 'guess', 'code', 'many', 'time', 'contact', 'customer', 'support', 'assistance', 'bar', 'enter', 'verification_code', 'be', 'annoy', 'be', 'poor', 'support', 'application', 'refuse', 'work']",2019-02-14,1252,"Terrible experience as the customer support does not read the email and keep giving standard replies! I am unable to setup my WhatsApp even though I have my SIM Card inserted into the phone. Error ""YOU HAVE GUESSED THE CODE TOO MANY TIMES. PLEASE CONTACT CUSTOMER SUPPORT FOR ASSISTANCE"" barred me from entering the verification code. This is very annoying as there is poor or no support from WhatsApp when their app refuses to work!",1,terrible experience a the customer support doe not read the email and keep giving standard reply i am unable to setup my whatsit even though i have my sim card inserted into the phone error you have guessed the code too many time please contact customer support for assistance barred me from entering the verification code this is very annoying a there is poor or no support from whatsit when their application refuse to work,Eve Tan,,,"[0.022841656987998452, 0.028261711188540452, 0.03639179248935347, 0.017421602787456445, 0.03097173828881146, 0.02961672473867596, 0.021486643437862954, 0.017421602787456445, 0.018776616337591947, 0.03368176538908247, 0.018776616337591947, 0.02555168408826946, 0.04994192799070849, 0.022841656987998452, 0.03368176538908247, 0.021486643437862954, 0.017421602787456445, 0.028261711188540456, 0.030971738288811456, 0.02555168408826946, 0.022841656987998452, 0.024196670538133954, 0.0553619821912505, 0.04181184668989548, 0.03639179248935347, 0.026906697638404958, 0.028261711188540463, 0.02961672473867596, 0.02013162988772745, 0.030971738288811456, 0.03639179248935347, 0.022841656987998452, 0.017421602787456445, 0.03232675183894697, 0.04316686024003099]"
361,263969,246377,1,Whatsapp,,"['vedic', 'slowly', 'processing']",2019-02-14,1253,no snd vedio slowly processing,1,no and vedic slowly processing,,,,"[0.026954177897574125, 0.03533992213237497, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.0437256663671758, 0.029050613956274337, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.029050613956274337, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.029050613956274337, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.0416292303084756, 0.026954177897574125, 0.026954177897574125, 0.03743635819107518, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
362,263974,246382,1,Whatsapp,,"['open', 's', 'application', 'messenger']",2019-02-08,1261,open my whats app messenger,5,open my whats application messenger,,,,"[0.028512639623750727, 0.038800705467372125, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.028512639623750727, 0.04703115814226924, 0.026455026455026443, 0.026455026455026443, 0.0408583186360964, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.0408583186360964, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.028512639623750727, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443]"
363,263977,246385,1,Whatsapp,,"['today', 'be', 'update', 'application', 'crash', 'open', 'camera', 'takesend', 'picture']",2019-02-08,1264,"since today's update, the app crashes when I open the camera to take/send a picture",1,since today is update the application crash when i open the camera to takesend a picture,Brett Calder,,,"[0.0246305418719212, 0.0246305418719212, 0.04187192118226604, 0.04187192118226604, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.03804050355774497, 0.0246305418719212, 0.02654625068418174, 0.04378762999452659, 0.03804050355774497, 0.0246305418719212, 0.057197591680350365, 0.02846195949644228, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.026546250684181743, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.03995621237000551, 0.0246305418719212, 0.026546250684181743, 0.0246305418719212, 0.0246305418719212]"
364,263979,246387,1,Whatsapp,,"['post', 'last', 'update', 'medium', 'image', 'gif', 'video', 'not', 'download', 'option', 'be', 'instal', 'install', 'application', 'do', 'application', 'twice', 'already', 'application', 'revert', 'not', 'download', 'time', 'first', 'time', 'defect', 'nature', 'occur']",2019-02-13,1266,"Post the last update, media (images, gif and videos) can't be downloaded. Only option is to uninstall and install the app again. Did it twice already as it reverts to not downloading after some time. First time a defect this nature has occurred.",3,post the last update medium image gif and video can not be downloaded only option is to instal and install the application again did the application twice already a the application reverts to not downloading after some time first time a defect this nature has occurred,TechLova Lova,,,"[0.019569471624266144, 0.022613611654707544, 0.019569471624266144, 0.019569471624266144, 0.028701891715590348, 0.021091541639486847, 0.028701891715590348, 0.021091541639486844, 0.03479017177647315, 0.03022396173081105, 0.03022396173081105, 0.021091541639486847, 0.022613611654707547, 0.025657751685148944, 0.056099151989562966, 0.019569471624266144, 0.05457708197434226, 0.037834311806914545, 0.030223961730811037, 0.022613611654707544, 0.03479017177647315, 0.03174603174603175, 0.03174603174603175, 0.019569471624266144, 0.019569471624266144, 0.024135681669928247, 0.021091541639486844, 0.019569471624266144, 0.021091541639486847, 0.03479017177647315, 0.07436399217221136, 0.03479017177647315, 0.025657751685148944, 0.019569471624266144, 0.021091541639486844]"
365,263981,246389,1,Whatsapp,,"['wa', 'application', 'update', 'have', 'problem', 'not', 'stand', 'wa', 'application']",2019-02-08,1268,"Since the Wats app update I am having a problem, I can not stand the Wats app.",1,since the wa application update i am having a problem i can not stand the wa application,Hassan Zafar,,,"[0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.03675856307435256, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.05430242272347539, 0.03480924533556113, 0.046505151768309674, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544, 0.04260651629072683, 0.03675856307435256, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.040657198551935406, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544]"
366,263983,246391,1,Whatsapp,,"['face', 'heavy', 'problem', 'unload', 'video', 'status', 'update', 'really', 'embarrassing', 'look']",2019-02-09,1270,Facing heavy problem to upload video status after updating whatsaap itss really embarrassing look on it,1,facing heavy problem to unload video status after updating whatsit it really embarrassing look on it,,,,"[0.04260651629072683, 0.025062656641604016, 0.025062656641604016, 0.028961292119186865, 0.025062656641604016, 0.03675856307435256, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544, 0.04260651629072683, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.03870788081314397, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.03675856307435256, 0.0484544695071011, 0.02701197438039544, 0.02701197438039544, 0.04260651629072683, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016]"
367,263984,246392,1,Whatsapp,,"['new', 'update', 'developer', 'change', 'multi', 'send', 'option', 'not', 'send', 'text', 'person', 'be', 'not', 'good', 'bad', 'change', 'team', 'solve', 'soon_possible', 'team', 'want', 'use', 'case', 'change', 'uninstale']",2019-02-16,1271,In new update whatsapp developers change multi sending options. Now i can't send a text more then 5 persons. This is not Good for me very bad change. whatsapp team should solve this as soon as possible if they want we use whatsapp. Incase of no change whatsapp should be uninstalled.,1,in new update whatsit developer change multi sending option now i can not send a text more then person this is not good for me very bad change whatsit team should solve this a soon a possible if whatsit team want we use whatsit in case of no change whatsit should be uninstaled,BLack OpS,,,"[0.020408163265306128, 0.053741496598639485, 0.023582766439909305, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.021995464852607716, 0.029931972789115656, 0.047392290249433124, 0.021995464852607713, 0.06802721088435378, 0.03469387755102042, 0.026757369614512486, 0.03469387755102042, 0.03945578231292519, 0.020408163265306128, 0.029931972789115656, 0.020408163265306128, 0.02675736961451248, 0.020408163265306128, 0.021995464852607716, 0.03469387755102042, 0.03945578231292519, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.045804988662131535, 0.021995464852607716, 0.023582766439909305, 0.02675736961451248, 0.03628117913832201, 0.021995464852607713, 0.023582766439909305, 0.020408163265306128, 0.020408163265306128]"
368,263986,246394,1,Whatsapp,,"['be', 'not', 'working_properly', 'constantly', 'show', 'history', 'error', 'week']",2019-02-15,1274,My whatsapp is not working properly its constantly show chat history errors for one week,1,my whatsit is not working properly my whatsit constantly show chat history error for one week,Hafsah Shaikh,,,"[0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.04011544011544013, 0.027994227994228002, 0.042135642135642144, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.0380952380952381, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.027994227994228005, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.04415584415584418, 0.025974025974025983, 0.025974025974025983, 0.04213564213564214, 0.025974025974025983, 0.027994227994228002, 0.03001443001443003, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983]"
369,263990,246398,1,Whatsapp,,"['do', 'not', 'know', 'application', 'be', 'not', 'working_properly', 'application', 'be', 'ask', 'update', 'be', 'already', 'do', 'request', 'verify', 'application']",2019-02-07,1278,i don't know why this app is not working properly its is asking for updates which is already done i request to verify it..,1,i do not know why this application is not working properly this application is asking for update which is already done i request to verify this application,,,,"[0.023809523809523808, 0.02566137566137566, 0.023809523809523808, 0.02566137566137566, 0.023809523809523808, 0.025661375661375663, 0.023809523809523808, 0.04047619047619048, 0.03677248677248676, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.02751322751322751, 0.07195767195767197, 0.02566137566137566, 0.038624338624338624, 0.025661375661375663, 0.023809523809523808, 0.023809523809523808, 0.04047619047619048, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.023809523809523808, 0.02566137566137566, 0.025661375661375663, 0.04232804232804233, 0.025661375661375663, 0.02566137566137566, 0.04232804232804233, 0.023809523809523808]"
370,263991,246399,1,Whatsapp,,"['always', 'disturbance', 'chat', 'become', 'slow', 'watch', 'status', 'doe', 'not', 'give', 'clarity', 'do', 'something', 'update', 'be', 'waste', 'bad']",2019-02-16,1279,always a disturbance while chatting its become slow ... while watching status its doesn't give clarity... do something ... update is waste & wrost,1,always a disturbance while chatting its become slow while watching status its doe not give clarity do something update is waste and worst,,,,"[0.03862433862433863, 0.02380952380952381, 0.025661375661375663, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.04047619047619048, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.053439153439153446, 0.02380952380952381, 0.04788359788359789, 0.03677248677248678, 0.025661375661375666, 0.025661375661375666, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.02380952380952381, 0.031216931216931216, 0.025661375661375666, 0.02380952380952381, 0.02380952380952381, 0.04047619047619048, 0.02751322751322751, 0.04047619047619048, 0.03862433862433863, 0.02380952380952381, 0.025661375661375666, 0.02380952380952381]"
371,263996,246404,1,Whatsapp,,"['be', 'error', 'message', 'appear', 'application', 'need', 'uninstale', 'instal', 'go', 'do', 'still', 'error', 'message', 'appear', 'try', 'contact', 'support', 'center', 'still', 'problem', 'not', 'sort']",2019-02-18,1285,"there's an error message appears that app needs to be uninstalled and reinstalled after going to the play store and when I do so, still the same error message appears.. tried to contact the support center.. still problem not sorted...",1,there is an error message appears that application need to be uninstaled and installed after going to the play store and when i do so still the same error message appears tried to contact the support center still problem not sorted,Kasun Gamalath,,,"[0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.03100198412698412, 0.022321428571428565, 0.024057539682539677, 0.022321428571428565, 0.05009920634920636, 0.03794642857142857, 0.024057539682539677, 0.022321428571428565, 0.022321428571428565, 0.05357142857142858, 0.022321428571428565, 0.07266865079365079, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.02405753968253968, 0.024057539682539677, 0.02405753968253968, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.03273809523809523, 0.022321428571428565, 0.022321428571428565, 0.024057539682539677, 0.043154761904761904, 0.022321428571428565, 0.03447420634920635, 0.04836309523809523, 0.022321428571428565, 0.02579365079365079, 0.024057539682539677]"
372,263999,246407,1,Whatsapp,,"['have', 'do', 'away', 'option', 'put', 'profile', 'photo', 'contact', 'late', 'update', 'put', 'option', 'put', 'profile', 'photo', 'contact', 'late', 'update', 'back', 'next', 'update']",2019-02-09,1290,"why have they done away with the option to put a profile photo on my contacts in WhatsApp in the latest update, please put the option back in the next update !",3,why have they done away with the option to put a profile photo on my contact in whatsit in the latest update please put the option to put a profile photo on my contact in whatsit in the latest update back in the next update,,,,"[0.02012072434607646, 0.04828973843058351, 0.02012072434607646, 0.02012072434607646, 0.040465012295998214, 0.02012072434607646, 0.021685669572993515, 0.02012072434607646, 0.02012072434607646, 0.021685669572993515, 0.02168566957299352, 0.02638050525374469, 0.02012072434607646, 0.02012072434607646, 0.02168566957299352, 0.060809300245919976, 0.060809300245919976, 0.02794545048066175, 0.02012072434607646, 0.023250614799910575, 0.02012072434607646, 0.021685669572993515, 0.024815560026827634, 0.03577017661524704, 0.02012072434607646, 0.02012072434607646, 0.02012072434607646, 0.0451598479767494, 0.02168566957299352, 0.02012072434607646, 0.060809300245919976, 0.03107534093449587, 0.02012072434607646, 0.060809300245919976, 0.021685669572993515]"
373,264000,246408,1,Whatsapp,,"['last', 'update', 'lag', 'badly', 'try', 'mak', 'voice', 'message', 'take', 'second', 'press', 'record', 'button', 'start', 'record', 'restart', 'application', 'phone', 'reinstate', 'still', 'phone', 'be', 'onerous']",2019-02-15,1292,"since last update it lags badly when trying to mak a voice mesage it takes 3-5 seconds after you oress the record button just to start recording 😑 restarted the app, phone, reinstaled it and its still the same, my phone is oneplus 3t",3,since last update it lag badly when trying to mak a voice message it take second after you press the record button just to start recording restarted the application phone reinstated it and it still the same my phone is onerous t,Alexandru Vasiliu,,,"[0.020408163265306128, 0.020408163265306128, 0.04897959183673472, 0.03151927437641724, 0.0378684807256236, 0.020408163265306128, 0.031519274376417244, 0.0378684807256236, 0.04897959183673472, 0.020408163265306128, 0.021995464852607713, 0.020408163265306128, 0.06167800453514743, 0.020408163265306128, 0.052154195011337896, 0.020408163265306128, 0.03628117913832201, 0.020408163265306128, 0.052154195011337896, 0.031519274376417244, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.02834467120181407, 0.020408163265306128, 0.023582766439909305, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.020408163265306128, 0.03469387755102042, 0.0235827664399093, 0.029931972789115656, 0.020408163265306128, 0.020408163265306128]"
374,264002,246410,1,Whatsapp,,"['update', 'be', 'poor', 'time', 'open', 'aplicationit', 'get', 'crash', 'fix', 'aplicationit']",2019-02-13,1297,Update is too poor Each time I open this app...it gets crashed Please fix it,5,update is too poor each time i open this aplicationit get crashed please fix this aplicationit,Shikhar Gupta,,,"[0.031746031746031744, 0.026096314231907447, 0.050578423459779386, 0.02986279257465698, 0.03174603174603175, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.026096314231907447, 0.02609631423190745, 0.024213075060532684, 0.044928705945655095, 0.04116222760290556, 0.027979553403282214, 0.04304546677428033, 0.024213075060532684, 0.024213075060532684, 0.026096314231907447, 0.02986279257465698, 0.024213075060532684, 0.02986279257465698, 0.024213075060532684, 0.024213075060532684, 0.02609631423190745, 0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.04116222760290557, 0.026096314231907447, 0.026096314231907447, 0.02609631423190745, 0.024213075060532684]"
375,264008,246416,1,Whatsapp,,"['work', 'wife', 'doe', 'work', 'datum', 'have', 'help', 'please']",2019-02-18,1304,my whatsapp only works on wifi it doesnt work on data...and i have a lg stylo 3...help please!!!,1,my whatsit only work on wife my whatsit doe work on data i have a lg style help please,,,,"[0.025062656641604016, 0.025062656641604016, 0.02701197438039544, 0.025062656641604016, 0.02701197438039544, 0.025062656641604016, 0.027011974380395442, 0.03480924533556114, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.032859927596769714, 0.025062656641604016, 0.05040378724589253, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.04455583402951825, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.04260651629072683, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544, 0.02701197438039544, 0.05625174046226681, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016]"
