,tweet-id,timestamp,likes,replies,retweets,text
2089,1118545626638311428,2019-04-17 16:03:53,0,1,0,none of these link direct me to report the issue the issue just s bunch of multiple choice can someone just email me so i can make a report thank you
2090,1118544754172674048,2019-04-17 16:00:25,0,0,0,hey there there are a few reason your account could be locked learn more here url team snapshot is unable to unlock your account during this time if you are seeing an generic login error message check out this link url
2091,1118529943560810496,2019-04-17 15:01:34,5,1,0,i used snapshot bc my skin condition suck and i just want to show you how bad i am in using eyeliner thnn url
2092,1118526084461383686,2019-04-17 14:46:14,2835,71,101,i would not be doing this if i had done something to provoke his action but remember that guy who broke the barstow mic his snapshot is seanparanihi a couple dick pic never hurt a homophobia right grudgedonurl
2093,1118525141015777282,2019-04-17 14:42:29,0,0,0,can not stand bully like carl you can wear the fuck what you want if a gay guy want a gay guy as out what is the issue i bet you get you are small dick out to ya old on snapshot url
2094,1118521504986214401,2019-04-17 14:28:02,1,1,0,so frustrating cause if it was earlier i would done it was earlier i sat watching everyone snapshot internally cry so close to door time thank you though
2095,1118515641798012928,2019-04-17 14:04:44,0,1,0,atuser made a private story and selected friend who are allowed to view atuser my private story is then viewed by other snapchater so who is this other snapchater that viewed my private story is this a bug is this a privacy and/or security breach
2096,1118514780342501376,2019-04-17 14:01:19,2,1,0,at first i thought it was a filter of snapshot what the fuck i feel so bad now i did not want to
2097,1118510344605970434,2019-04-17 13:43:41,2,0,0,surprisingly snapshot growth has halted check out how the messenger plan to tackle the messenger revenue problem url atlantis snapshot application information-technology
2098,1118510138019676160,2019-04-17 13:42:52,2,1,0,i woke up in a bad fucking mood today and this bitch has the audacity to just snapshot me all normal like this bitch doe leave me on seen every fucking day
2099,1118509609491124229,2019-04-17 13:40:46,1,0,0,conor like to use this snapshot filter because it turn conor into a bad bitch url
2100,1118507291874086912,2019-04-17 13:31:33,6,2,0,got broken up with once over snapshot at pm the night before we were supposed to go on a flight to miami to meet my parent
2101,1118500484405444608,2019-04-17 13:04:30,1,3,0,well it is snapshot so it cut after second mega personal stuff was surely cut off she agreed to me and taylor might still have sex though but the word bitch was the big problem for she right
2102,1118498525581541377,2019-04-17 12:56:43,1,0,0,have you seen the autism awareness month filterstickerthing on snapshot people have been using it a a joke to say people friend are autistic it actually horrible
2103,1118494316895330305,2019-04-17 12:40:00,0,0,0,hey there are a few reason your account could be locked learn more here url team snapshot is unable to unlock your account during this time if you are seeing an generic login error message check out this link url
2104,1118490657792901126,2019-04-17 12:25:28,0,1,0,hi there thanks for reaching out well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2105,1118485852139728896,2019-04-17 12:06:22,1,1,0,try this url my snapshot is not working other at the bottom of the form select yes you will then be given an opportunity to provide more information about the issue you are experiencing to send in to our team
2106,1118485642265210880,2019-04-17 12:05:32,0,1,0,atuser hi i think i accidentally reported hit flag my son story was trying to pause video by holding the video got smaller screen and i though hit flag my son story was to save like email but i it was a mom user error can you help to make sure he not flagged for nothing
2107,1118481163427942402,2019-04-17 11:47:44,0,0,1,snapshot update is just to bad
2108,1118478550623903744,2019-04-17 11:37:21,1,1,0,i mean heck i got snapshot in the first place to make a streak with my thengirlfriend and only just decided to stop it today six month after we broke up we are on okay term but i have decided i do not need to see what my ex is up to every day for some reason call me selfish
2109,1118477562404012033,2019-04-17 11:33:25,0,1,0,real process to sobriety and because of that i masking for a separation all of that make me the bad guy just because i had a moment of mental weakness and vented on snapshot that at this point a divorce would be best and a divorce sister in law run to make sure a divorce okay without
2110,1118468250491412482,2019-04-17 10:56:25,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2111,1118468018122653696,2019-04-17 10:55:30,0,0,0,atuser you might need to fix your application
2112,1118467554555650048,2019-04-17 10:53:39,0,2,0,the pic quality taken with snapshot camera in phone x max is so trash like what the fuck apple or snapshot you guy need to fix this shit atuser atuser atuser atuser phone iphonexsmax snapchatfixthishit apple
2113,1118463104533323777,2019-04-17 10:35:58,0,0,0,head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2114,1118461797374230529,2019-04-17 10:30:47,1,1,0,how bad of a mistake was that i have not used snapshot in age but i kind of want to get back on it because it is random a fuck
2115,1118457650679898112,2019-04-17 10:14:18,0,1,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2116,1118456923920244736,2019-04-17 10:11:25,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2117,1118456910116806656,2019-04-17 10:11:21,0,1,0,atuser atuser how in the hell you put a critical communication icon next to the exit icon thats a very bad interface design some of people now make accident call when some of people exit url
2118,1118455466265317376,2019-04-17 10:05:37,1,1,0,yo imagine atuser your tour wave check made it to snapshot story no such thing a bad publicity
2119,1118454884880322560,2019-04-17 10:03:19,0,1,0,atuser are ya ever going to fix so that i can watch the story where i stopped and not have to watch from the beginning
2120,1118449954270384128,2019-04-17 09:43:43,0,0,0,so i finally decided to be a bad bitch and remove a bitch on snapshot who pissed me off so much only to find out a bitch removed me first like what the actual fuck url
2121,1118448228364619776,2019-04-17 09:36:52,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2122,1118447391869476864,2019-04-17 09:33:32,0,1,0,its bad mine use to be fine and then its bad mine updated its and now i can not use its its so zoomed in on my face i can not even fit people in the frame
2123,1118443327869857792,2019-04-17 09:17:23,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2124,1118441451161997312,2019-04-17 09:09:56,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2125,1118435261132595202,2019-04-17 08:45:20,6,2,0,too many people seem to be hating on it tina bad b nh tha did not have the pretentiousness of instal or the toxicity of face-on just denis indulging in unadulterated and often funny self expression bake immoral content instal snapshot etc pr koi km hai ya url
2126,1118428612385026049,2019-04-17 08:18:55,0,1,0,atuser i can no longer access my snapshot trophy case what can i do to fix this url
2127,1118424334002008065,2019-04-17 08:01:55,0,1,0,fired by who when the employer are into this kindly stay away when the elder are misusing important matter affecting the societytake this joke to face-on and snapshot
2128,1118416444788748288,2019-04-17 07:30:34,2,1,0,you know its becoming a growing problem when someone is using the snapshot map to constantly ask what you are doing and who you are with
2129,1118415923134775298,2019-04-17 07:28:29,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2130,1118414641103888384,2019-04-17 07:23:24,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2131,1118414473713336320,2019-04-17 07:22:44,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2132,1118407798184980480,2019-04-17 06:56:12,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2133,1118406730688471040,2019-04-17 06:51:58,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2134,1118405994013392897,2019-04-17 06:49:02,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2135,1118405902967554048,2019-04-17 06:48:40,1,1,0,though i am not a fan of this aplicationthis is such a bad precedence how long before they think twitter snapshot has sleazy content need to be banned url
2136,1118405755265257474,2019-04-17 06:48:05,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2137,1118405755206610944,2019-04-17 06:48:05,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2138,1118405754929778693,2019-04-17 06:48:05,0,1,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2139,1118397368691580928,2019-04-17 06:14:46,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2140,1118396652103131136,2019-04-17 06:11:55,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2141,1118396169795903488,2019-04-17 06:10:00,0,0,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2142,1118395451714228224,2019-04-17 06:07:09,0,1,0,i have done all of these it continues to crash i can show you a screen recording of what it doe if you like
2143,1118394891741089798,2019-04-17 06:04:55,0,1,0,i tried it it jus a bug going on with the new update when i go on my story to see who viewed i then i press their name and try to text their it jus slide down and back to my story view it will not let me text at all from my story
2144,1118390730379100161,2019-04-17 05:48:23,2,2,0,fixing to start breaking people heart
2145,1118390099618803712,2019-04-17 05:45:53,2,1,0,snapshot need to fix this before i start asking everyone who i added who they are
2146,1118389645300178946,2019-04-17 05:44:04,3,0,0,someone on my snapshot anyone want to hang out me yeah can you happen to pick me up anyone leaf me on read ever since i got sick i now see who my real friend are
2147,1118386338317897729,2019-04-17 05:30:56,1,1,0,well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2148,1118385066420449281,2019-04-17 05:25:53,0,0,0,i had a dream that i was on lab rat and mr davenport newest robot creation turned bad and started setting thing on fire and snapshot put the fire on snap map to show where i was on lab rat and mr davenport newest robot creation was spreading and i was in charge of evacuating my h but nobody was listening
2149,1118378174906281984,2019-04-17 04:58:30,0,0,0,this is how platform die when they try to fix something that is not broken atuser ie snapshot url
2150,1118377784991199232,2019-04-17 04:56:57,2,1,0,hey snap support whenever i try to view my snapshot story my snapshot story always boot me out to the home screen i tried to unload a snap with my nd account and adding a snap and viewing a snap with my nd account and a snap with my nd account worked how do i fix this
2151,1118371360143761408,2019-04-17 04:31:25,0,2,0,when i look at who viewed my story my story just say other snap chatter then all of their actual snap name not the one i gave their nobody unaided yet my story say other snapchaters any way to fix this
2152,1118370633644163073,2019-04-17 04:28:32,0,0,0,oh yea by the way i send my snapshot streak a short typed speech to motivate them followed by inspirational quote by previous world leader good and bad and ill be posting those quote on here a well
2153,1118368492468744192,2019-04-17 04:20:01,1,0,0,i have a friend who so bad at social medium she sends me meme asking if she should post it on she snapshot story for she crush to see
2154,1118367793592905730,2019-04-17 04:17:14,0,1,0,yesterday everything came back to normal but just now i facing the same problem again
2155,1118364741464940544,2019-04-17 04:05:07,1,0,0,i am having the same problem help i can see my snap but when i click the eye to see who looked application crash
2156,1118364641300811778,2019-04-17 04:04:43,2,0,0,hopefully they fix this soon but good to know i arnot the only one
2157,1118361836045336576,2019-04-17 03:53:34,0,0,0,there a new snapshot glitch going around that you can screenshot without the person knowing not like i need to screen shot anything url
2158,1118360155387777025,2019-04-17 03:46:53,3,0,0,problem with snapshot go to twitter cause thank the lord i paint the only one with an issue
2159,1118355379895717888,2019-04-17 03:27:55,2,1,0,i was watching my snapshot memory from year ago i would record myself talking about how my day was or memory that came to mind and there was a specific one i watched and i was such in a bad place mentally i was so hurt and people dint realize how the thing people say
2160,1118351803488382977,2019-04-17 03:13:42,6,1,0,sometimes snapshot mess make me shaking my head and sometimes snapshot mess remind me how stupidly fun it was to hang out w jordi every day
2161,1118349738359828481,2019-04-17 03:05:30,0,0,0,that food i had on my snapshot with the vegetable and shit that food was nasty i hate i broke everything to eat shrimp again and shrimp were even cooked all the way
2162,1118347979209891841,2019-04-17 02:58:30,6,2,0,why doe snapshot always have to bug out i am going to just stick to ig story this is ridiculous
2163,1118347498878328832,2019-04-17 02:56:36,66,11,0,so to the real home who sent my snapshot hacker money thinking i was in trouble ya some loyal friend next time i amin jail ill definitely call you guy to bail me out first inky
2164,1118347340329431051,2019-04-17 02:55:58,0,1,0,okay well need to look further into this head over to url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end of the form
2165,1118346320643796993,2019-04-17 02:51:55,2,0,0,his friend was the one who randomly added me on snapshot and told me my boob were that big somehow got my number from the application decided to text me and harass me for nude and then after i told his to leave me alone still sent money so i do not even feel bad
2166,1118343878363570176,2019-04-17 02:42:13,1,0,0,its a shame how ya are quick to post all your money on snapshot but even quicker to say your broke if a friend need help
2167,1118342924423630848,2019-04-17 02:38:25,0,0,0,story time so my in real life befriend cutting people off bla bla posted something on snapshot directed at someone may other people can know but so my in real life befriend cutting people off bla bla will not tell me i hate people so much and people ask me why i do not talk to people so freaking frustrating
2168,1118340121005367298,2019-04-17 02:27:17,5,0,0,when you use a filter to cover-up the crazy lady hair but then a filter end up filtering the song too which make a filter a marillion time funnier too bad her royal highness dint seem too amused laugh out loud gofygirl fishinginthedark atuser dogmomproblems url
2169,1118329372853669888,2019-04-17 01:44:34,0,0,0,she justdisapearedi hope nothing bad happened to her hope it is just the school thing she had started she is honestly like a big sister to me and i have a half big si but we barely talk since i do not have snapshot rn i have always felt comfort w talking to she
2170,1118324649706835970,2019-04-17 01:25:48,0,0,0,hey james sorry to hear you are having an issue with game please try a different connection if you are using data try switching to wife or vice versa let u know if that help
2171,1118323595665727493,2019-04-17 01:21:37,0,1,0,atuser how on earth can you subscribe from a friend story i have clicked the manage subscription i have unchecked the little bookmark flag i have tried it all please please please fix this issue the only option this issue give me is to friend not subscribe
2172,1118314395820544002,2019-04-17 00:45:03,1,0,0,you paint a basic bitch until you put a creepy snapshot filter on the bible of being a basic bitch can not wait to read this bad boy atuser nextlevelbasic basicbitchinception nextlevelbasichalengeurl
2173,1118310799876001792,2019-04-17 00:30:46,1,0,0,now i have no choice but to cancel it like i did snapshot twitter please do not fail me
2174,1118309692504252416,2019-04-17 00:26:22,0,0,0,i hope this int me commenting on everyone is snapshot story i just like to support my follower here a song for you bug a boo town screwed mix by destiny is child url
2175,1118309673441034241,2019-04-17 00:26:17,1,1,0,um i do not see your problem because you literally are short literally cute skinny reincarnation of ariana moral is you should stop flexing your good look on snapshot because snapshot depressing to look at
2176,1118306586043219968,2019-04-17 00:14:01,2,1,0,atuser is there an issue with map mine doe seem to be working
2177,1115763186748264450,2019-04-09 23:47:28,0,0,0,bout to take a break from all social medium my only problem is going to be snapshot
2178,1115761385143775238,2019-04-09 23:40:18,35,0,1,i have become that lazy i do not even type message to the girl on snapshot anymore literally video my self speaking just to explain something every time without fail
2179,1115755745574838272,2019-04-09 23:17:54,5,2,0,ya think getting flashback on snapshot of you and your significant other is bad i mover here pissed i used to get barred out on snap like that can not even understand half the shit i was saying such
2180,1115755471976185856,2019-04-09 23:16:48,1,0,0,georgia teen who drove mph used snapshot in crash that killed friend is going to prison url
2181,1115754087318818817,2019-04-09 23:11:18,0,0,0,teen who drove mph used snapshot in crash that killed friend is going to prison url
2182,1115753245895532544,2019-04-09 23:07:58,2,0,0,georgia teen who drove mph used snapshot in crash that killed friend is going to prison url
2183,1115751727570083842,2019-04-09 23:01:56,6,0,1,georgia teen who drove mph used snapshot in crash that killed friend is going to prison url
2184,1115748911988334593,2019-04-09 22:50:44,0,1,0,the use of core is still horrible seemingly over processed compared to the normal camera this is on pixel
2185,1115748343697879043,2019-04-09 22:48:29,1,0,0,if you have ever considered yourself bad at girl consider the fact that i have a reminder in my phone to ask the girl i like for the girl snapshot
2186,1115746819856846850,2019-04-09 22:42:26,0,1,0,now w face-on twitter snapshot etc its and kid do not have an escape to say that protecting kid from bullying creates mental fragility completely ignores the problem we need to teach kid kindness and ward off this bad behavior before this bad behavior too late
2187,1115746312614547457,2019-04-09 22:40:25,0,0,0,teen who drove mph used snapshot in crash that killed friend is going to prison url
2188,1115745288164204544,2019-04-09 22:36:20,1,1,0,i went right back to my first saved snapshot memory n oh my god i remember i wanted one of those wall with band pic on it from tumble so bad printed out a shit ton of pic n stuck those wall to my wardrobe url
2189,1115744185418645505,2019-04-09 22:31:57,2,2,0,ok sad story before bedtime i used my grandma car today my grandma car is broken ill bring my grandma car to the shop tomorrow and i took a really cute pic in my grandma car with snapshot and i forgot to save a really cute pic in my memory
2190,1115743557279555584,2019-04-09 22:29:28,0,0,0,its been a while since i have seen a video of someone driving around and listening to their music on snapshot ill fix that for ya
2191,1115741846393753600,2019-04-09 22:22:40,1,0,1,teen who drove mph used snapshot in crash that killed friend is going to prison screw sctwets url
2192,1115740107720601602,2019-04-09 22:15:45,1,0,1,teen who drove mph used snapshot in crash that killed friend is going to prison url
2193,1115739600360755200,2019-04-09 22:13:44,0,0,0,you need to fix up jess where is the passion the strength the quality you were a pussy against wolf if you play that way against barra your going to get your pant taken down stop acting like your on snapshot and score a few goal
2194,1115733819171041280,2019-04-09 21:50:46,1,0,0,a guy came up to me at school today and asked for my name and snapshot and i gave it to a guy because i felt too bad to say no a nightmare a literal nightmare
2195,1115733077144297477,2019-04-09 21:47:49,0,0,0,yes i thought it was just me or some way to fix it shaking my head freaking hate it
2196,1115732139734130688,2019-04-09 21:44:06,0,0,0,thanks for reaching out this morning snapshot rolled out a brand new version of the application for android get up to date and reach back out if the problem persists
2217,1115731497229664257,2019-04-09 21:41:32,0,1,0,snapshot for android is big broke my guy i can not post to my story at all n they deleted my private fuck ya atuser atuser
2218,1115727276241502208,2019-04-09 21:24:46,0,0,0,snapshot is facing growth problem over the past month which the day go slowly the reason is because of the lack of international expansion compared to face-on and instagram snapshot has more than of the american user twetsurl
2219,1115726337002569728,2019-04-09 21:21:02,0,0,0,it was our second month dating this batty cheerleader showed a year old snapshot of me glaring at batty to my boyfriend the next day this batty cheerleader broke up with me because i arnot outgoing enough
2220,1115724573398319104,2019-04-09 21:14:02,1,0,3,all this time people have been complaining about android camera on snap and it was a snapshot coding error that took people year to fix
2221,1115719488400314368,2019-04-09 20:53:49,0,0,0,the application is made for phone the application doe not matter what type of android you have the quality will still be the same after the update my story doe play the update at once my story duplicate the same snap over and over and will have blank screen snap chat need to fix this pain tae
2222,1115717846489690112,2019-04-09 20:47:18,9,1,0,i just broke someone heart and i have only spoken sentence to them jesus fucking christ ya someone really posted up at my job for hour to wait for me to get off of work found me on face-on instagram snapshot linked url
2223,1115716897411141632,2019-04-09 20:43:32,1,0,0,do i complain to snapshot and send in hela ugly series of me to show the problem
2224,1115714050040696832,2019-04-09 20:32:13,0,0,0,seeing his name on my snapshot make my heart go and i do not even have the courage to ask his to hang out
2225,1115713889038217222,2019-04-09 20:31:34,0,0,0,so atuser when did we start promoting people who make fake apology about racial remark possible incest behaviour if they are related do not care enough to do research also people who try and come for atuser but thats a different issue do not stan hun xx url
2226,1115712112641359883,2019-04-09 20:24:31,0,0,0,could not find a fix unfortunately thanks for your help though in the future try to update snapshot to suit tablet and their screen size maybe adjust the screen size to fit the large screen size on a tablet by using white border etc thanks anyways
2227,1115706313751789575,2019-04-09 20:01:28,0,0,0,rt atuser i really just got asked by a snapshot follower to say donkey aha so i did and a snapshot follower said i made a snapshot follower bad morning better aw howcute laugh out loud i already to be famous now laugh out loud
2228,1115704749221982216,2019-04-09 19:55:15,0,0,0,and the white kick like van dam cumin through the city in cab i have paid so much fare to the cab man shot want to bug me on snapshot seng vibe got the dotty in the rucksack m got the see the bulge in the man bag twenty five bell plus more you can have that
2229,1115703474933518337,2019-04-09 19:50:11,0,1,0,atuser i have not used the snapcamera for a while now and i updated the snapcamera to try the snapcamera out again well a lot of the filter are not lining up right and ruining the whole point of the filter laugh out loud is there a way to fix this i know other is having this problem a well url
2230,1115696313495113730,2019-04-09 19:21:44,4,0,0,they have been arguing over snapshot for the last hour he is being way out of line th and so she is typed up they entire argument printed it out and is analysing it to see if there is any point he is made that she is missed that she can fix you can tell she is studying law
2231,1115696172528742400,2019-04-09 19:21:10,8,1,0,powerful on lewis and harris on he line affecting home according to sse mobile signal usually last about min after power go off atuser worried about her ability to do her streak on snapshot stworldproblems
2232,1115694352058146816,2019-04-09 19:13:56,15,2,1,fix the snapshot to android camera api no one care about the other update
2233,1115692375135932417,2019-04-09 19:06:05,0,0,0,please fix the camera setting for the galaxy s i want to take normal series not zoomed in one
2234,1115691752248217600,2019-04-09 19:03:36,0,0,0,i feel the same about show featuring fake social medium site clearly meant to be face-on snapshot just pay the money the money objectively bad when you call something outface or chumhum
2235,1115690364092989440,2019-04-09 18:58:05,0,0,0,too bad the application is useless to social outcast
2236,1115690277061242883,2019-04-09 18:57:45,0,0,1,i get not wanting to be physically involved might be afraid they will be confused w a bad guy that said i am always disgusted how people can just stand there andshove camera in someone is face while the person is being attacked call or scream for help not take a snapshot
2237,1115689546346373124,2019-04-09 18:54:51,166,1,1,i hate to break it to you but that argument has not applied for the last year the camera api solves this problem for some reason they refuse to use this problem while every other camera application doe
2238,1115689139872108545,2019-04-09 18:53:14,0,0,0,wish people would quit videoing while people are in people car i do not want to be a part of your death crash scene that is being live streamed on snapshot or face-on watchthefreakingroad
2239,1115686983479721985,2019-04-09 18:44:39,0,0,0,congratulation your pile of crap application now suck le you have still got a long long way to go and until you fix the disaster of a way you use camera screenshots the application is still going to garbage
2240,1115684299775168512,2019-04-09 18:34:00,0,0,0,shaking my head ill be the first person to shake my as to it on snapshot for you could rp and act like you got all the bad bitch a groupie
2241,1115675007668117504,2019-04-09 17:57:04,2,1,0,ex boyfriend i broke up w him bc him accidentally forgot to add me back on snapshot
2242,1115674510638878720,2019-04-09 17:55:06,0,1,0,whenever i receive a snapshot video by a certain person a snapshot video always change immediately to a green screen i can see his story however and have no issue with other people atuser what can i do to fix this url
2243,1115671603906514945,2019-04-09 17:43:33,0,1,0,that was our next suggestion checking display resolution setting if those do not fix the issue please go here url and select the option that match your issue you will be able to enter detail about what you are experiencing and submit a ticket at the end
2244,1115671012555874305,2019-04-09 17:41:12,0,1,0,connection is not a problem the story load just fine i think because i am using a tablet the story doe not load the story to my correct resolution any other possible solution
2245,1115668770482057216,2019-04-09 17:32:17,0,1,0,quality of your screen time is what really matter kid and adult let is stop worry about the generalized fear that all tech is bad what is bad is how an application like atuser continues to focus on hooking in atuser user majority are under year of age heavy teen usage
2246,1115658433993244673,2019-04-09 16:51:13,0,1,0,if a kid has red flag they will not disappear by fixing they twitter profile same kid with all those listed can be smoking on snapshot but agree to disagree
