index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
60,60,1,Facebook,,"['post', 'never', 'come', 'logical', 'order', 'picture', 'comment', 'almost', 'never', 'load', 'properly', 'application', 'be', 'force', 'close', 'especially', 'wife', 'even', 'grin', 'lte', 'notification', 'inconsistent', 'post', 'order', 'overall', 'application', 'keep', 'getting_worse', 'worse']",2019-02-17,600072,"posts never come through in any logical order. pictures and comments almost never load properly unless application is force closed, especially on wifi but even on grin lte and ge. notifications are more inconsistent than the post order. overall this application keeps getting worse and worse",1,post never come through in any logical order picture and comment almost never load properly unless application is force closed especially on wife but even on grin lte and ge notification are more inconsistent than the post order overall this application keep getting worse and worse,Sam Gonzales,,,"[0.0641186299081036, 0.033416875522138685, 0.04218880534670009, 0.027568922305764413, 0.033416875522138685, 0.034878863826232245, 0.052422723475355065, 0.02172096908939014, 0.026106934001670842, 0.020258980785296574, 0.034878863826232245, 0.049498746867167924, 0.023182957393483705, 0.018796992481203006, 0.02172096908939014, 0.02172096908939014, 0.018796992481203006, 0.02172096908939014, 0.018796992481203006, 0.04365079365079366, 0.04072681704260653, 0.04365079365079365, 0.018796992481203006, 0.018796992481203006, 0.018796992481203006, 0.023182957393483708, 0.018796992481203006, 0.018796992481203006, 0.02025898078529657, 0.018796992481203006, 0.018796992481203006, 0.033416875522138685, 0.02025898078529657, 0.03049289891395154, 0.027568922305764413]"
61,61,1,Facebook,,"['sudden', 'not', 'see', 'anything', 'news_feed', 'first', 'show', 'couple', 'thing', 'uninstale', 'instal', 'not', 'show', 'anything', 'use', 'keep', 'touch', 'family', 'be', 'far', 'away', 'please_fix', 'issue']",2019-02-15,600073,"all of a sudden i cannot see anything on my news feed. first it was only showing the same couple things, so i uninstalled it and reinstalled it, and now it will not show anything! i use this to keep in touch with family that is far away, so please fix this issue.",1,all of a sudden i can not see anything on my news feed first it was only showing the same couple thing so i uninstaled it and installed it and now it will not show anything i use this to keep in touch with family that is far away so please fix this issue,Mikayla Seley,,,"[0.03794642857142857, 0.03794642857142857, 0.022321428571428565, 0.024057539682539673, 0.022321428571428565, 0.03273809523809522, 0.03794642857142857, 0.03968253968253967, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.041418650793650785, 0.03621031746031746, 0.034474206349206345, 0.022321428571428565, 0.03968253968253967, 0.022321428571428565, 0.0275297619047619, 0.03968253968253967, 0.022321428571428565, 0.022321428571428565, 0.03794642857142857, 0.031001984126984124, 0.022321428571428565, 0.022321428571428565, 0.024057539682539673, 0.022321428571428565, 0.02579365079365079, 0.03968253968253967, 0.022321428571428565, 0.024057539682539673, 0.02579365079365079, 0.024057539682539677, 0.024057539682539673, 0.024057539682539677]"
62,62,1,Facebook,,"['update', 'last', 'version', 'not', 'even', 'open', 'face', 'always', 'come', 'unfortunately', 'face', 'stop', 'check', 'be', 'wrong', 'have', 'cancel', 'last', 'updating']",2019-02-17,600074,"updated with last version and now i cannot even open facebook. always comes up ""unfortunately facebook has stopped."" can you please check what is wrong. will have to cancel the last updating",1,updated with last version and now i can not even open face-on always come up unfortunately face-on has stopped can you please check what is wrong will have to cancel the last updating,Dina Gonçalves,,,"[0.024057539682539684, 0.03621031746031745, 0.02232142857142857, 0.025793650793650796, 0.024057539682539684, 0.037946428571428575, 0.02232142857142857, 0.025793650793650796, 0.02232142857142857, 0.037946428571428575, 0.02405753968253968, 0.05183531746031748, 0.0414186507936508, 0.02232142857142857, 0.024057539682539684, 0.02405753968253968, 0.027529761904761904, 0.02232142857142857, 0.037946428571428575, 0.02232142857142857, 0.036210317460317464, 0.03968253968253967, 0.02232142857142857, 0.02232142857142857, 0.02232142857142857, 0.0275297619047619, 0.02232142857142857, 0.02232142857142857, 0.02232142857142857, 0.03273809523809523, 0.02405753968253968, 0.036210317460317464, 0.02405753968253968, 0.04662698412698413, 0.02232142857142857]"
63,63,1,Facebook,,"['not', 'update', 'anything', 'honestly', 'be', 'aggravate', 'thing', 'daily', 'keep', 'contact', 'people', 'not', 'see', 'anything', 'go', 'make', 'sad', 'angry']",2019-02-15,600075,oh ts not updating anything. and honestly it is aggravating. i am on this thing daily to keep in contact with people. and now i cannot see anything going on  it makes me sad and angry.,1,oh t not updating anything and honestly it is aggravating i am on this thing daily to keep in contact with people and now i can not see anything going on it make me sad and angry,Jamie Moreno,,,"[0.03252667187093417, 0.023419203747072598, 0.05802758261774657, 0.02706219099661723, 0.023419203747072598, 0.023419203747072598, 0.0361696591204788, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.036169659120478787, 0.02706219099661723, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.03799115274525111, 0.025240697371844915, 0.02706219099661723, 0.03981264637002342, 0.025240697371844915, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.025240697371844912, 0.02706219099661723, 0.025240697371844915, 0.0507416081186573, 0.023419203747072598, 0.03981264637002342, 0.03799115274525111, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598]"
68,68,1,Facebook,,"['love', 'be', 'problem', 'everytime', 'react', 'video', 'comment', 'remove', 'reaction', 'please_fix', 'rate', 'five_star', 'use', 'samsung']",2019-02-16,600080,"i love it but there is one problem. everytime i react on a video, comment etc. it removes the reaction by it! again and again! pleeeaasseee fix pleeeaasseee and i will rate pleeeaasseee five stars  i am using samsung j",4,i love it but there is one problem everytime i react on a video comment etc it remove the reaction by it again and again please fix please and i will rate please five star i am using samsung j,Roberto Roxas,,,"[0.025240697371844915, 0.023419203747072598, 0.0379911527452511, 0.025240697371844915, 0.023419203747072598, 0.04892011449388499, 0.023419203747072598, 0.023419203747072598, 0.025240697371844912, 0.023419203747072598, 0.023419203747072598, 0.04163413999479574, 0.023419203747072598, 0.028883684621389544, 0.04163413999479574, 0.023419203747072598, 0.023419203747072598, 0.04163413999479574, 0.04163413999479574, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.03799115274525111, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598, 0.032526671870934165, 0.028883684621389544, 0.025240697371844915, 0.03252667187093417, 0.03981264637002342, 0.023419203747072598, 0.023419203747072598, 0.023419203747072598]"
70,70,1,Facebook,,"['be', 'great', 'business', 'market', 'ton', 'bug', 'really', 'irritate', 'list', 'new', 'product', 'load', 'not', 'click', 'list', 'new', 'product', 'load', 'still', 'scroll', 'click', 'thing', 'think', 'uninstaling', 'instal', 'application']",2019-02-18,600082,it is great for my business. but the market has tons of bugs that are really irritating! when the list of new products load i cannot click on any of when the list of new products load. but i can still scroll and click on other things. thinking about uninstalling and reinstalling the application.,3,it is great for my business but the market has ton of bug that are really irritating when the list of new product load i can not click on any of when the list of new product load but i can still scroll and click on other thing thinking about uninstaling and installing the application,VizaFRAME,,,"[0.0193050193050193, 0.04483054483054484, 0.023809523809523808, 0.020806520806520803, 0.02531102531102531, 0.050836550836550844, 0.043329043329043325, 0.022308022308022306, 0.0193050193050193, 0.026812526812526813, 0.022308022308022306, 0.07335907335907337, 0.0193050193050193, 0.0193050193050193, 0.0193050193050193, 0.0193050193050193, 0.0193050193050193, 0.04483054483054484, 0.03732303732303732, 0.034320034320034325, 0.07335907335907337, 0.0193050193050193, 0.020806520806520803, 0.029815529815529807, 0.026812526812526813, 0.0193050193050193, 0.0193050193050193, 0.022308022308022306, 0.0193050193050193, 0.03281853281853282, 0.020806520806520803, 0.0193050193050193, 0.0193050193050193, 0.0193050193050193, 0.03281853281853282]"
71,71,1,Facebook,,"['application', 'be', 'constantly', 'change', 'video', 'playback', 'auto', 'regardless', 'source', 'application', 'recently', 'begin', 'freeze', 'marketplace', 'face', 'search']",2019-02-18,600084,. this application is constantly changing my video playback to auto regardless of source. . application recently has begam freezing in marketplace a d facing to search,1,this application is constantly changing my video playback to auto regardless of source application recently has began freezing in marketplace a d facing to search,Verified 2014,,,"[0.02232142857142857, 0.036210317460317464, 0.02232142857142857, 0.03273809523809524, 0.02232142857142857, 0.02232142857142857, 0.02405753968253968, 0.037946428571428575, 0.02232142857142857, 0.024057539682539684, 0.02232142857142857, 0.03968253968253969, 0.036210317460317464, 0.02232142857142857, 0.0414186507936508, 0.02232142857142857, 0.03968253968253969, 0.03273809523809523, 0.02232142857142857, 0.06398809523809525, 0.024057539682539684, 0.02232142857142857, 0.02232142857142857, 0.024057539682539684, 0.02232142857142857, 0.02232142857142857, 0.057043650793650806, 0.02232142857142857, 0.02232142857142857, 0.03273809523809524, 0.02405753968253968, 0.02232142857142857, 0.025793650793650796, 0.02405753968253968, 0.02232142857142857]"
72,72,1,Facebook,,"['face', 'act', 'have', 'high', 'school', 'classmate', 'pic', 'family', 'kidswhich', 'dint', 'back', 'go', 'face', 'act', 'hack', 'pic', 'family', 'kidswhich', 'change', 'recovery', 'email', 'delete', 'leave', 'old', 'have', 'access', 'face', 'doe', 'care', 'day', 'birthday', 'birthday', 'wish', 'not', 'see', 'reply', 'face', 'doe', 'not', 'give', 'option', 'fix', 'not', 'even', 'reply', 'help', 'arnot', 'go', 'use', 'face', 'anymore']",2019-02-18,600085,"my facebook acct. that I have had for yrs. with high school classmates. pics of family and my kids.,which i didnt back up. are all gone now. my facebook acct was hacked. pics of family and my kids.,which i changed my recovery email. deleted my . left my old # i have no access to. facebook doesnt care. this was  days before my birthday. so my birthday wishes. i cannot see or reply. facebook does not give any options to fix this. will not even reply to help. i amnot going to use facebook anymore",1,my face-on act that i have had for yr with high school classmate pic of family and my kidswhich i dint back up are all gone now my face-on act was hacked pic of family and my kidswhich i changed my recovery email deleted my left my old i have no access to face-on doe care this was day before my birthday so my birthday wish i can not see or reply face-on doe not give any option to fix this will not even reply to help i arnot going to use face-on anymore,Colleen Calvert,,,"[0.015873015873015876, 0.028218694885361557, 0.03686067019400353, 0.026984126984126982, 0.02698412698412699, 0.03686067019400354, 0.01834215167548501, 0.02451499118165785, 0.01710758377425044, 0.02698412698412699, 0.044268077601410945, 0.07636684303350971, 0.05537918871252206, 0.034391534391534404, 0.01834215167548501, 0.02945326278659612, 0.022045855379188718, 0.01834215167548501, 0.01834215167548501, 0.01710758377425044, 0.0380952380952381, 0.01834215167548501, 0.02574955908289242, 0.01834215167548501, 0.015873015873015876, 0.0343915343915344, 0.029453262786596126, 0.01710758377425044, 0.04550264550264552, 0.015873015873015876, 0.038095238095238106, 0.015873015873015876, 0.01710758377425044, 0.05291005291005293, 0.02451499118165785]"
73,73,1,Facebook,,"['do', 'not', 'understand', 'would', 'hell', 'need', 'automatically', 'tag', 'feature', 'be', 'really', 'annoying', 'do', 'not', 'want', 'see', 'already', 'unload', 'photo', 'photo', 'thing', 'fix', 'problem', 'year', 'problem', 'get', 'bad']",2019-02-16,600086,"i do not understand why the hell would the hell need to automatically tag myself. this feature is really annoying. i do not want to see my already uploaded photo on ""photos of you"" thing. you should fix this problem. every year this problem gets worst.",2,i do not understand why the hell would the hell need to automatically tag myself this feature is really annoying i do not want to see my already unloaded photo on photo of you thing you should fix this problem every year this problem get worst,johnlee072092,,,"[0.021008403361344536, 0.052054154995331475, 0.03571428571428571, 0.02591036414565826, 0.021008403361344536, 0.04878618113912232, 0.021008403361344536, 0.021008403361344536, 0.02427637721755369, 0.02591036414565826, 0.021008403361344536, 0.04551820728291318, 0.052054154995331475, 0.02427637721755369, 0.021008403361344536, 0.030812324929971987, 0.021008403361344536, 0.02264239028944911, 0.038982259570494865, 0.02427637721755369, 0.021008403361344536, 0.04225023342670402, 0.022642390289449112, 0.03571428571428571, 0.021008403361344536, 0.02264239028944911, 0.03734827264239029, 0.021008403361344536, 0.034080298786181136, 0.021008403361344536, 0.02427637721755369, 0.03571428571428571, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536]"
74,74,1,Facebook,,"['application', 'keep_crashing', 'randomly', 'last', 'update', 'mid', 'article', 'application', 'crash', 'application', 'reset', 'feed', 'open', 'lose', 'mid', 'article', 'do', 'not', 'happen']",2019-02-18,600087,"my application keeps crashing randomly now after last update. i will be mid article, my application will crash and then my application resets my feed when i open again, losing mid article. this did not happen before.",1,my application keep crashing randomly now after last update i will be mid article my application will crash and then my application reset my feed when i open again losing mid article this did not happen before,Chris,,,"[0.021008403361344536, 0.021008403361344536, 0.022642390289449112, 0.04878618113912232, 0.021008403361344536, 0.03244631185807657, 0.035714285714285705, 0.025910364145658265, 0.021008403361344536, 0.021008403361344536, 0.058590102707749774, 0.021008403361344536, 0.025910364145658265, 0.021008403361344536, 0.02264239028944911, 0.027544351073762834, 0.03244631185807656, 0.02264239028944911, 0.022642390289449112, 0.06512605042016809, 0.022642390289449112, 0.03571428571428571, 0.02264239028944911, 0.02427637721755369, 0.021008403361344536, 0.021008403361344536, 0.03734827264239029, 0.02754435107376284, 0.021008403361344536, 0.03244631185807656, 0.02264239028944911, 0.022642390289449112, 0.04551820728291316, 0.03244631185807656, 0.021008403361344536]"
75,75,1,Facebook,,"['application', 'use', 'brilliant', 'do', 'not', 'know', 'happen', 'application', 'application', 'crash', 'time', 'watching_video', 'application', 'decide', 'half', 'eay', 'application', 'be', 'go', 'take', 'back', 'home_screen', 'close', 'completely', 'not', 'happy', 'honest']",2019-02-16,600088,"this application used to be brilliant, i do not know what has happened to this application, but this application crashes all the time. when i am watching a video this application decides half eay through that this application is going to take me back to the home screen or close completely. not happy to be honest.",2,this application used to be brilliant i do not know what has happened to this application but this application crash all the time when i am watching a video this application decides half eay through that this application is going to take me back to the home screen or close completely not happy to be honest,Stephanie Brew,,,"[0.020120724346076462, 0.03577017661524704, 0.026380505253744697, 0.0451598479767494, 0.02168566957299352, 0.020120724346076462, 0.020120724346076462, 0.03577017661524704, 0.04202995752291528, 0.03420523138832999, 0.020120724346076462, 0.020120724346076462, 0.029510395707578806, 0.021685669572993522, 0.03420523138832999, 0.02168566957299352, 0.020120724346076462, 0.020120724346076462, 0.020120724346076462, 0.08741336910350997, 0.024815560026827638, 0.020120724346076462, 0.021685669572993522, 0.03264028616141293, 0.023250614799910578, 0.02794545048066175, 0.03420523138832998, 0.020120724346076462, 0.04985468365750058, 0.023250614799910575, 0.03264028616141293, 0.020120724346076462, 0.020120724346076462, 0.02168566957299352, 0.031075340934495873]"
76,76,1,Facebook,,"['be', 'terrible', 'have', 'be', 'experience', 'month', 'try', 'click', 's', 'mind', 'post', 'something', 'totally', 'crash', 'not', 'type', 'word', 'come', 'screen', 'suddenly', 'face', 'icon', 'load', 'log', 'face', 'still', 'have', 'use', 'webster', 'post', 'something', 'also', 'stop', 'give', 'motif', 'already', 'see', 'webster', 'application', 'be', 'always', 'date']",2019-02-14,600089,"this is terrible! i have been experiencing this for months! when i try to click the ""whats on your mind"" to post something, it just totally crashing like i cannot type! no words coming out on the screen! then suddenly the facebook icon (f) will load just like when you are logging in on facebook. i still have to use the website just to post something! also stop giving me notifs if i already seen the website! my application is always up to date!",1,this is terrible i have been experiencing this for month when i try to click the whats on your mind to post something it just totally crashing like i can not type no word coming out on the screen then suddenly the face-on icon f will load just like when you are logging in on face-on i still have to use the webster just to post something also stop giving me motif if i already seen the webster my application is always up to date,Claudine Guinoo,,,"[0.04398546567221266, 0.031937272901128314, 0.025243832472748133, 0.026582520558424163, 0.01988908013004398, 0.029259896729776243, 0.029259896729776243, 0.018550392044367942, 0.01721170395869191, 0.022566456301396056, 0.03729202524383247, 0.06272709887167718, 0.019889080130043982, 0.025243832472748126, 0.025243832472748133, 0.025243832472748133, 0.01721170395869191, 0.01721170395869191, 0.019889080130043982, 0.03059858481545227, 0.06674316312870529, 0.018550392044367942, 0.027921208644100207, 0.018550392044367942, 0.019889080130043982, 0.023905144387072096, 0.034614649072480394, 0.03729202524383247, 0.03059858481545228, 0.030598584815452273, 0.021227768215720016, 0.025243832472748126, 0.04398546567221265, 0.01721170395869191, 0.03863071332950851]"
78,78,1,Facebook,,"['keep', 'get', 'orange', 'dot', 'red', 'dot', 'cell', 'phone', 'show', 'many', 'notification', 'get', 'do', 'not', 'want', 'see', 'many', 'notification', 'anymore', 'please_fix', 'problem']",2019-02-13,600092,i keep getting an orange dot and a red dot on my cell phone showing me how many notifications i got and i do not want to see how many notifications anymore. please fix this problem.,1,i keep getting an orange dot and a red dot on my cell phone showing me how many notification i got and i do not want to see how many notification anymore please fix this problem,Marcus James,,,"[0.022675736961451243, 0.05265810027714791, 0.0561854371378181, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.03854875283446712, 0.02443940539178634, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.02973041068279163, 0.022675736961451243, 0.022675736961451243, 0.02443940539178634, 0.024439405391786344, 0.022675736961451243, 0.022675736961451243, 0.02443940539178634, 0.027966742252456538, 0.040312421264802216, 0.054421768707483005, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.02973041068279163, 0.022675736961451243, 0.03678508440413202, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.0491307634164777, 0.03325774754346183]"
79,79,1,Facebook,,"['good', 'application', 'stop', 'change', 'whole', 'layout', 'month', 'fix', 'news_feed', 'tired', 'see', 'last', 'week', 'be', 'get', 'notification', 'friend', 'be', 'post', 'also', 'see', 'notification', 'friend', 'news_feed', 'top']",2019-02-18,600093,"good application stop changing the whole layout every  months. fix news feeds. tired of seeing last week is posts. now when you get a notification from a friend is post, you also see a notification from a friend again in the news feeds. at the top!",3,good application stop changing the whole layout every month fix news feed tired of seeing last week is post now when you get a notification from a friend is post you also see a notification from a friend again in the news feed at the top,,,,"[0.04551820728291316, 0.0438842203548086, 0.021008403361344536, 0.030812324929971987, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.030812324929971987, 0.03734827264239029, 0.021008403361344536, 0.02591036414565826, 0.02427637721755369, 0.02264239028944911, 0.021008403361344536, 0.02917833800186741, 0.02754435107376284, 0.03244631185807656, 0.021008403361344536, 0.034080298786181136, 0.022642390289449112, 0.061858076563958926, 0.021008403361344536, 0.022642390289449112, 0.021008403361344536, 0.03734827264239029, 0.034080298786181136, 0.022642390289449112, 0.052054154995331475, 0.03571428571428571, 0.021008403361344536, 0.022642390289449112, 0.02591036414565826, 0.02591036414565826, 0.021008403361344536]"
83,83,1,Facebook,,"['keep', 'see', 'post', 'past', 'day', 'be', 'wrong', 'be', 'really', 'drive', 'insane', 'bad', 'update', 'ever', 'keep', 'refresh', 'nest', 'be', 'post', 'liked', 'post', 'not', 'comment', 'post', 'not', 'be', 'always', 'be', 'crazy']",2019-02-18,600099,"i keep seeing the same posts for the past  days! what is wrong? this is really driving me insane. worst update ever. i keep refreshing my newsfeed and it is the same posts over and over again. whether i liked the post or not, whether i commented on the post or not, it is always there. that is just crazy.",1,i keep seeing the same post for the past day what is wrong this is really driving me insane worst update ever i keep refreshing my nested and it is the same post over and over again whether i liked the post or not whether i commented on the post or not it is always there that is just crazy,Katrina Abdon,,,"[0.0648526077097506, 0.036281179138322, 0.03469387755102042, 0.02675736961451248, 0.021995464852607713, 0.03469387755102042, 0.047392290249433124, 0.02517006802721089, 0.020408163265306128, 0.020408163265306128, 0.026757369614512486, 0.047392290249433124, 0.020408163265306128, 0.03469387755102041, 0.020408163265306128, 0.021995464852607713, 0.020408163265306128, 0.020408163265306128, 0.021995464852607716, 0.03945578231292519, 0.023582766439909305, 0.020408163265306128, 0.029931972789115652, 0.020408163265306128, 0.021995464852607713, 0.036281179138322, 0.020408163265306128, 0.020408163265306128, 0.04739229024943313, 0.025170068027210894, 0.021995464852607716, 0.03945578231292519, 0.020408163265306128, 0.023582766439909305, 0.021995464852607713]"
84,84,1,Facebook,,"['application', 'use', 'awesome', 'however', 'many', 'update', 'have', 'cause', 'application', 'constantly', 'not', 'respond', 'lately', 'face', 'way', 'not', 'happy', 'reporting', 'face', 'solve', 'nothing', 'resolve', 'issue']",2019-02-16,600097,"this application used to be awesome. however, too many updates have caused this application to constantly not respond. lately i am off facebook way more than i am on. not happy. and reporting it to facebook solves nothing. please resolve the issue.",3,this application used to be awesome however too many update have caused this application to constantly not respond lately i am off face-on way more than i am on not happy and reporting it to face-on solves nothing please resolve the issue,michele callich,,,"[0.021008403361344536, 0.021008403361344536, 0.027544351073762834, 0.02264239028944911, 0.022642390289449112, 0.03571428571428571, 0.022642390289449112, 0.022642390289449112, 0.021008403361344536, 0.021008403361344536, 0.04878618113912232, 0.052054154995331475, 0.02427637721755369, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.022642390289449112, 0.021008403361344536, 0.02427637721755369, 0.06512605042016809, 0.029178338001867418, 0.03898225957049485, 0.030812324929971987, 0.03244631185807657, 0.021008403361344536, 0.02591036414565826, 0.03244631185807657, 0.02264239028944911, 0.053688141923436045, 0.030812324929971987, 0.022642390289449112, 0.021008403361344536, 0.027544351073762834, 0.02427637721755369, 0.02754435107376284]"
85,85,1,Facebook,,"['lock', 'account', 'say', 'post', 'thing', 'violate', 'standard', 'be', 'ironic', 'hardly', 'use', 'face', 'keep', 'touch', 'family', 'life', 'state', 'anyone', 'else', 'have', 'issue', 'time', 'be', 'update', 'application', 'get', 'bad', 'stability', 'wise', 'never', 'tell', 'fix', 'could', 'least', 'give', 'info', 'post', 'suspend', 'would', 'really', 'help', 'know', 'post', 'not', 'due']",2019-02-13,600100,"i am locked out of my account saying i posted things that violated standards, it is ironic since i hardly use facebook other than to keep in touch with family that lives out of state etc. does anyone else have this issue? every time there is an update the application gets worse stability wise and they never tell you what they ""fixed"". they could at least give you some info as to what posts they suspend you for too, that would really help so you know what to post and what not to, duh!",1,i am locked out of my account saying i posted thing that violated standard it is ironic since i hardly use face-on other than to keep in touch with family that life out of state etc doe anyone else have this issue every time there is an update the application get worse stability wise and they never tell you what they fixed they could at least give you some info a to what post they suspend you for too that would really help so you know what to post and what not to due,Cons Bond,,,"[0.08711262282690853, 0.02362055933484505, 0.01700680272108843, 0.02229780801209372, 0.018329554043839756, 0.05007558578987151, 0.052721088435374146, 0.04610733182161754, 0.027588813303099015, 0.018329554043839756, 0.018329554043839756, 0.06727135298563869, 0.018329554043839756, 0.03155706727135298, 0.01700680272108843, 0.018329554043839756, 0.02362055933484505, 0.026266061980347692, 0.03552532123960695, 0.024943310657596366, 0.04743008314436886, 0.018329554043839756, 0.02494331065759637, 0.018329554043839756, 0.018329554043839756, 0.018329554043839756, 0.018329554043839756, 0.01965230536659108, 0.018329554043839756, 0.04081632653061225, 0.028911564625850338, 0.023620559334845043, 0.01700680272108843, 0.026266061980347692, 0.01700680272108843]"
86,86,1,Facebook,,"['understand', 'ad', 'unavoidable', 'meeting', 'be', 'way', 'normal', 'dint', 'mind', 'banner', 'ad', 'balloon', 'pop', 'whole', 'screen', 'ad', 'android', 'be', 'way', 'much', 'annoying', 'not', 'interrupt', 'cause', 'ap', 'crash', 'be', 'absolutely', 'way', 'limit']",2019-02-17,600101,i understand ads are unavaoidable but what i amgetting is way more than normal. i dint mind banner ads or balloon pop up but whole screen ads for android is way too much annoying. not only that it interrupts and causes other apps to crash but there is absolutely no way to limit them.,1,i understand ad are unavoidable but what i meeting is way more than normal i dint mind banner ad or balloon pop up but whole screen ad for android is way too much annoying not only that it interrupt and cause other aps to crash but there is absolutely no way to limit them,reynante palma,,,"[0.021995464852607716, 0.020408163265306128, 0.020408163265306128, 0.03151927437641725, 0.020408163265306128, 0.053741496598639485, 0.0235827664399093, 0.029931972789115663, 0.021995464852607716, 0.020408163265306128, 0.021995464852607716, 0.021995464852607716, 0.025170068027210894, 0.0378684807256236, 0.03310657596371884, 0.03469387755102042, 0.02675736961451248, 0.029931972789115652, 0.020408163265306128, 0.02199546485260772, 0.02675736961451248, 0.031519274376417244, 0.021995464852607716, 0.04263038548752837, 0.03310657596371884, 0.020408163265306128, 0.055328798185941074, 0.03628117913832201, 0.05056689342403631, 0.031519274376417244, 0.020408163265306128, 0.02675736961451248, 0.020408163265306128, 0.021995464852607716, 0.021995464852607716]"
89,89,1,Facebook,,"['stupid', 'thing', 'world', 'stupid', 'thing', 'world', 'doe', 'allow', 'delete', 'individual', 's', 'ever', 'disable', 'archive', 'button', 'do', 'not', 'know', 'god', 'reason', 'bad']",2019-02-15,600105,the most stupid things in the world. the most stupid things in the world doesnt allowed you to delete individual chats or whatso ever. disable the unarchived button for I do not know for god reasons. justt. worst.,1,the most stupid thing in the world the most stupid thing in the world doe allowed you to delete individual chat or whats ever disable the archived button for i do not know for god reason just worst,nurhuda mk,,,"[0.04122245913290691, 0.02298033641317224, 0.02132196162046909, 0.024638711205875394, 0.032930585169391145, 0.02298033641317224, 0.02132196162046909, 0.0345889599620943, 0.026297085998578544, 0.0345889599620943, 0.04951433309642268, 0.02132196162046909, 0.02132196162046909, 0.04453920871831322, 0.024638711205875394, 0.02298033641317224, 0.02132196162046909, 0.02298033641317224, 0.05448945747453213, 0.02132196162046909, 0.03956408434020376, 0.02132196162046909, 0.04288083392561006, 0.02298033641317224, 0.02132196162046909, 0.032930585169391145, 0.024638711205875394, 0.03293058516939115, 0.02132196162046909, 0.02132196162046909, 0.024638711205875394, 0.02298033641317224, 0.02132196162046909, 0.03127221037668799, 0.031272210376688]"
90,90,1,Facebook,,"['good', 'application', 'take', 'away', 'marketplace', 'reason', 'have', 'search', 'hit', 'link', 'hit', 'link', 'inconvenient', 'use', 'marketplace', 'quite', 'often', 'kind', 'suck']",2019-02-14,600107,"its a good application but they took away the marketplace for some reason so i have to search its up, hit a link and then hit another link. its very inconvinient. i use marketplace quite often so its kind of sucks.",2,its a good application but they took away the marketplace for some reason so i have to search its up hit a link and then hit another link its very inconvenient i use marketplace quite often so its kind of suck,Alexis Howe,,,"[0.03081232492997199, 0.03571428571428571, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.02591036414565826, 0.021008403361344536, 0.034080298786181136, 0.03244631185807656, 0.02264239028944911, 0.02264239028944911, 0.02427637721755369, 0.0504201680672269, 0.0634920634920635, 0.02264239028944911, 0.03081232492997199, 0.021008403361344536, 0.04225023342670401, 0.021008403361344536, 0.034080298786181136, 0.030812324929971987, 0.022642390289449112, 0.02264239028944911, 0.021008403361344536, 0.02917833800186741, 0.02754435107376284, 0.021008403361344536, 0.03244631185807656, 0.021008403361344536, 0.03734827264239029, 0.024276377217553685, 0.022642390289449112, 0.022642390289449112, 0.04551820728291316, 0.021008403361344536]"
92,92,1,Facebook,,"['bad', 'application', 'ever', 'pic', 'do', 'not', 'load', 'work', 'well', 'min', 'be', 'problem', 'log', 'pic', 'visible', 'keep', 'update', 'bad', 'application', 'ever', 'day', 'hell', 'do', 'really', 'fix']",2019-02-15,600109,worst application ever. pics do not load at all. works well for five mins and then there is problem logging in and no pics visible. you keep updating worst application ever every few days but what the hell do you really fix ,1,worst application ever pic do not load at all work well for five min and then there is problem logging in and no pic visible you keep updating worst application ever every few day but what the hell do you really fix,,,,"[0.025012025012025017, 0.021645021645021644, 0.02332852332852333, 0.02332852332852333, 0.02332852332852333, 0.033429533429533434, 0.05026455026455028, 0.04689754689754689, 0.031746031746031744, 0.021645021645021644, 0.031746031746031744, 0.03848003848003848, 0.025012025012025013, 0.023328523328523327, 0.03342953342953343, 0.025012025012025013, 0.021645021645021644, 0.021645021645021644, 0.021645021645021644, 0.0485810485810486, 0.0367965367965368, 0.021645021645021644, 0.021645021645021644, 0.023328523328523327, 0.021645021645021644, 0.06373256373256374, 0.021645021645021644, 0.023328523328523327, 0.023328523328523327, 0.03342953342953343, 0.021645021645021644, 0.021645021645021644, 0.021645021645021644, 0.03006253006253007, 0.02332852332852333]"
